"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez"
5.9,5.3,7.3,-1,3.7,20112,1411174,"Introdução à Computação","111210794","R",1
2.5,1,0.5,-1,1.3,20121,1109103,"Cálculo Diferencial e Integral I","111210796","R",2
3.5,4.8,4.8,4.5,4.4,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210796","R",2
3,0,0.5,-1,1.2,20112,1109103,"Cálculo Diferencial e Integral I","111210796","R",1
1,2.5,0,-1,1.2,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210796","R",1
3.63333333333,5.63333333333,3.33333333333,-1,3.4,20121,1411180,"Lab. de Programação I","111210841","R",2
5.05,3.95,3.5,-1,3.8,20112,1411180,"Lab. de Programação I","111210841","R",1
5,5.3,4,6,5.3,20121,1109103,"Cálculo Diferencial e Integral I","111210870","A",2
7.5,7,4.9,4.2,5.6,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210870","A",2
2.5,0.5,0.5,-1,1.2,20112,1109103,"Cálculo Diferencial e Integral I","111210870","R",1
1,2.5,6.7,-1,3.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210870","R",1
3.5,3.8,1.5,-1,2.9,20121,1109053,"Cálculo Diferencial e Integral II","111210872","R",1
0.2,0,0,-1,0.1,20121,1108089,"Fundamentos de Física Clássica","111210872","R",1
6.2,7,9,-1,7.4,20122,1109053,"Cálculo Diferencial e Integral II","111210872","A",2
9.5,5.9,6.6,-1,7.3,20122,1108089,"Fundamentos de Física Clássica","111210872","A",2
5,0,0,-1,1.7,20121,1109103,"Cálculo Diferencial e Integral I","111210873","R",2
3.5,0,0,-1,1.2,20112,1109103,"Cálculo Diferencial e Integral I","111210873","R",1
1.5,2,5.45,-1,3.2,20121,1411180,"Lab. de Programação I","111210943","R",2
8.9,6.8,6.8,-1,7,20122,1411180,"Lab. de Programação I","111210943","A",3
1.5,2,5.35,-1,3.2,20121,1411167,"Programação I","111210943","R",2
8.9,6.8,6.8,-1,7,20122,1411167,"Programação I","111210943","A",3
3.95,1.8,1.6,-1,2.6,20112,1411180,"Lab. de Programação I","111210943","R",1
3.95,0.9,3.4,-1,2.7,20112,1411167,"Programação I","111210943","R",1
9,4,5,4,5.2,20121,1109103,"Cálculo Diferencial e Integral I","111210951","A",2
2.3,2,0,-1,1.4,20112,1109103,"Cálculo Diferencial e Integral I","111210951","R",1
6.55,5.5,3.6,4.8,5.2,20121,1411181,"Lab. de Programação II","111210952","A",2
5.5,1.5,1.7,-1,2.9,20121,1109103,"Cálculo Diferencial e Integral I","111210952","R",2
1.9,1.9,0.95,-1,1.9,20112,1411181,"Lab. de Programação II","111210952","R",1
0.8,0,0,-1,0.3,20112,1109103,"Cálculo Diferencial e Integral I","111210952","R",1
2,0,0,-1,0.7,20121,1109049,"Álgebra Linear","111210953","R",2
0,0,0.5,-1,0.2,20121,1114107,"Probabilidade e Estatística","111210953","R",2
5.25,3.1,4.35,2.7,4,20122,1114107,"Probabilidade e Estatística","111210953","R",3
1,0.5,0.5,-1,0.7,20112,1109049,"Álgebra Linear","111210953","R",1
3.5,1.6,1.4,-1,2.2,20112,1114107,"Probabilidade e Estatística","111210953","R",1
7.5,1,1,-1,3.2,20121,1109103,"Cálculo Diferencial e Integral I","111250009","R",2
1,2.5,0,-1,1.2,20112,1109103,"Cálculo Diferencial e Integral I","111250009","R",1
7.5,8.5,7,-1,7.7,20121,1109103,"Cálculo Diferencial e Integral I","111250014","A",2
2.7,3.5,0,-1,2.1,20112,1109103,"Cálculo Diferencial e Integral I","111250014","R",1
1,2,6.2,-1,3.3,20121,1411180,"Lab. de Programação I","111250017","R",2
9.1,7,7.3,-1,7.3,20122,1411180,"Lab. de Programação I","111250017","A",3
1,2,6.2,-1,3.3,20121,1411167,"Programação I","111250017","R",2
9.1,7,7.3,-1,7.3,20122,1411167,"Programação I","111250017","A",3
0.8,0.9,1.9,-1,1.4,20112,1411180,"Lab. de Programação I","111250017","R",1
0.85,0.9,1.95,-1,1.5,20112,1411167,"Programação I","111250017","R",1
6.8,2.5,2.7,3.1,3.6,20121,1109103,"Cálculo Diferencial e Integral I","112110019","R",1
4.6,2.4,5,5.6,4.6,20122,1109103,"Cálculo Diferencial e Integral I","112110019","R",2
5.4,3.9,1,4.7,4.6,20121,1411180,"Lab. de Programação I","112110025","R",1
5.4,3.9,1,4.7,4.6,20121,1411167,"Programação I","112110025","R",1
10,9.3,10,-1,9.7,20122,1411180,"Lab. de Programação I","112110025","A",2
10,9.3,10,-1,9.7,20122,1411167,"Programação I","112110025","A",2
3.8,1,7.5,2.5,3.5,20121,1114114,"Métodos Estatísticos","112110038","R",1
8.7,4.4,7.8,-1,7,20122,1114114,"Métodos Estatísticos","112110038","A",2
3.5,3.5,0,-1,2.3,20121,1114107,"Probabilidade e Estatística","112110046","R",1
2.75,0,0,-1,1.8,20122,1114107,"Probabilidade e Estatística","112110046","R",2
4.9,6.1,1.5,3.5,3.9,20121,1109103,"Cálculo Diferencial e Integral I","112110047","R",1
7,6.2,4,8.8,6.9,20122,1109103,"Cálculo Diferencial e Integral I","112110047","A",2
5.65,4.65,5.25,2.9,4.6,20121,1411180,"Lab. de Programação I","112110050","R",1
5.65,4.65,5.25,2.9,4.6,20121,1411167,"Programação I","112110050","R",1
4.3,5.1,3.4,-1,2.6,20121,1109103,"Cálculo Diferencial e Integral I","112110050","R",1
8.3,7.7,9.9,-1,8.8,20122,1411180,"Lab. de Programação I","112110050","A",2
8.3,7.7,9.9,-1,8.8,20122,1411167,"Programação I","112110050","A",2
2.3,6.5,4.6,6.1,5.1,20122,1109103,"Cálculo Diferencial e Integral I","112110050","A",2
0,1.5,0,-1,0.5,20121,1109053,"Cálculo Diferencial e Integral II","112110069","R",1
0.8,0,0,-1,0.3,20122,1109053,"Cálculo Diferencial e Integral II","112110069","R",2
4.6,3.8,1.75,-1,3.6,20121,1411177,"Engenharia de Software I","112110080","R",1
4.3,7,8,5.8,5.8,20122,1411177,"Engenharia de Software I","112110080","A",2
6,0,1,-1,2.3,20121,1109049,"Álgebra Linear","112110082","R",1
0,0,0,-1,0,20121,1114107,"Probabilidade e Estatística","112110082","R",1
8,7.9,6,-1,7.3,20122,1109049,"Álgebra Linear","112110082","A",2
2.5,2.9,6.4,4,4.4,20122,1114107,"Probabilidade e Estatística","112110082","R",2
1.35,2.6,4.15,-1,2.7,20121,1411180,"Lab. de Programação I","112110085","R",1
1.15,2.6,4.15,-1,2.7,20121,1411167,"Programação I","112110085","R",1
5.5,4,2.5,-1,2.4,20121,1109103,"Cálculo Diferencial e Integral I","112110085","R",1
9.6,8.2,10,-1,9.2,20122,1411180,"Lab. de Programação I","112110085","A",2
9.6,8.2,10,-1,9.2,20122,1411167,"Programação I","112110085","A",2
4,4.9,5.5,6.6,5.5,20122,1109103,"Cálculo Diferencial e Integral I","112110085","A",2
7.4,1.9,4.8,2.1,3.7,20121,1109103,"Cálculo Diferencial e Integral I","112110089","R",1
4.4,5.7,4.4,6.8,5.6,20122,1109103,"Cálculo Diferencial e Integral I","112110089","A",2
4.7,3.5,0,-1,2.7,20121,1109103,"Cálculo Diferencial e Integral I","112110092","R",1
2.5,7,2.8,-1,2.5,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112110092","R",1
4,2.1,0,-1,2,20122,1109103,"Cálculo Diferencial e Integral I","112110092","R",2
7.7,8.5,2,-1,3.7,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112110092","R",2
3.6,3.2,0.8,-1,2.5,20121,1109103,"Cálculo Diferencial e Integral I","112110096","R",1
3.7,0.5,5,-1,3.1,20122,1109103,"Cálculo Diferencial e Integral I","112110096","R",2
2.9,1.3,4.3,-1,2.8,20121,1109103,"Cálculo Diferencial e Integral I","112110912","R",1
1.4,5.8,3.2,-1,3.5,20122,1109103,"Cálculo Diferencial e Integral I","112110912","R",2
5,4.3,3,4,4.1,20121,1109049,"Álgebra Linear","112110920","R",1
6.5,1.5,5,6,5,20122,1109049,"Álgebra Linear","112110920","A",2
0,1.6,0,-1,0.5,20121,1108089,"Fundamentos de Física Clássica","112110922","R",1
4.5,3.5,1,-1,3,20122,1108089,"Fundamentos de Física Clássica","112110922","R",2
5.5,2,1.4,-1,3,20121,1109103,"Cálculo Diferencial e Integral I","112110924","R",1
8,8.7,4.8,-1,7.2,20122,1109103,"Cálculo Diferencial e Integral I","112110924","A",2
0.9,0,3.4,-1,1.9,20121,1411167,"Programação I","112110934","R",1
4.9,0,0,-1,1.6,20121,1109103,"Cálculo Diferencial e Integral I","112110934","R",1
7.5,3,4.5,2,3.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112110934","R",1
9.7,6.4,9.2,-1,8,20122,1411167,"Programação I","112110934","A",2
0,0.8,0,-1,0.3,20122,1109103,"Cálculo Diferencial e Integral I","112110934","R",2
8,5.7,7.3,-1,7,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112110934","A",2
4.2,0,0,-1,1.4,20121,1109103,"Cálculo Diferencial e Integral I","112110948","R",1
2.3,0.8,1,-1,1.4,20122,1109103,"Cálculo Diferencial e Integral I","112110948","R",2
5,0,7.5,0.5,2.7,20121,1411193,"Banco de Dados I","112110950","R",1
0.5,0.5,6,-1,2.3,20121,1114107,"Probabilidade e Estatística","112110950","R",1
4.1,1.5,7.8,5.8,5,20122,1411193,"Banco de Dados I","112110950","A",2
2,2,4.25,-1,3.1,20122,1114107,"Probabilidade e Estatística","112110950","R",2
4,3,5.5,3,3.7,20121,1114107,"Probabilidade e Estatística","112110952","R",1
7,7.75,7.75,-1,7.4,20122,1114107,"Probabilidade e Estatística","112110952","A",2
0,0,4,-1,1.3,20121,1108090,"Fundamentos de Física Moderna","112110953","R",1
9,10,10,-1,9.7,20122,1108090,"Fundamentos de Física Moderna","112110953","A",2
3,4.2,5.8,4.1,4.4,20121,1411180,"Lab. de Programação I","112110954","R",1
2.85,4.15,5.8,4.1,4.4,20121,1411167,"Programação I","112110954","R",1
2.5,1.9,3.4,-1,2.6,20121,1109103,"Cálculo Diferencial e Integral I","112110954","R",1
3.5,8.3,5.8,1,3.9,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112110954","R",1
7.2,8.7,10,-1,9.1,20122,1411180,"Lab. de Programação I","112110954","A",2
7.2,8.7,10,-1,9.1,20122,1411167,"Programação I","112110954","A",2
0.5,2.5,5,-1,2.7,20122,1109103,"Cálculo Diferencial e Integral I","112110954","R",2
7.8,1.5,4.6,5.7,5,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112110954","A",2
4.8,1.3,0.2,-1,2.1,20121,1109103,"Cálculo Diferencial e Integral I","112110955","R",1
5.8,1.5,3,-1,3.4,20122,1109103,"Cálculo Diferencial e Integral I","112110955","R",2
5,0,3,-1,2.9,20121,1411174,"Introdução à Computação","112110959","R",1
5.9,4,7.7,5,5.3,20122,1411174,"Introdução à Computação","112110959","A",2
1.4,0,0,-1,0.5,20121,1109103,"Cálculo Diferencial e Integral I","112110960","R",1
2.5,0,0,-1,0.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112110960","R",1
0,0,0,-1,0,20122,1109103,"Cálculo Diferencial e Integral I","112110960","R",2
6.1,1,1.5,-1,2.9,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112110960","R",2
5,3.5,8.8,2,4.3,20121,1411193,"Banco de Dados I","112150440","R",1
0,5,5,-1,3.3,20121,1114107,"Probabilidade e Estatística","112150440","R",1
3.5,3,7.8,6.6,5.5,20122,1411193,"Banco de Dados I","112150440","A",2
2.75,4.5,3.5,-1,3.1,20122,1114107,"Probabilidade e Estatística","112150440","R",2
4.5,2,1,-1,2.5,20121,1109053,"Cálculo Diferencial e Integral II","112150443","R",1
7.3,5.3,5,2,4.3,20121,1109049,"Álgebra Linear","112150443","R",1
1.5,3,0.5,-1,1.7,20122,1109053,"Cálculo Diferencial e Integral II","112150443","R",2
9.5,4.3,4.5,5.7,5.9,20122,1109049,"Álgebra Linear","112150443","A",2
2.5,5.5,6.2,4,4.4,20121,1109113,"Matemática Discreta","112150448","R",1
1,3,5,-1,3,20122,1109113,"Matemática Discreta","112150448","R",2
0.4,0,1.25,-1,0.6,20121,1411180,"Lab. de Programação I","112150451","R",1
1.4,1.25,0,-1,0.7,20121,1411167,"Programação I","112150451","R",1
2.1,4.4,1.5,-1,2.7,20121,1109103,"Cálculo Diferencial e Integral I","112150451","R",1
4.5,4.5,5.8,3.5,4.3,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112150451","R",1
5.5,6.9,1.4,-1,2.6,20122,1411180,"Lab. de Programação I","112150451","R",2
5.5,6.9,1.4,-1,2.6,20122,1411167,"Programação I","112150451","R",2
0.8,2.8,2.3,-1,2,20122,1109103,"Cálculo Diferencial e Integral I","112150451","R",2
8.3,7.3,6.1,-1,7.2,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112150451","A",2
2.85,3.4,3.9,-1,3.4,20121,1411180,"Lab. de Programação I","112150453","R",1
3.45,3.9,1.95,-1,3.4,20121,1411167,"Programação I","112150453","R",1
8.4,7.5,8.5,-1,8,20122,1411180,"Lab. de Programação I","112150453","A",2
8.4,7.5,8.5,-1,8,20122,1411167,"Programação I","112150453","A",2
0,1,0,-1,0.3,20121,1109103,"Cálculo Diferencial e Integral I","112150725","R",1
6.2,3.3,5.9,3.5,4.5,20121,1411174,"Introdução à Computação","112150725","R",1
0,0,2.5,-1,0.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112150725","R",1
0,0,1,-1,0.3,20122,1109103,"Cálculo Diferencial e Integral I","112150725","R",2
8.2,6.7,7.2,-1,7.4,20122,1411174,"Introdução à Computação","112150725","A",2
3.3,6.5,7,4.5,5.2,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112150725","A",2
4.2,6.4,2.5,3.5,4.5,20121,1411180,"Lab. de Programação I","112150726","R",1
4.1,6.5,5.65,3.5,4.6,20121,1411167,"Programação I","112150726","R",1
6.1,7.5,8.8,-1,7.9,20122,1411180,"Lab. de Programação I","112150726","A",2
6.1,7.5,8.8,-1,7.9,20122,1411167,"Programação I","112150726","A",2
1.5,5.2,3.85,-1,3.1,20121,1411180,"Lab. de Programação I","112150728","R",1
3.9,3.85,1.3,-1,3.2,20121,1411167,"Programação I","112150728","R",1
7.8,8.5,8.2,-1,8.3,20122,1411180,"Lab. de Programação I","112150728","A",2
7.8,8.5,8.2,-1,8.3,20122,1411167,"Programação I","112150728","A",2
1,1.5,0,-1,0.8,20121,1109053,"Cálculo Diferencial e Integral II","112150736","R",1
0,2.5,2.5,-1,1.7,20121,1108089,"Fundamentos de Física Clássica","112150736","R",1
2.8,2.8,3.5,-1,2.9,20121,1411168,"Programação II","112150736","R",1
4.7,3.8,1.8,-1,3.3,20121,1411181,"Lab. de Programação II","112150736","R",1
0,1,0,-1,0.3,20122,1109053,"Cálculo Diferencial e Integral II","112150736","R",2
4,2,3.5,-1,3.2,20122,1108089,"Fundamentos de Física Clássica","112150736","R",2
6.45,6.35,6.85,7.4,7,20122,1411168,"Programação II","112150736","A",2
5.7,5.55,6.4,3.5,5,20122,1411181,"Lab. de Programação II","112150736","A",2
0.05,0,1.65,-1,0.6,20121,1411180,"Lab. de Programação I","112150916","R",1
1.65,1.65,0,-1,0.7,20121,1411167,"Programação I","112150916","R",1
0,1,0.5,-1,0.5,20121,1109103,"Cálculo Diferencial e Integral I","112150916","R",1
0,1,0,-1,0.3,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112150916","R",1
5,4.2,1.3,-1,3,20122,1411180,"Lab. de Programação I","112150916","R",2
5,4.2,1.3,-1,3,20122,1411167,"Programação I","112150916","R",2
0.7,0,0,-1,0.2,20122,1109103,"Cálculo Diferencial e Integral I","112150916","R",2
1,4.5,3,-1,2.8,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112150916","R",2
4.5,6.3,1.2,3,3.6,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112150921","R",1
6.3,4.2,6,-1,3.3,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112150921","R",2
1.95,1.3,1.95,-1,1.7,20121,1411180,"Lab. de Programação I","112190042","R",1
1.73333333333,1.73333333333,1.4,-1,1.9,20121,1411167,"Programação I","112190042","R",1
1.5,0.7,0,-1,0.7,20121,1109103,"Cálculo Diferencial e Integral I","112190042","R",1
0,5.5,1,-1,2.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112190042","R",1
6,7.2,7.2,-1,7.1,20122,1411180,"Lab. de Programação I","112190042","A",2
6,7.2,7.2,-1,7.1,20122,1411167,"Programação I","112190042","A",2
1.3,4.4,0,-1,1.9,20122,1109103,"Cálculo Diferencial e Integral I","112190042","R",2
3,7,2,5,4.4,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112190042","R",2
0,0.7,0,-1,0.2,20121,1109103,"Cálculo Diferencial e Integral I","112190043","R",1
3.5,0,0,-1,1.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112190043","R",1
0,0,0,-1,0,20122,1109103,"Cálculo Diferencial e Integral I","112190043","R",2
3.2,3.5,2.5,-1,3.1,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112190043","R",2
4,4,5.3,3.5,4,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112190146","R",1
5.6,5.9,9.5,-1,7,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112190146","A",2
4.5,2,0.5,-1,2.3,20121,1109035,"Álgebra Vetorial e Geometria Analítica","112190148","R",1
5,2.3,3,-1,3.4,20122,1109035,"Álgebra Vetorial e Geometria Analítica","112190148","R",2
8.2,8.7,8.5,-1,8.5,20121,1411287,"TECC(METODOS E P T G M DADOS HISTORICOS):109110092","A","0.0333333333333",1
7.8,6,9.5,-1,8.3,20122,1411287,"TECC(METODOS E P T G M DADOS HISTORICOS):111210066","A","0.533333333333",2
