nota1,nota2,nota3,final,media,disciplina,matricula
8.5,8.5,8.5,-1.0,8.5,Projeto em Computação II,108110001
6.2,10.0,6.2,-1.0,7.0,Projeto em Computação II,107110030
8.5,9.0,8.5,-1.0,8.6,Projeto em Computação II,110110093
8.5,9.0,8.5,-1.0,8.6,Projeto em Computação II,111210662
8.5,8.5,8.5,-1.0,8.5,Projeto em Computação II,111210404
9.5,10.0,8.5,-1.0,9.0,Projeto em Computação II,107210226
8.5,8.0,8.5,-1.0,8.4,Projeto em Computação II,106210176
8.0,8.5,8.0,-1.0,8.2,Projeto em Computação II,108110025
9.0,8.0,8.5,-1.0,8.5,Projeto em Computação II,108110023
7.5,8.8,6.0,-1.0,7.4,Projeto em Computação II,110110123
7.5,8.8,6.0,-1.0,7.4,Projeto em Computação II,111110074
8.5,8.8,6.0,-1.0,7.8,Projeto em Computação II,110110124
8.0,8.5,8.0,-1.0,8.2,Projeto em Computação II,108210022
8.0,8.5,8.0,-1.0,8.2,Projeto em Computação II,108210202
8.0,8.5,8.0,-1.0,8.2,Projeto em Computação II,108210334
7.0,8.8,6.0,-1.0,7.3,Projeto em Computação II,110110118
8.5,8.8,6.0,-1.0,7.8,Projeto em Computação II,107210030
7.5,8.8,6.0,-1.0,7.4,Projeto em Computação II,110110069
8.5,8.05,8.45,-1.0,8.3,Projeto em Computação II,108110604
8.0,8.2,8.8,-1.0,8.3,Projeto em Computação II,107210001
9.5,8.5,8.7,-1.0,8.9,Projeto em Computação II,109110112
8.5,7.8,8.1,-1.0,8.1,Projeto em Computação II,108210284
5.0,6.15,6.7,5.0,5.6,Projeto em Computação II,105210141
1.5,0.0,3.4,-1.0,1.6,Projeto em Computação II,111110902
10.0,9.5,8.9,-1.0,9.5,Projeto em Computação II,106110138
7.0,7.75,8.6,-1.0,7.8,Projeto em Computação II,111210057
10.0,10.0,9.9,-1.0,10.0,Projeto em Computação II,108110035
7.5,7.5,8.6,-1.0,7.9,Projeto em Computação II,110210045
8.5,8.4,9.2,-1.0,8.7,Projeto em Computação II,108110010
10.0,10.0,9.9,-1.0,10.0,Projeto em Computação II,108110502
8.25,7.55,8.1,-1.0,8.0,Projeto em Computação II,108110501
9.0,8.3,8.45,-1.0,8.6,Projeto em Computação II,108110500
9.25,9.25,8.8,-1.0,9.1,Projeto em Computação II,106210162
9.0,7.65,6.6,-1.0,7.8,Projeto em Computação II,107110003
9.25,9.0,8.9,-1.0,9.1,Projeto em Computação II,106210166
8.25,8.1,8.7,-1.0,8.4,Projeto em Computação II,106210165
8.25,8.1,8.7,-1.0,8.4,Projeto em Computação II,106210598
7.0,7.0,8.6,-1.0,7.5,Projeto em Computação II,111110122
8.5,8.1,8.7,-1.0,8.4,Projeto em Computação II,106210158
4.5,3.5,0.0,-1.0,2.7,Projeto em Computação II,110110978
6.75,7.15,7.45,-1.0,7.1,Projeto em Computação II,111110916
9.75,9.0,8.9,-1.0,9.2,Projeto em Computação II,107110436
8.0,8.7,8.8,-1.0,8.5,Projeto em Computação II,107210017
8.75,8.05,8.1,-1.0,8.3,Projeto em Computação II,108110019
8.5,8.5,8.7,-1.0,8.6,Projeto em Computação II,107210015
8.0,8.7,8.8,-1.0,8.5,Projeto em Computação II,107210032
9.25,9.25,8.8,-1.0,9.1,Projeto em Computação II,107210012
9.25,9.25,8.8,-1.0,9.1,Projeto em Computação II,107210011
10.0,10.0,9.9,-1.0,10.0,Projeto em Computação II,108110024
9.5,8.5,8.7,-1.0,8.9,Projeto em Computação II,109210282
8.5,8.4,9.2,-1.0,8.7,Projeto em Computação II,108110021
5.0,6.15,6.7,5.0,5.6,Projeto em Computação II,105210160
9.2,9.2,9.7,-1.0,9.4,Projeto em Computação II,109210015
9.2,9.2,9.7,-1.0,9.4,Projeto em Computação II,108110007
8.5,8.4,9.2,-1.0,8.7,Projeto em Computação II,108110005
9.2,9.45,9.7,-1.0,9.5,Projeto em Computação II,108110002
7.75,7.9,7.45,-1.0,7.7,Projeto em Computação II,111110914
8.0,8.7,8.8,-1.0,8.5,Projeto em Computação II,105110107
8.25,8.1,8.7,-1.0,8.4,Projeto em Computação II,106210151
10.0,10.0,6.0,-1.0,8.7,Fundamentos de Física Moderna,111110923
8.0,10.0,3.0,-1.0,7.0,Fundamentos de Física Moderna,111110124
10.0,10.0,3.0,-1.0,7.7,Fundamentos de Física Moderna,110110848
10.0,10.0,6.0,-1.0,8.7,Fundamentos de Física Moderna,110110108
10.0,10.0,3.0,-1.0,7.7,Fundamentos de Física Moderna,107210223
9.0,10.0,6.5,-1.0,8.5,Fundamentos de Física Moderna,110110124
10.0,10.0,6.0,-1.0,8.7,Fundamentos de Física Moderna,110110049
10.0,9.0,7.5,-1.0,8.8,Fundamentos de Física Moderna,108210207
10.0,10.0,7.5,-1.0,9.2,Fundamentos de Física Moderna,110110065
10.0,10.0,3.0,-1.0,7.7,Fundamentos de Física Moderna,110110044
10.0,10.0,6.5,-1.0,8.8,Fundamentos de Física Moderna,109110118
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,110110047
10.0,10.0,3.0,-1.0,7.7,Fundamentos de Física Moderna,110110043
10.0,10.0,9.0,-1.0,9.7,Fundamentos de Física Moderna,109210285
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,109110079
10.0,10.0,8.0,-1.0,9.3,Fundamentos de Física Moderna,111110088
10.0,10.0,2.5,-1.0,7.5,Fundamentos de Física Moderna,110110127
10.0,9.0,5.0,-1.0,8.0,Fundamentos de Física Moderna,109110056
10.0,10.0,4.0,-1.0,8.0,Fundamentos de Física Moderna,110110088
10.0,10.0,9.5,-1.0,9.8,Fundamentos de Física Moderna,109210060
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,111110112
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,111110086
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,109210063
10.0,9.0,7.5,-1.0,8.8,Fundamentos de Física Moderna,109110074
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,109210043
10.0,10.0,3.0,-1.0,7.7,Fundamentos de Física Moderna,108110496
10.0,10.0,6.5,-1.0,8.8,Fundamentos de Física Moderna,110110081
9.0,10.0,6.0,-1.0,8.3,Fundamentos de Física Moderna,109210049
9.0,10.0,10.0,-1.0,9.7,Fundamentos de Física Moderna,110110085
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,110110087
9.0,10.0,10.0,-1.0,9.7,Fundamentos de Física Moderna,110110132
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,110110857
10.0,9.0,5.0,-1.0,8.0,Fundamentos de Física Moderna,109110805
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,110110074
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,110110076
9.0,10.0,6.0,-1.0,8.3,Fundamentos de Física Moderna,110110114
10.0,9.0,5.0,-1.0,8.0,Fundamentos de Física Moderna,108210019
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,110110058
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,110110073
10.0,10.0,7.0,-1.0,9.0,Fundamentos de Física Moderna,110110078
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,110110079
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,110110117
9.0,10.0,8.5,-1.0,9.2,Fundamentos de Física Moderna,110110116
10.0,10.0,7.5,-1.0,9.2,Fundamentos de Física Moderna,109210030
10.0,10.0,6.0,-1.0,8.7,Fundamentos de Física Moderna,109210019
10.0,10.0,7.5,-1.0,9.2,Fundamentos de Física Moderna,109210036
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,110110110
10.0,10.0,6.0,-1.0,8.7,Fundamentos de Física Moderna,111110079
9.0,10.0,9.0,-1.0,9.3,Fundamentos de Física Moderna,110110096
10.0,10.0,9.0,-1.0,9.7,Fundamentos de Física Moderna,109110063
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,110110125
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,109210011
9.0,10.0,9.5,-1.0,9.5,Fundamentos de Física Moderna,109210057
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,109210059
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,111110109
9.0,10.0,6.0,-1.0,8.3,Fundamentos de Física Moderna,109110808
10.0,10.0,3.0,-1.0,7.7,Fundamentos de Física Moderna,107210224
10.0,10.0,5.0,-1.0,8.3,Fundamentos de Física Moderna,110110121
10.0,10.0,4.5,-1.0,8.2,Fundamentos de Física Moderna,110110094
9.0,10.0,5.0,-1.0,8.0,Fundamentos de Física Moderna,110110066
5.0,5.0,6.0,0.0,3.2,Fundamentos de Física Moderna,109110095
8.3,7.3,8.5,-1.0,8.0,Fundamentos de Física Moderna,111110929
5.0,6.8,6.0,3.6,5.0,Fundamentos de Física Moderna,112150440
10.0,8.5,9.0,-1.0,9.2,Fundamentos de Física Moderna,111110921
7.5,8.5,9.0,-1.0,8.3,Fundamentos de Física Moderna,111110925
6.0,6.2,9.0,-1.0,7.1,Fundamentos de Física Moderna,111110907
10.0,7.5,9.0,-1.0,8.8,Fundamentos de Física Moderna,111110126
8.8,7.0,8.0,-1.0,7.9,Fundamentos de Física Moderna,111110128
10.0,9.5,8.0,-1.0,9.2,Fundamentos de Física Moderna,111110100
9.3,8.0,8.5,-1.0,8.6,Fundamentos de Física Moderna,111110103
8.5,8.0,9.0,-1.0,8.5,Fundamentos de Física Moderna,111110060
9.5,8.3,9.0,-1.0,8.9,Fundamentos de Física Moderna,110150169
5.0,5.0,9.0,5.0,5.8,Fundamentos de Física Moderna,109210009
6.0,7.5,9.0,-1.0,7.5,Fundamentos de Física Moderna,110110129
9.0,9.3,9.0,-1.0,9.1,Fundamentos de Física Moderna,111110083
10.0,8.0,9.0,-1.0,9.0,Fundamentos de Física Moderna,111110912
8.5,8.8,9.0,-1.0,8.8,Fundamentos de Física Moderna,110210068
6.0,6.0,9.0,-1.0,7.0,Fundamentos de Física Moderna,110110080
5.5,7.0,9.0,-1.0,7.2,Fundamentos de Física Moderna,111150292
7.5,9.3,8.0,-1.0,8.3,Fundamentos de Física Moderna,110210060
6.8,9.0,9.0,-1.0,8.3,Fundamentos de Física Moderna,110210061
6.3,7.5,9.0,-1.0,7.6,Fundamentos de Física Moderna,110110974
7.5,7.5,9.0,-1.0,8.0,Fundamentos de Física Moderna,111210399
9.0,6.2,9.0,-1.0,8.1,Fundamentos de Física Moderna,111110939
5.0,0.0,8.0,6.0,5.0,Fundamentos de Física Moderna,110110851
10.0,10.0,10.0,-1.0,10.0,Fundamentos de Física Moderna,112110875
5.0,7.0,9.0,-1.0,7.0,Fundamentos de Física Moderna,112110950
0.0,0.0,4.0,-1.0,1.3,Fundamentos de Física Moderna,112110953
6.0,5.0,8.0,3.0,5.0,Fundamentos de Física Moderna,110110070
10.0,9.3,8.0,-1.0,9.1,Fundamentos de Física Moderna,111110133
6.5,9.0,9.0,-1.0,8.2,Fundamentos de Física Moderna,110210092
10.0,9.5,7.0,-1.0,8.8,Fundamentos de Física Moderna,111110071
5.0,5.0,8.0,5.0,5.6,Fundamentos de Física Moderna,112110082
10.0,8.8,4.0,-1.0,7.6,Fundamentos de Física Moderna,111110076
10.0,9.5,9.0,-1.0,9.5,Fundamentos de Física Moderna,111110092
5.5,5.0,9.0,7.5,6.9,Fundamentos de Física Moderna,112110046
9.3,9.3,9.0,-1.0,9.2,Fundamentos de Física Moderna,109210493
5.0,5.0,8.0,6.0,6.0,Fundamentos de Física Moderna,112110105
5.0,8.8,8.5,-1.0,7.4,Fundamentos de Física Moderna,111210073
8.0,8.0,9.0,-1.0,8.3,Fundamentos de Física Moderna,111110130
7.5,5.0,9.0,-1.0,7.2,Fundamentos de Física Moderna,110110095
7.0,8.3,8.0,-1.0,7.8,Fundamentos de Física Moderna,110210072
9.0,10.0,10.0,-1.0,9.7,Fundamentos de Física Moderna,109110095
9.0,10.0,9.0,-1.0,9.3,Fundamentos de Física Moderna,110210388
8.0,9.0,9.0,-1.0,8.7,Fundamentos de Física Moderna,111110938
8.0,9.0,9.0,-1.0,8.7,Fundamentos de Física Moderna,111210061
9.0,10.0,9.0,-1.0,9.3,Fundamentos de Física Moderna,110210114
9.0,9.0,9.0,-1.0,9.0,Fundamentos de Física Moderna,111110090
9.0,10.0,9.0,-1.0,9.3,Fundamentos de Física Moderna,110210560
9.0,9.0,9.0,-1.0,9.0,Fundamentos de Física Moderna,109210050
9.0,10.0,10.0,-1.0,9.7,Fundamentos de Física Moderna,112110953
8.0,9.0,9.0,-1.0,8.7,Fundamentos de Física Moderna,111210117
10.0,10.0,9.5,-1.0,9.8,Fundamentos de Física Moderna,112110103
10.0,10.0,9.5,-1.0,9.8,Fundamentos de Física Moderna,111110895
9.0,9.0,9.0,-1.0,9.0,Fundamentos de Física Moderna,111110911
9.0,9.0,9.0,-1.0,9.0,Fundamentos de Física Moderna,111110898
9.0,10.0,10.0,-1.0,9.7,Fundamentos de Física Moderna,111210120
7.5,8.5,9.5,-1.0,8.5,Fundamentos de Física Moderna,110210110
6.3,9.5,9.2,-1.0,8.3,Fundamentos de Física Moderna,110210397
6.3,9.0,9.0,-1.0,8.1,Fundamentos de Física Moderna,109110111
7.5,6.9,9.0,-1.0,7.8,Fundamentos de Física Moderna,110210094
6.5,5.0,9.4,-1.0,7.0,Fundamentos de Física Moderna,111210953
10.0,8.0,6.5,-1.0,8.2,Fundamentos de Física Moderna,109110057
6.3,6.7,8.4,-1.0,7.1,Fundamentos de Física Moderna,111110139
6.2,9.5,9.0,-1.0,8.2,Fundamentos de Física Moderna,109210422
6.2,9.0,8.5,-1.0,7.9,Fundamentos de Física Moderna,110210102
7.5,9.6,10.0,-1.0,9.0,Fundamentos de Física Moderna,110110853
5.0,8.5,8.7,-1.0,7.4,Fundamentos de Física Moderna,110110973
6.3,8.2,9.5,-1.0,8.0,Fundamentos de Física Moderna,110210128
8.1,9.1,8.8,-1.0,8.7,Fundamentos de Física Moderna,110210082
6.3,9.7,8.8,-1.0,8.3,Fundamentos de Física Moderna,110210083
6.5,9.7,8.5,-1.0,8.2,Fundamentos de Física Moderna,110210088
6.2,8.5,8.0,-1.0,7.6,Fundamentos de Física Moderna,110110057
7.5,10.0,7.5,-1.0,8.3,Fundamentos de Física Moderna,110110052
6.0,8.0,9.0,-1.0,7.7,Fundamentos de Física Moderna,110110053
7.5,9.1,9.0,-1.0,8.5,Fundamentos de Física Moderna,110210052
7.5,8.3,9.2,-1.0,8.3,Fundamentos de Física Moderna,110210079
10.0,5.5,8.5,-1.0,8.0,Fundamentos de Física Moderna,110210075
6.3,6.2,9.2,-1.0,7.2,Fundamentos de Física Moderna,110110091
6.3,9.7,8.6,-1.0,8.2,Fundamentos de Física Moderna,110210526
9.5,9.5,9.5,-1.0,9.5,BASQUETEBOL - FEM,110110045
9.5,9.5,9.5,-1.0,9.5,BASQUETEBOL - FEM,110210045
9.0,9.0,9.0,-1.0,9.0,BASQUETEBOL - FEM,111110122
9.0,9.0,9.0,-1.0,9.0,BASQUETEBOL - FEM,111110091
8.5,8.5,8.5,-1.0,8.5,BASQUETEBOL - FEM,111210057
5.5,0.0,0.5,-1.0,2.0,Cálculo Diferencial e Integral II,109110095
3.5,7.0,3.0,6.0,5.1,Cálculo Diferencial e Integral II,110210110
0.0,6.0,2.5,-1.0,2.8,Cálculo Diferencial e Integral II,110210114
1.5,2.5,0.0,-1.0,1.3,Cálculo Diferencial e Integral II,110210394
3.5,7.0,2.0,7.0,5.3,Cálculo Diferencial e Integral II,110210397
3.0,4.5,0.5,-1.0,2.7,Cálculo Diferencial e Integral II,110210390
0.0,5.5,1.5,-1.0,2.3,Cálculo Diferencial e Integral II,110210560
3.0,9.5,2.0,5.5,5.1,Cálculo Diferencial e Integral II,109110111
4.0,3.5,0.0,-1.0,2.5,Cálculo Diferencial e Integral II,110110062
7.0,8.5,5.5,-1.0,7.0,Cálculo Diferencial e Integral II,110210102
4.5,3.5,4.0,7.0,5.2,Cálculo Diferencial e Integral II,110110067
0.0,6.0,0.0,-1.0,2.0,Cálculo Diferencial e Integral II,111150292
2.5,0.0,0.0,-1.0,0.8,Cálculo Diferencial e Integral II,111110938
6.0,6.5,3.5,5.5,5.4,Cálculo Diferencial e Integral II,110210094
2.0,0.0,1.0,-1.0,1.0,Cálculo Diferencial e Integral II,110110104
0.5,6.0,2.5,-1.0,3.0,Cálculo Diferencial e Integral II,110210092
0.0,3.5,0.5,-1.0,1.3,Cálculo Diferencial e Integral II,110210091
6.0,8.5,3.5,6.5,6.2,Cálculo Diferencial e Integral II,111110089
3.5,1.5,0.0,-1.0,1.7,Cálculo Diferencial e Integral II,110110851
0.5,5.5,0.0,-1.0,2.0,Cálculo Diferencial e Integral II,109210009
3.5,2.0,0.0,-1.0,1.8,Cálculo Diferencial e Integral II,110110129
1.0,8.5,2.5,4.5,4.2,Cálculo Diferencial e Integral II,110150167
0.0,1.0,0.0,-1.0,0.3,Cálculo Diferencial e Integral II,110210383
3.0,6.5,0.5,-1.0,3.3,Cálculo Diferencial e Integral II,109210046
2.5,6.5,3.0,5.0,4.4,Cálculo Diferencial e Integral II,110210068
5.5,9.0,7.0,-1.0,7.2,Cálculo Diferencial e Integral II,111110939
3.0,4.5,2.0,-1.0,3.2,Cálculo Diferencial e Integral II,110210060
1.5,7.0,3.5,3.0,3.6,Cálculo Diferencial e Integral II,110210061
1.0,7.0,2.5,-1.0,3.5,Cálculo Diferencial e Integral II,110110974
1.5,0.0,0.0,-1.0,0.5,Cálculo Diferencial e Integral II,110210105
3.5,9.0,4.0,5.0,5.3,Cálculo Diferencial e Integral II,110110853
2.5,8.0,5.0,7.0,5.9,Cálculo Diferencial e Integral II,110110973
2.0,4.0,0.5,-1.0,2.2,Cálculo Diferencial e Integral II,110110130
0.0,0.0,0.0,-1.0,0.0,Cálculo Diferencial e Integral II,110210109
2.0,3.0,0.5,-1.0,1.8,Cálculo Diferencial e Integral II,110210380
2.0,4.0,1.5,-1.0,2.5,Cálculo Diferencial e Integral II,110210129
5.0,6.5,1.5,7.0,5.4,Cálculo Diferencial e Integral II,110210128
3.0,0.0,0.0,-1.0,1.0,Cálculo Diferencial e Integral II,110210080
1.5,6.0,4.5,6.5,5.0,Cálculo Diferencial e Integral II,110210083
1.5,5.5,0.0,-1.0,2.3,Cálculo Diferencial e Integral II,110110070
3.0,1.0,0.0,-1.0,1.3,Cálculo Diferencial e Integral II,110110072
4.0,9.0,5.5,8.0,6.9,Cálculo Diferencial e Integral II,110210088
1.0,4.0,1.5,-1.0,2.2,Cálculo Diferencial e Integral II,110110055
3.5,9.0,1.0,7.0,5.5,Cálculo Diferencial e Integral II,111110139
1.0,6.0,1.0,-1.0,2.7,Cálculo Diferencial e Integral II,109210293
1.0,0.0,1.5,-1.0,0.8,Cálculo Diferencial e Integral II,109210032
0.5,0.0,0.0,-1.0,0.2,Cálculo Diferencial e Integral II,109210291
1.0,3.0,3.0,-1.0,2.3,Cálculo Diferencial e Integral II,110110112
1.0,0.0,0.0,-1.0,0.3,Cálculo Diferencial e Integral II,109210294
1.0,0.0,0.0,-1.0,0.3,Cálculo Diferencial e Integral II,109210014
7.5,3.5,3.5,8.5,6.3,Cálculo Diferencial e Integral II,109210299
2.5,2.5,0.0,-1.0,1.7,Cálculo Diferencial e Integral II,110210580
4.0,7.0,8.0,9.0,7.4,Cálculo Diferencial e Integral II,110210526
0.0,0.0,0.0,-1.0,0.0,Cálculo Diferencial e Integral II,109210051
4.5,6.5,3.0,7.0,5.6,Cálculo Diferencial e Integral II,110210052
5.5,5.0,1.5,4.5,4.2,Cálculo Diferencial e Integral II,109110801
4.0,4.0,0.5,-1.0,2.8,Cálculo Diferencial e Integral II,109110800
2.5,9.0,7.0,7.5,6.7,Cálculo Diferencial e Integral II,110210079
0.0,0.5,0.0,-1.0,0.2,Cálculo Diferencial e Integral II,109110806
5.5,5.5,3.5,7.0,5.7,Cálculo Diferencial e Integral II,110210075
4.5,7.0,3.0,6.0,5.3,Cálculo Diferencial e Integral II,110110090
3.0,5.5,1.5,-1.0,3.3,Cálculo Diferencial e Integral II,110210072
1.5,2.0,1.5,-1.0,1.7,Cálculo Diferencial e Integral II,110150173
1.5,5.0,1.0,-1.0,2.5,Cálculo Diferencial e Integral II,110110095
5.5,2.0,3.8,-1.0,3.8,Cálculo Diferencial e Integral II,110210111
2.0,1.0,1.0,-1.0,1.3,Cálculo Diferencial e Integral II,112110920
2.0,0.0,0.0,-1.0,0.7,Cálculo Diferencial e Integral II,111210748
7.5,4.5,8.0,6.0,6.4,Cálculo Diferencial e Integral II,110210114
2.0,0.0,0.0,-1.0,0.7,Cálculo Diferencial e Integral II,111110922
5.5,5.5,4.0,5.0,5.0,Cálculo Diferencial e Integral II,111110911
4.0,4.0,3.2,-1.0,3.7,Cálculo Diferencial e Integral II,110210391
3.5,2.0,7.8,3.6,4.1,Cálculo Diferencial e Integral II,110210392
1.0,1.0,2.0,-1.0,1.3,Cálculo Diferencial e Integral II,111110905
3.5,3.8,1.5,-1.0,2.9,Cálculo Diferencial e Integral II,111210872
2.5,1.0,1.0,-1.0,1.5,Cálculo Diferencial e Integral II,111110926
2.0,4.8,2.0,-1.0,2.9,Cálculo Diferencial e Integral II,111110900
2.0,1.0,1.5,-1.0,1.5,Cálculo Diferencial e Integral II,111110941
8.0,4.8,5.3,3.8,5.1,Cálculo Diferencial e Integral II,110210093
3.5,3.5,6.0,3.5,4.0,Cálculo Diferencial e Integral II,110210091
5.0,0.0,1.0,-1.0,2.0,Cálculo Diferencial e Integral II,111210426
0.0,3.7,5.3,-1.0,3.0,Cálculo Diferencial e Integral II,110110122
1.0,3.0,0.0,-1.0,1.3,Cálculo Diferencial e Integral II,111150551
5.0,5.2,7.0,8.2,6.7,Cálculo Diferencial e Integral II,111210056
0.0,1.0,0.0,-1.0,0.3,Cálculo Diferencial e Integral II,110210495
8.0,4.6,4.0,4.3,5.0,Cálculo Diferencial e Integral II,111210445
0.0,1.0,0.0,-1.0,0.3,Cálculo Diferencial e Integral II,111150493
1.0,1.5,0.0,-1.0,0.8,Cálculo Diferencial e Integral II,112150736
5.5,1.5,3.0,-1.0,3.3,Cálculo Diferencial e Integral II,111110080
5.5,4.5,4.5,3.3,4.2,Cálculo Diferencial e Integral II,110150167
4.5,2.0,1.0,-1.0,2.5,Cálculo Diferencial e Integral II,112150443
0.0,1.0,0.0,-1.0,0.3,Cálculo Diferencial e Integral II,110210046
3.0,3.3,3.5,-1.0,3.3,Cálculo Diferencial e Integral II,111210452
0.0,2.8,5.0,-1.0,2.6,Cálculo Diferencial e Integral II,110210041
6.0,5.8,7.0,6.5,6.4,Cálculo Diferencial e Integral II,111110895
3.0,1.7,0.0,-1.0,1.6,Cálculo Diferencial e Integral II,111210410
4.5,3.2,4.3,6.5,5.0,Cálculo Diferencial e Integral II,111210411
0.0,0.5,0.0,-1.0,0.2,Cálculo Diferencial e Integral II,111210414
0.0,1.8,0.0,-1.0,0.6,Cálculo Diferencial e Integral II,111210655
5.8,7.0,8.1,-1.0,7.0,Cálculo Diferencial e Integral II,110210388
3.5,1.1,8.0,3.8,4.0,Cálculo Diferencial e Integral II,110210105
2.0,3.5,3.5,-1.0,3.0,Cálculo Diferencial e Integral II,110210107
4.5,3.0,4.5,4.0,4.0,Cálculo Diferencial e Integral II,110210380
6.7,4.0,1.3,3.5,3.8,Cálculo Diferencial e Integral II,111110931
4.0,1.0,4.0,-1.0,3.0,Cálculo Diferencial e Integral II,110210129
4.5,2.5,2.0,-1.0,3.0,Cálculo Diferencial e Integral II,110210080
1.0,1.0,1.0,-1.0,1.0,Cálculo Diferencial e Integral II,111210401
3.3,5.0,1.8,-1.0,3.4,Cálculo Diferencial e Integral II,110110077
2.5,0.0,0.0,-1.0,0.8,Cálculo Diferencial e Integral II,110210385
1.5,0.0,2.5,-1.0,1.3,Cálculo Diferencial e Integral II,111110118
2.0,2.0,3.5,-1.0,2.5,Cálculo Diferencial e Integral II,111110119
8.3,8.3,3.5,5.3,6.1,Cálculo Diferencial e Integral II,111110114
4.0,3.1,1.0,-1.0,2.7,Cálculo Diferencial e Integral II,111210400
5.5,4.5,2.0,4.0,4.0,Cálculo Diferencial e Integral II,111110064
