media,CODIGO,matricula,PeriodoRelativo
1.2,1109035,1102534,2
3.2,1109035,1111724,1
7.9,1109035,111160,1
1.8,1109035,1111504,1
8.9,1109035,111198,1
7.1,1109035,1101793,3
0.3,1109035,111192,1
1,1109035,1111122,1
9.7,1109035,1111632,1
0.8,1109035,1102373,2
1.5,1109035,1102586,2
7.5,1109035,1111434,1
0.2,1109035,1111707,1
6,1109035,1111395,1
3.4,1109035,1111415,1
3.2,1109035,1111154,1
9.2,1109035,1111394,1
2.1,1109035,1111238,1
9.6,1109035,1111540,1
0.3,1109035,1102329,2
0.4,1109035,1101169,3
3.5,1109035,1111715,1
1.8,1109035,1111124,1
7.7,1109035,1111533,1
7.5,1109035,111177,1
5.2,1109035,111113,1
9.4,1109035,1111442,1
8.3,1109035,111193,1
0.7,1109035,1111389,1
3.9,1109035,111159,1
6.9,1109035,111188,1
3.4,1109035,111153,1
2.2,1109035,1111721,1
3.3,1109035,1102449,2
1.2,1109035,1102340,2
5.7,1109035,1102766,2
3.4,1109035,1101566,3
0.5,1109035,1102458,2
5.6,1109035,1102464,2
2.2,1109035,1102536,2
0,1109035,1102538,2
3.2,1109035,1102719,2
1.7,1109035,1102208,2
7,1109035,1111344,1
2.5,1109035,111139,1
9.6,1109035,1111656,1
0.2,1109035,111197,1
2.3,1109035,1092112,4
1.8,1109035,1111629,1
5,1109035,1111307,1
6.3,1109035,1092739,4
6,1109035,1121786,1
2.4,1109035,1121111,1
5.8,1109035,1121319,1
8.9,1109035,1121232,1
8.5,1109035,1121106,1
7.9,1109035,1121361,1
1,1109035,1121505,1
5,1109035,1121267,1
7.6,1109035,1121592,1
0.3,1109035,1121409,1
2.8,1109035,1112705,2
2.8,1109035,1112214,2
5.3,1109035,1112114,2
5.2,1109035,1102730,4
5,1109035,1121542,1
3.9,1109035,1121594,1
6.1,1109035,1121159,1
3.9,1109035,1121673,1
5.8,1109035,1121243,1
8.1,1109035,1121674,1
7.5,1109035,1121581,1
6.3,1109035,1121524,1
3.6,1109035,1121184,1
8.6,1109035,1121698,1
8.8,1109035,1121644,1
5.6,1109035,1121568,1
7.4,1109035,1121233,1
1.5,1109035,1121432,1
8.6,1109035,112194,1
7,1109035,1121350,1
7.3,1109035,1121760,1
2.5,1109035,1112193,2
8.7,1109035,1121713,1
4,1109035,1121567,1
2.3,1109035,1121496,1
9.7,1109035,112111,1
1.8,1109035,1112250,2
3.6,1109035,1121324,1
5.9,1109035,1121755,1
9.8,1109035,1121455,1
7.3,1109035,1121562,1
9.8,1109035,1121405,1
4.3,1109035,1121564,1
5,1109035,112184,1
2.7,1109035,1121194,1
7.9,1109035,1121791,1
8.3,1109035,1121269,1
3,1109035,1102534,4
0.8,1109035,1121529,1
5,1109035,112172,1
7.3,1109035,1121633,1
2.5,1109035,1121491,1
5.9,1109035,1121140,1
5,1109035,112168,1
1.2,1109035,1121716,1
2.2,1109035,1121474,1
4.2,1109035,1102677,4
1.8,1109035,1112331,2
3.2,1109035,1112781,2
5.8,1109035,1121602,1
2,1109035,1111707,3
5.5,1109035,1121287,1
5.2,1109035,1121428,1
6.1,1109035,1121119,1
6.1,1109035,1102354,4
6,1109035,1112257,2
5,1109035,1121353,1
2.2,1109035,1112494,2
8.6,1109035,112176,1
2.9,1109035,1112125,2
5.6,1109035,1112180,2
8.3,1109035,1121584,1
5.1,1109035,1121422,1
1.2,1109035,1112620,2
9.4,1109035,1121429,1
7.3,1109035,1112456,2
7.4,1109035,1121323,1
7.9,1109035,1121570,1
3.8,1109035,1121224,1
9,1109035,1121773,1
5.2,1109035,1102719,4
9.7,1109035,1121787,1
5,1109035,1121298,1
0.5,1109035,1112175,2
0.8,1109035,1121305,1
7,1109035,112116,1
8.3,1109035,112182,1
8.4,1109035,112299,1
5.1,1109035,1122753,1
6.2,1109035,1122142,1
5,1109035,1122115,1
7.8,1109035,1122166,1
4,1109035,1122272,1
2.8,1109035,1121409,2
5.4,1109035,1112705,3
5,1109035,1121594,2
7.8,1109035,1122537,1
0.2,1109035,1122223,1
5.6,1109035,1122517,1
1.7,1109035,1122419,1
5.8,1109035,1112125,3
6.1,1109035,1122201,1
1.8,1109035,1122109,1
6.1,1109035,1122289,1
0.7,1109035,1122136,1
7.6,1109035,1122215,1
6.2,1109035,112257,1
5,1109035,1122117,1
5.5,1109035,1122617,1
7.2,1109035,1122614,1
1.7,1109035,112255,1
1.2,1109035,1122157,1
7.9,1109035,1122795,1
3.2,1109035,112281,1
0.5,1109035,1122667,1
7,1109035,1121567,2
0.8,1109035,1122386,1
3.4,1109035,1121496,2
1.2,1109035,1122642,1
2,1109035,1122590,1
7.1,1109035,1122758,1
1.8,1109035,1121348,2
8.4,1109035,1122616,1
3.3,1109035,1121324,2
8.3,1109035,1122411,1
7.2,1109035,1122501,1
7.2,1109035,1121564,2
5.1,1109035,1122693,1
5.5,1109035,1122571,1
6.5,1109035,1122382,1
7.6,1109035,112249,1
7,1109035,1122242,1
0.6,1109035,1122381,1
8.1,1109035,1122495,1
7.6,1109035,1122638,1
2.9,1109035,1121529,2
8,1109035,1111504,4
8.6,1109035,112274,1
3.7,1109035,1121491,2
6.8,1109035,1122717,1
3.1,1109035,1122283,1
3.1,1109035,1121716,2
4.4,1109035,1121474,2
7,1109035,1122263,1
3.6,1109035,1122367,1
2.2,1109035,1122435,1
4,1109035,1122308,1
0.5,1109035,1112284,3
7.3,1109035,112279,1
7.2,1109035,1122148,1
4.1,1109035,1122512,1
9.7,1109035,1122659,1
6.3,1109035,1112781,3
4.4,1109035,1112489,3
1.5,1109035,1122369,1
9.5,1109035,1122401,1
1.8,1109035,1122582,1
4.4,1109035,1112328,3
0.8,1109035,1122170,1
0.2,1109035,1122488,1
5.4,1109035,1112494,3
3,1109035,11223,1
1,1109035,1122770,1
0,1109035,1122385,1
3.3,1109035,1122544,1
2,1109035,1122688,1
7,1109035,1122237,1
6.3,1109035,1122473,1
0.6,1109035,1122438,1
3.5,1109035,1122555,1
6,1109035,1122407,1
5.9,1109035,1111721,4
7,1109035,1121224,2
4.2,1109035,1122764,1
3.8,1109035,1122486,1
0.7,1109035,1122162,1
2.4,1109035,1121630,2
5.2,1109035,1121305,2
2.5,1109035,1122313,1
7.4,1109035,110295,3
7,1109035,1111652,2
3.5,1109035,1112604,1
6.5,1109035,1112235,1
7.3,1109035,1112726,1
7.7,1109035,1112500,1
5,1109035,1102612,3
2.5,1109035,1112165,1
6.9,1109035,1112680,1
6,1109035,1112649,1
1.8,1109035,1112326,1
2.5,1109035,1112705,1
0.8,1109035,1112746,1
6.9,1109035,1112761,1
6.6,1109035,1112286,1
4.5,1109035,1112214,1
7.5,1109035,1112613,1
0.5,1109035,1112114,1
8.6,1109035,1111629,2
1,1109035,1112785,1
1.2,1109035,1112221,1
0.7,1109035,1112280,1
7,1109035,1112637,1
7.3,1109035,1112218,1
3.7,1109035,1112172,1
0.8,1109035,1112193,1
7.6,1109035,1112160,1
2.7,1109035,1112250,1
2.4,1109035,1112387,1
3,1109035,1112125,1
0.3,1109035,1112446,1
6,1109035,1111376,2
3.3,1109035,11116,2
5.1,1109035,1111466,2
6.7,1109035,1102366,3
1.3,1109035,1102315,3
5.3,1109035,1102538,3
1,1109035,1111426,2
7,1109035,1112423,1
3.2,1109035,1112445,1
8.6,1109035,1112611,1
7.4,1109035,1111579,2
8.3,1109035,1111615,2
6.1,1109035,1112585,1
1,1109035,1112444,1
8.1,1109035,1112516,1
1,1109035,111234,1
6.6,1109035,1112783,1
8.3,1109035,1112248,1
0.3,1109035,1112636,1
3.9,1109035,1112175,1
5.7,1109035,1112660,1
5.8,1109035,1111724,2
1.9,1109035,1111504,2
2.8,1109035,1102677,3
7.7,1109035,1102509,3
3.2,1109035,111192,2
6.2,1109035,1111122,2
5,1109035,1102402,3
0.4,1109035,1112284,1
5.8,1109035,1112206,1
2.6,1109035,1112331,1
6.3,1109035,1102373,3
3,1109035,1102354,3
1.8,1109035,1112489,1
5.9,1109035,111243,1
7.9,1109035,111225,1
5.6,1109035,1112468,1
3.8,1109035,1112780,1
0.2,1109035,1112171,1
0.5,1109035,1111707,2
5.2,1109035,1111415,2
3.8,1109035,1112781,1
0.7,1109035,1112257,1
7,1109035,1111154,2
7.4,1109035,1111238,2
5,1109035,1112690,1
5.8,1109035,1112337,1
2,1109035,1112493,1
7,1109035,1112388,1
2.8,1109035,1112494,1
5.1,1109035,1112543,1
1.2,1109035,1112328,1
6.6,1109035,1112363,1
8.8,1109035,1112239,1
4.4,1109035,1112196,1
8.8,1109035,1092441,5
3.4,1109035,1112180,1
7.3,1109035,1112256,1
3.3,1109035,1112759,1
7.3,1109035,1101169,4
7,1109035,1111715,2
2.5,1109035,1111124,2
7.1,1109035,111159,2
5,1109035,1102270,3
4.4,1109035,111153,2
2.9,1109035,1111721,2
1.8,1109035,1112620,1
7.8,1109035,1112378,1
2.6,1109035,1112735,1
3.4,1109035,1112456,1
2.5,1109035,1102449,3
6.6,1109035,1102458,3
6,1109035,1102536,3
7.6,1109035,1102177,3
7,1109035,1102208,3
2.5,1109035,111139,2
0.5,1109035,111197,2
2.8,1109035,111252,1
7.6,1109035,111266,1
8.1,1109035,1112549,1
0.9,1109035,1112743,1
0.7,1109035,111223,1
8,1109035,1112448,1
2.7,1109035,1111546,2
5.8,1109035,1112784,1
8.5,1411287,1091133,7
8.4,1411287,1101697,5
9.7,1411287,1091490,7
7.2,1411287,1082587,8
8.8,1411287,1092107,6
7.6,1411287,109164,7
6.1,1411287,1111532,3
8,1411287,10928,6
7.4,1411287,109173,7
9.6,1411287,1101318,5
8.5,1411287,1091733,7
7.4,1411287,1111146,3
8.7,1411287,1091565,7
6.4,1411287,1112261,2
9.1,1411287,1112365,2
10,1411287,1081700,9
8.2,1411287,1081763,9
8.1,1411287,1082658,8
5,1411287,1071551,11
6,1411287,1091116,7
7.4,1411287,1092483,6
8.8,1411287,1091744,7
8.3,1411287,1112261,3
9.8,1411287,1112365,3
6.6,1411287,109164,8
7.5,1411287,1091133,8
9.2,1411287,1081763,10
6.6,1411287,10928,7
9.8,1411287,1091490,8
8.7,1411287,1111146,4
9.9,1411287,1091744,8
8.8,1411287,1091565,8
7.5,1411177,1091133,5
7.7,1411177,1091631,5
7.4,1411177,1082303,6
6.6,1411177,1091490,5
7.1,1411177,1082751,6
5.5,1411177,1082593,6
7.8,1411177,1091230,5
7.3,1411177,1101143,3
7.9,1411177,1091577,5
9,1411177,108262,6
9.6,1411177,1092107,4
7.4,1411177,109164,5
7,1411177,1091557,5
7.1,1411177,1091756,5
7,1411177,1091671,5
7.4,1411177,1082796,6
7.9,1411177,109173,5
7.5,1411177,108254,6
6.6,1411177,1111105,1
0,1411177,1081452,7
9.3,1411177,1092275,4
7.5,1411177,1091733,5
8,1411177,1091720,5
7.8,1411177,1082747,6
7,1411177,1091565,5
7.4,1411177,1082767,6
8.4,1411177,108138,7
7.2,1411177,1111234,1
6.1,1411177,1082738,6
8.4,1411177,1092427,4
6,1411177,1091439,5
6.4,1411177,111169,1
7,1411177,1082346,6
7,1411177,1091665,5
8,1411177,1082156,6
5.7,1411177,1092685,4
7.7,1411177,1082658,6
7.7,1411177,1091116,5
6,1411177,1101220,3
6.1,1411177,1091300,5
8.1,1411177,1091744,5
2.7,1411177,1101503,5
0.5,1411177,1101697,5
8.3,1411177,1101335,5
0.5,1411177,1101301,5
5,1411177,1101219,5
9.3,1411177,1101782,5
5.4,1411177,1111146,3
7.7,1411177,1112459,2
7,1411177,10928,6
8.1,1411177,1121266,1
3.5,1411177,1112200,2
8.2,1411177,1101281,5
7.4,1411177,1121515,1
8.2,1411177,1121245,1
6.6,1411177,1101722,5
7,1411177,1121511,1
7,1411177,1101651,5
7.3,1411177,1101447,5
6.2,1411177,112189,1
8.1,1411177,1101379,5
8.9,1411177,110133,5
5.5,1411177,1111653,3
8.2,1411177,1101370,5
7.6,1411177,1112261,2
6.4,1411177,111129,3
7.4,1411177,1101108,5
3.6,1411177,1121527,1
7.3,1411177,1111304,3
7.8,1411177,1102416,4
7.4,1411177,1092513,6
7.8,1411177,1101687,5
9,1411177,1102635,4
8.9,1411177,1101682,5
9.4,1411177,1102606,5
7.7,1411177,1111145,4
6,1411177,1112200,3
8.6,1411177,1111540,4
7.1,1411177,1072244,11
5.5,1411177,1122349,1
8.8,1411177,1111519,4
6.8,1411177,1101503,6
5,1411177,1122273,1
8.5,1411177,1102454,5
7.7,1411177,1102120,5
9.5,1411177,1111745,4
9.4,1411177,1101247,6
9.1,1411177,1102334,5
5.8,1411177,1121527,2
8.4,1411177,1111632,4
7,1411177,110142,6
8.3,1411177,1101278,6
7.2,1411177,1111210,2
8.3,1411177,1112643,1
7.7,1411177,1101151,4
8.7,1411177,1092355,5
8.9,1411177,1101408,4
8.3,1411177,1101689,4
9,1411177,1101750,4
9.8,1411177,1092352,5
8,1411177,1111532,2
9.8,1411177,1092288,5
8.3,1411177,1091461,6
7,1411177,1101295,4
8.6,1411177,1091476,6
8.6,1411177,1091364,6
5.6,1411177,1101179,4
7.1,1411177,1082497,7
7.7,1411177,1101607,4
8.2,1411177,108267,7
8.7,1411177,1091668,6
7.3,1411177,11012,4
7.7,1411177,1101297,4
9.5,1411177,1092212,5
8.6,1411177,1092380,5
9.2,1411177,109245,5
8.5,1411177,1101669,4
8.8,1411177,109187,6
7.6,1411177,1071664,10
7.9,1411217,1082767,9
7.1,1411217,1081763,10
7,1411217,1081510,10
8.6,1411217,107296,11
7.3,1411217,1082100,9
5,1411176,1102139,2
5,1411176,1101372,3
7,1411176,1101478,3
7.5,1411176,1101377,3
4,1411176,1102723,2
3.6,1411176,1102518,2
7.7,1411176,1101503,3
4.3,1411176,1102227,2
7,1411176,1101207,3
7.9,1411176,1101697,3
7.8,1411176,1101312,3
3.9,1411176,1101692,3
7.5,1411176,1101301,3
7.1,1411176,1111396,1
2.1,1411176,1101219,3
8.2,1411176,1101167,3
3.5,1411176,1092317,4
7.9,1411176,1101408,3
5.2,1411176,1101689,3
7.1,1411176,1101104,3
9.1,1411176,1101771,3
4.2,1411176,1102677,2
7.3,1411176,110137,3
4,1411176,1102270,2
3.5,1411176,1092294,4
3.6,1411176,1092110,4
8.2,1411176,1092465,4
7,1411176,1101793,3
7.1,1411176,1101499,3
7,1411176,1101281,3
3.7,1411176,1111134,1
7.5,1411176,1101295,3
4.5,1411176,1101450,3
1,1411176,1102246,2
3.1,1411176,1102766,2
8.4,1411176,1101651,3
5.9,1411176,1101447,3
7.6,1411176,1101383,3
3,1411176,1102315,2
8.9,1411176,1101514,3
5.1,1411176,1102621,2
7.6,1411176,1101179,3
7.6,1411176,1101379,3
7.8,1411176,1101128,3
8.5,1411176,1101607,3
7.2,1411176,1101318,3
3.7,1411176,1102612,2
5,1411176,110133,3
7.6,1411176,1101278,3
5.7,1411176,11012,3
7.5,1411176,1101774,3
7,1411176,1101370,3
4.3,1411176,1092714,4
7,1411176,1111443,1
5.3,1411176,1101108,3
3.6,1411176,1092112,4
3.6,1411176,1092362,4
8.8,1411176,1101669,3
2.6,1411176,1102392,2
3.9,1411176,1102639,2
7,1411176,1092398,4
5,1411176,1092483,4
7,1411176,1101335,3
8.2,1411176,1101687,3
8.7,1411176,110142,3
7.6,1411176,1101682,3
5.1,1411176,1101254,3
5.2,1411176,1111307,3
5.1,1411176,1111724,3
7.6,1411176,111160,3
6.3,1411176,1111777,3
5,1411176,1111504,3
7.4,1411176,111198,3
4.1,1411176,111197,3
6.6,1411176,1111715,3
8,1411176,1111189,3
7,1411176,1111412,3
7.1,1411176,1102554,4
7,1411176,1112757,2
6.9,1411176,1111632,3
5.9,1411176,1102572,4
3.9,1411176,1102583,4
8.4,1411176,111177,3
5.4,1411176,1121185,1
2.4,1411176,1111225,3
6,1411176,111153,3
7,1411176,1111122,3
7.2,1411176,1102453,4
7.7,1411176,1111472,3
5.1,1411176,1111265,3
4.2,1411176,1121348,1
5.5,1411176,1102605,4
7.7,1411176,1102262,4
8.3,1411176,1102779,4
7.4,1411176,1102341,4
4.1,1411176,1112200,2
5.5,1411176,1111776,3
2.1,1411176,1101545,5
7.5,1411176,1111395,3
5.8,1411176,1102730,4
7.2,1411176,1111736,3
5.8,1411176,1111344,3
8.5,1411176,1111519,3
7.4,1411176,1111656,3
8.2,1411176,1111394,3
7.4,1411176,1101297,5
4.5,1411176,1121599,1
5.1,1411176,1121422,1
8.1,1411176,1111540,3
7.8,1411176,1111533,3
8.8,1411176,1111745,3
5.1,1411176,1111579,3
5.1,1411176,1111440,3
8.2,1411176,1111654,3
5.6,1411176,1102639,4
4.2,1411176,1092559,6
5.3,1411176,110265,4
7.2,1411176,112171,1
5.1,1411176,1111684,3
7,1411176,1102727,4
3.7,1411176,1102113,4
3.3,1411176,110230,5
4.5,1411176,1112585,3
5,1411176,1102147,5
3.9,1411176,1102657,5
2.8,1411176,1102227,5
4.1,1411176,1102518,5
7,1411176,1112180,3
7.4,1411176,1112337,3
5.3,1411176,1112256,3
8.2,1411176,1111197,4
8,1411176,1101782,6
7,1411176,1111145,4
5.7,1411176,1102583,5
6.7,1411176,1112235,3
7.9,1411176,111113,4
5.5,1411176,1112726,3
8.1,1411176,1112500,3
5.2,1411176,111159,4
3.5,1411176,111188,4
4.6,1411176,111192,4
5.9,1411176,1121267,2
6.1,1411176,1111721,4
7.5,1411176,1112206,3
5.5,1411176,1112680,3
6.9,1411176,1112200,3
5,1411176,1112649,3
3.9,1411176,1112781,3
3.6,1411176,110226,5
6.9,1411176,111225,3
5,1411176,1112388,3
4.4,1411176,1112328,3
6.4,1411176,1112257,3
4,1411176,1102711,5
4.4,1411176,1112250,3
4,1411176,1112286,3
4.5,1411176,1112746,3
4.3,1411176,1112761,3
8.9,1411176,1102678,5
4.1,1411176,1112637,3
5.6,1411176,1112613,3
4,1411176,1112489,3
5,1411176,111197,4
5.4,1411176,1112611,3
5.7,1411176,1121755,2
6.3,1411176,1122199,1
5.3,1411176,1112448,3
4.3,1411176,1121188,2
5.1,1411176,1112784,3
7.2,1411176,1092559,7
5.6,1411176,1112196,3
5.3,1411176,112221,1
4.6,1411176,1112494,3
7.5,1411176,1112783,3
7.4,1411176,1112248,3
3.9,1411176,1112125,3
7.8,1411176,1112239,3
5.5,1411176,1112660,3
7,1411176,1102475,3
3.1,1411176,110230,3
6.1,1411176,1102640,3
7,1411176,1102534,3
5,1411176,1102596,3
5,1411176,1102741,3
6.4,1411176,1102718,3
5,1411176,1101692,4
5,1411176,1101169,4
5,1411176,1101219,4
7.1,1411176,1102775,3
7.9,1411176,1111588,2
5,1411176,1111442,2
5,1411176,111193,2
5,1411176,1102677,3
5.5,1411176,1102270,3
5,1411176,1111376,2
4.3,1411176,1102706,3
7,1411176,1102120,3
7.8,1411176,11027,3
6.6,1411176,1111134,2
7,1411176,1101450,4
8.2,1411176,110251,3
8.5,1411176,1102366,3
4.1,1411176,1102315,3
5.2,1411176,1102291,3
4.3,1411176,1102464,3
7.5,1411176,1102393,3
5.3,1411176,1102538,3
7.2,1411176,1102454,3
5.9,1411176,1102695,3
5,1411176,1111629,2
5.7,1411176,1102498,3
5,1411176,1102606,3
6.5,1411176,1111615,2
7.7,1411176,1102334,3
7.9,1411176,1112296,1
6.4,1411176,1111384,2
4.2,1411176,1101437,4
6.7,1411176,1102541,3
5.4,1411176,111180,2
5.6,1411176,1112549,1
7,1411176,1102342,3
6.5,1411176,1101535,4
7,1411176,1102416,3
4.1,1411176,110265,3
7.3,1411176,1102410,3
7.9,1411176,1102635,3
7.7,1411176,1102561,3
5,1411176,1102351,3
9.7,1305219,1091368,5
9.8,1305219,1081164,7
9.8,1305219,111180,1
9.8,1305219,1111210,1
10,1305219,1081186,7
9.8,1305219,110148,3
10,1305219,1111712,1
9.8,1305219,1082156,6
9.8,1305219,1101692,3
9.8,1305219,1082751,6
9.8,1305219,1111359,1
8.3,1305219,1102402,2
9.8,1305219,110230,2
9.8,1305219,1102522,2
9.8,1305219,110147,3
9.8,1305219,1102583,2
9.8,1305219,1101499,3
10,1305219,1111588,1
9.8,1305219,1081709,7
9.8,1305219,108186,7
9.8,1305219,1091203,5
9.8,1305219,1091131,5
9.8,1305219,1081609,7
9.8,1305219,1102572,2
9.8,1305219,1111532,1
9.8,1305219,1082216,6
9.8,1305219,1101207,3
9.8,1305219,1102734,2
9.8,1305219,108254,6
9.8,1305219,1102706,2
9.8,1305219,1081578,7
9.8,1305219,1081467,7
9.8,1305219,1081406,7
9.8,1305219,1092249,4
9.8,1305219,1102775,2
9.8,1305219,1102354,2
9.8,1305219,1081311,7
9.8,1305219,1082303,6
10,1305219,1101651,3
9.8,1305219,1102711,2
9.8,1305219,1101383,3
9.8,1305219,1102118,2
9.8,1305219,1102458,2
9.8,1305219,1092103,4
9.8,1305219,1101128,3
9.8,1305219,1082497,6
2.3,1305219,1092317,4
9.8,1305219,110133,3
9.8,1305219,1101278,3
9.8,1305219,109245,4
9.8,1305219,108138,7
9.8,1305219,1092213,4
9.8,1305219,1062236,10
9.8,1305219,1081400,7
9.8,1305219,1081332,7
9.8,1305219,1111304,1
9.8,1305219,1081190,7
9.8,1305219,1081178,7
9.8,1305219,1081141,7
9.8,1305219,1102639,2
9.8,1305219,1102342,2
9.8,1305219,1101372,3
9.8,1305219,1102253,2
8.8,1305219,1111384,3
8.7,1305219,1111615,3
8.3,1305219,1102640,4
9,1305219,1102534,4
8.3,1305219,1102657,4
8.5,1305219,1102718,4
9.5,1305219,1102518,4
8.7,1305219,1101335,5
8,1305219,1111154,3
8.8,1305219,1121264,1
10,1305219,1111442,3
8.3,1305219,1101408,5
8.3,1305219,1101689,5
8.7,1305219,1102677,4
7,1305219,1102120,4
9.5,1305219,11027,4
9.5,1305219,1112299,2
7,1305219,1112222,2
7,1305219,1112171,2
9,1305219,1102291,4
9.5,1305219,1102393,4
9.5,1305219,1102538,4
9.2,1305219,1102678,4
7.8,1305219,1102208,4
9.5,1305219,1102695,4
9,1305219,1111629,3
7,1305219,1102498,4
8.3,1305219,1101793,5
9.2,1305219,1072229,10
9,1305219,112132,1
8.3,1305219,1081763,9
7,1305219,1091576,7
9,1305219,1102392,4
9.5,1305219,1121161,1
8.8,1305219,1102621,4
8.8,1305219,1102351,4
10,1305219,1111307,4
7,1305219,1091133,8
7,1305219,1102596,5
10,1305219,1111504,4
10,1305219,1111376,4
9,1305219,1111776,4
10,1305219,1111434,4
9.3,1305219,1101219,6
10,1305219,1112650,3
9.7,1305219,1101771,6
9.8,1305219,1091414,8
10,1305219,1112284,3
9,1305219,1122661,1
10,1305219,1111579,4
10,1305219,1111265,4
7,1305219,1101295,6
8.5,1305219,1112493,3
9.3,1305219,1102341,5
10,1305219,1091733,8
10,1305219,1091476,8
10,1305219,1091150,8
8,1305219,1102454,5
8.5,1305219,1102606,5
10,1305219,1121594,2
8.5,1305219,1101607,6
10,1305219,1111777,4
10,1305219,1102334,5
9,1305219,1101370,6
7,1305219,1101379,6
9,1305219,1122413,1
7,1305219,1112218,3
9.5,1305219,1101669,6
10,1305219,1121630,2
9,1305219,109187,8
8.5,1305219,1121655,2
10,1305219,1112549,3
7,1305219,1102416,5
9,1305219,1102635,5
10,1305219,1102139,3
10,1305219,1102187,3
9,1305219,1082587,7
10,1305219,1091490,6
3.2,1305219,1102766,3
8.8,1305219,1091300,6
8.2,1305219,1112261,1
9.8,1305219,1091230,6
1.3,1305219,1102481,3
8.8,1305219,1081645,8
7.5,1305219,1111595,2
10,1305219,1092107,5
8.3,1305219,1101420,4
10,1305219,1082100,7
8.7,1305219,111188,2
8.5,1305219,1091557,6
10,1305219,1091756,6
9.7,1305219,1101478,4
9.7,1305219,10928,5
10,1305219,1091565,6
9.7,1305219,1112425,1
7.3,1305219,1102575,3
2.5,1305219,1102449,3
2,1305219,1102246,3
10,1305219,1102779,3
9,1305219,1092275,5
8.8,1305219,1101447,4
8.8,1305219,1091671,6
8.5,1305219,1092277,5
9.7,1305219,1112589,1
10,1305219,109170,6
10,1305219,1091648,6
9.7,1305219,1112365,1
8,1305219,1072356,9
8,1305219,1111344,2
9.3,1305219,1111440,2
9.2,1305219,108267,7
9.7,1305219,1072404,9
9.3,1305219,1111653,2
8.5,1305219,1091461,6
8.7,1305219,1111234,2
10,1305219,1091720,6
9.3,1305219,1112418,1
8.3,1305219,1092276,5
7,1305219,1101774,4
9.5,1305219,1082738,7
7.2,1305219,1092427,5
1.3,1305219,1091576,6
10,1305219,1091665,6
9.2,1305219,1082658,7
8.5,1305219,109131,6
2.3,1305219,1111197,2
9.5,1305219,1101254,4
7.8,1411196,1041228,15
7.7,1411196,1052181,12
6.5,1411196,1111293,1
7.8,1411196,1092322,4
8.2,1411196,1081609,7
8.4,1411196,1081467,7
7.3,1411196,106244,10
8.3,1411196,1071309,9
7.3,1411196,106219,10
8.7,1411196,1062790,10
7.1,1411196,10524,12
8.5,1411196,1072641,8
9,1411196,1072274,8
8.4,1411196,1062290,10
6.5,1411196,1062236,10
8.7,1411196,1081332,7
8,1411196,1092251,4
7.2,1411196,1081763,7
8.7,1411196,1081186,7
9,1411196,1081141,7
8.3,1411196,1101788,3
9,1411196,1071135,9
7.9,1411196,1091569,7
8.5,1411196,107296,10
8.7,1411196,1072460,10
7.1,1411196,1091530,7
7.9,1411196,1081709,9
8.4,1411196,108186,9
7,1411196,1081672,9
8.1,1411196,1112622,2
8.1,1411196,1091557,7
8,1411196,1081510,9
8.6,1411196,1082789,8
8.1,1411196,1081539,9
8.4,1411196,1091414,7
7.4,1411196,1111105,3
7.4,1411196,111224,2
7,1411196,112141,1
7.2,1411196,1101591,5
8.8,1411196,1071421,11
8.1,1411196,1072550,10
7.9,1411196,1082767,8
7.9,1411196,1081282,9
7,1411196,1042694,16
7.2,1411196,1062704,12
7.6,1411196,1062526,12
7.5,1411196,106261,12
7.7,1411196,1062626,12
8.8,1411196,108138,10
8,1411196,1092380,7
8.3,1411196,1101750,6
7.4,1411196,1091133,8
7.7,1411196,1082100,9
7.8,1411196,1101503,6
9.3,1411196,1082192,9
8.3,1411196,1082216,9
8.5,1411196,1082156,9
6.5,1411196,1101220,6
8.6,1411196,1101669,6
8.5,1411196,1072624,11
7.9,1411196,1101143,6
8.5,1411196,110185,6
6.2,1411196,1111234,4
8,1411196,1072211,11
5.7,1411196,1052523,13
8.5,1411196,1082310,7
6.4,1411196,11015,4
8.2,1411196,1071580,10
8.7,1411196,1102772,3
7.7,1411196,1061601,12
8.3,1411196,1081765,8
9.3,1411196,1081241,8
8.2,1411196,1081521,8
7.2,1411196,1091553,6
7.5,1411196,1081149,8
9.5,1411196,1081578,8
9,1411196,1081406,8
8.5,1411196,1081311,8
7,1411196,1062531,11
8.1,1411196,1071268,10
6.4,1411196,1072356,9
7.6,1411196,107246,9
9.2,1411196,1081683,8
8,1411196,1081400,8
8.7,1411196,1111101,2
9.3,1411196,1051259,14
7.9,1411196,1081190,8
8.1,1411196,1081178,8
7.5,1411196,1081645,8
8.5,1411196,1071551,10
9.2,1411196,1081700,8
7.3,1411196,1112603,1
8.1,1411196,1061358,12
8.2,1411196,1071209,10
9.5,1411288,1092107,7
9.1,1411288,1092380,7
10,1411288,1101669,6
10,1411288,1091476,8
9,1411288,1102393,5
10,1411288,1082156,9
10,1411288,1122360,1
9.5,1411288,1091648,8
8.5,1411288,1091300,8
9,1411288,1112418,3
9,1411288,1102554,5
9.3,1411288,1112485,3
10,1411288,1101682,6
8,1303021,1092355,4
7.5,1303021,1091623,5
7,1303021,1091131,5
8.4,1303021,1092352,4
7,1303021,1082216,6
5,1303021,1092597,4
5,1303021,1101372,3
7.5,1303021,1092465,4
8,1303021,1081467,7
8,1303021,1111285,1
8.3,1303021,1101651,3
8,1303021,1072641,8
