nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento,grupo
10,8.5,9,-1,9.2,20121,1108090,Fundamentos de Física Moderna,111110921,A,dme,1
7.5,8.5,9,-1,8.3,20121,1108090,Fundamentos de Física Moderna,111110925,A,dme,1
6,6.2,9,-1,7.1,20121,1108090,Fundamentos de Física Moderna,111110907,A,dme,1
10,7.5,9,-1,8.8,20121,1108090,Fundamentos de Física Moderna,111110126,A,dme,1
8.8,7,8,-1,7.9,20121,1108090,Fundamentos de Física Moderna,111110128,A,dme,1
10,9.5,8,-1,9.2,20121,1108090,Fundamentos de Física Moderna,111110100,A,dme,1
9.3,8,8.5,-1,8.6,20121,1108090,Fundamentos de Física Moderna,111110103,A,dme,1
8.5,8,9,-1,8.5,20121,1108090,Fundamentos de Física Moderna,111110060,A,dme,1
9.5,8.3,9,-1,8.9,20121,1108090,Fundamentos de Física Moderna,110150169,A,dme,1
5,5,9,5,5.8,20121,1108090,Fundamentos de Física Moderna,109210009,A,dme,0
6,7.5,9,-1,7.5,20121,1108090,Fundamentos de Física Moderna,110110129,A,dme,1
9,9.3,9,-1,9.1,20121,1108090,Fundamentos de Física Moderna,111110083,A,dme,1
10,8,9,-1,9,20121,1108090,Fundamentos de Física Moderna,111110912,A,dme,1
8.5,8.8,9,-1,8.8,20121,1108090,Fundamentos de Física Moderna,110210068,A,dme,1
6,6,9,-1,7,20121,1108090,Fundamentos de Física Moderna,110110080,A,dme,1
5.5,7,9,-1,7.2,20121,1108090,Fundamentos de Física Moderna,111150292,A,dme,1
7.5,9.3,8,-1,8.3,20121,1108090,Fundamentos de Física Moderna,110210060,A,dme,1
6.8,9,9,-1,8.3,20121,1108090,Fundamentos de Física Moderna,110210061,A,dme,1
6.3,7.5,9,-1,7.6,20121,1108090,Fundamentos de Física Moderna,110110974,A,dme,1
7.5,7.5,9,-1,8,20121,1108090,Fundamentos de Física Moderna,111210399,A,dme,1
9,6.2,9,-1,8.1,20121,1108090,Fundamentos de Física Moderna,111110939,A,dme,1
5,0,8,6,5,20121,1108090,Fundamentos de Física Moderna,110110851,A,dme,0
10,10,10,-1,10,20121,1108090,Fundamentos de Física Moderna,112110875,A,dme,1
5,7,9,-1,7,20121,1108090,Fundamentos de Física Moderna,112110950,A,dme,1
0,0,4,-1,1.3,20121,1108090,Fundamentos de Física Moderna,112110953,R,dme,0
6,5,8,3,5,20121,1108090,Fundamentos de Física Moderna,110110070,A,dme,1
10,9.3,8,-1,9.1,20121,1108090,Fundamentos de Física Moderna,111110133,A,dme,1
6.5,9,9,-1,8.2,20121,1108090,Fundamentos de Física Moderna,110210092,A,dme,1
10,9.5,7,-1,8.8,20121,1108090,Fundamentos de Física Moderna,111110071,A,dme,1
5,5,8,5,5.6,20121,1108090,Fundamentos de Física Moderna,112110082,A,dme,1
10,8.8,4,-1,7.6,20121,1108090,Fundamentos de Física Moderna,111110076,A,dme,0
10,9.5,9,-1,9.5,20121,1108090,Fundamentos de Física Moderna,111110092,A,dme,1
5.5,5,9,7.5,6.9,20121,1108090,Fundamentos de Física Moderna,112110046,A,dme,0
9.3,9.3,9,-1,9.2,20121,1108090,Fundamentos de Física Moderna,109210493,A,dme,1
5,5,8,6,6,20121,1108090,Fundamentos de Física Moderna,112110105,A,dme,1
5,8.8,8.5,-1,7.4,20121,1108090,Fundamentos de Física Moderna,111210073,A,dme,1
8,8,9,-1,8.3,20121,1108090,Fundamentos de Física Moderna,111110130,A,dme,1
7.5,5,9,-1,7.2,20121,1108090,Fundamentos de Física Moderna,110110095,A,dme,7
7,8.3,8,-1,7.8,20121,1108090,Fundamentos de Física Moderna,110210072,A,dme,1
9,10,10,-1,9.7,20122,1108090,Fundamentos de Física Moderna,109110095,A,dme,1
9,10,9,-1,9.3,20122,1108090,Fundamentos de Física Moderna,110210388,A,dme,1
8,9,9,-1,8.7,20122,1108090,Fundamentos de Física Moderna,111110938,A,dme,1
8,9,9,-1,8.7,20122,1108090,Fundamentos de Física Moderna,111210061,A,dme,1
9,10,9,-1,9.3,20122,1108090,Fundamentos de Física Moderna,110210114,A,dme,1
9,9,9,-1,9,20122,1108090,Fundamentos de Física Moderna,111110090,A,dme,1
9,10,9,-1,9.3,20122,1108090,Fundamentos de Física Moderna,110210560,A,dme,1
9,9,9,-1,9,20122,1108090,Fundamentos de Física Moderna,109210050,A,dme,1
9,10,10,-1,9.7,20122,1108090,Fundamentos de Física Moderna,112110953,A,dme,1
8,9,9,-1,8.7,20122,1108090,Fundamentos de Física Moderna,111210117,A,dme,1
10,10,9.5,-1,9.8,20122,1108090,Fundamentos de Física Moderna,112110103,A,dme,1
10,10,9.5,-1,9.8,20122,1108090,Fundamentos de Física Moderna,111110895,A,dme,1
9,9,9,-1,9,20122,1108090,Fundamentos de Física Moderna,111110911,A,dme,1
9,9,9,-1,9,20122,1108090,Fundamentos de Física Moderna,111110898,A,dme,1
9,10,10,-1,9.7,20122,1108090,Fundamentos de Física Moderna,111210120,A,dme,1
7.5,8.5,9.5,-1,8.5,20112,1108090,Fundamentos de Física Moderna,110210110,A,dme,1
6.3,9.5,9.2,-1,8.3,20112,1108090,Fundamentos de Física Moderna,110210397,A,dme,1
6.3,9,9,-1,8.1,20112,1108090,Fundamentos de Física Moderna,109110111,A,dme,1
7.5,6.9,9,-1,7.8,20112,1108090,Fundamentos de Física Moderna,110210094,A,dme,1
6.5,5,9.4,-1,7,20112,1108090,Fundamentos de Física Moderna,111210953,A,dme,0
10,8,6.5,-1,8.2,20112,1108090,Fundamentos de Física Moderna,109110057,A,dme,1
6.3,6.7,8.4,-1,7.1,20112,1108090,Fundamentos de Física Moderna,111110139,A,dme,1
6.2,9.5,9,-1,8.2,20112,1108090,Fundamentos de Física Moderna,109210422,A,dme,1
6.2,9,8.5,-1,7.9,20112,1108090,Fundamentos de Física Moderna,110210102,A,dme,1
7.5,9.6,10,-1,9,20112,1108090,Fundamentos de Física Moderna,110110853,A,dme,1
5,8.5,8.7,-1,7.4,20112,1108090,Fundamentos de Física Moderna,110110973,A,dme,1
6.3,8.2,9.5,-1,8,20112,1108090,Fundamentos de Física Moderna,110210128,A,dme,1
8.1,9.1,8.8,-1,8.7,20112,1108090,Fundamentos de Física Moderna,110210082,A,dme,1
6.3,9.7,8.8,-1,8.3,20112,1108090,Fundamentos de Física Moderna,110210083,A,dme,0
6.5,9.7,8.5,-1,8.2,20112,1108090,Fundamentos de Física Moderna,110210088,A,dme,1
6.2,8.5,8,-1,7.6,20112,1108090,Fundamentos de Física Moderna,110110057,A,dme,1
7.5,10,7.5,-1,8.3,20112,1108090,Fundamentos de Física Moderna,110110052,A,dme,1
6,8,9,-1,7.7,20112,1108090,Fundamentos de Física Moderna,110110053,A,dme,1
7.5,9.1,9,-1,8.5,20112,1108090,Fundamentos de Física Moderna,110210052,A,dme,1
7.5,8.3,9.2,-1,8.3,20112,1108090,Fundamentos de Física Moderna,110210079,A,dme,1
10,5.5,8.5,-1,8,20112,1108090,Fundamentos de Física Moderna,110210075,A,dme,0
6.3,6.2,9.2,-1,7.2,20112,1108090,Fundamentos de Física Moderna,110110091,A,dme,1
6.3,9.7,8.6,-1,8.2,20112,1108090,Fundamentos de Física Moderna,110210526,A,dme,0
9.5,9.5,9.5,-1,9.5,20121,1304025,BASQUETEBOL - FEM,110110045,A,esportes,1
9.5,9.5,9.5,-1,9.5,20121,1304025,BASQUETEBOL - FEM,110210045,A,esportes,1
9,9,9,-1,9,20121,1304025,BASQUETEBOL - FEM,111110122,A,esportes,1
9,9,9,-1,9,20122,1304025,BASQUETEBOL - FEM,111110091,A,esportes,1
8.5,8.5,8.5,-1,8.5,20122,1304025,BASQUETEBOL - FEM,111210057,A,esportes,1
5.5,0,0.5,-1,2,20111,1109053,Cálculo Diferencial e Integral II,109110095,R,dme,0
3.5,7,3,6,5.1,20111,1109053,Cálculo Diferencial e Integral II,110210110,A,dme,0
0,6,2.5,-1,2.8,20111,1109053,Cálculo Diferencial e Integral II,110210114,R,dme,0
1.5,2.5,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,110210394,R,dme,1
3.5,7,2,7,5.3,20111,1109053,Cálculo Diferencial e Integral II,110210397,A,dme,0
3,4.5,0.5,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,110210390,R,dme,0
0,5.5,1.5,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110210560,R,dme,0
3,9.5,2,5.5,5.1,20111,1109053,Cálculo Diferencial e Integral II,109110111,A,dme,0
4,3.5,0,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,110110062,R,dme,3
7,8.5,5.5,-1,7,20111,1109053,Cálculo Diferencial e Integral II,110210102,A,dme,4
4.5,3.5,4,7,5.2,20111,1109053,Cálculo Diferencial e Integral II,110110067,A,dme,1
0,6,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,111150292,R,dme,0
2.5,0,0,-1,0.8,20111,1109053,Cálculo Diferencial e Integral II,111110938,R,dme,1
6,6.5,3.5,5.5,5.4,20111,1109053,Cálculo Diferencial e Integral II,110210094,A,dme,1
2,0,1,-1,1,20111,1109053,Cálculo Diferencial e Integral II,110110104,R,dme,1
0.5,6,2.5,-1,3,20111,1109053,Cálculo Diferencial e Integral II,110210092,R,dme,0
0,3.5,0.5,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,110210091,R,dme,0
6,8.5,3.5,6.5,6.2,20111,1109053,Cálculo Diferencial e Integral II,111110089,A,dme,0
3.5,1.5,0,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,110110851,R,dme,1
0.5,5.5,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,109210009,R,dme,0
3.5,2,0,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,110110129,R,dme,1
1,8.5,2.5,4.5,4.2,20111,1109053,Cálculo Diferencial e Integral II,110150167,R,dme,0
0,1,0,-1,0.3,20111,1109053,Cálculo Diferencial e Integral II,110210383,R,dme,1
3,6.5,0.5,-1,3.3,20111,1109053,Cálculo Diferencial e Integral II,109210046,R,dme,0
2.5,6.5,3,5,4.4,20111,1109053,Cálculo Diferencial e Integral II,110210068,R,dme,0
5.5,9,7,-1,7.2,20111,1109053,Cálculo Diferencial e Integral II,111110939,A,dme,1
3,4.5,2,-1,3.2,20111,1109053,Cálculo Diferencial e Integral II,110210060,R,dme,1
1.5,7,3.5,3,3.6,20111,1109053,Cálculo Diferencial e Integral II,110210061,R,dme,0
1,7,2.5,-1,3.5,20111,1109053,Cálculo Diferencial e Integral II,110110974,R,dme,0
1.5,0,0,-1,0.5,20111,1109053,Cálculo Diferencial e Integral II,110210105,R,dme,1
3.5,9,4,5,5.3,20111,1109053,Cálculo Diferencial e Integral II,110110853,A,dme,0
2.5,8,5,7,5.9,20111,1109053,Cálculo Diferencial e Integral II,110110973,A,dme,0
2,4,0.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,110110130,R,dme,6
0,0,0,-1,0,20111,1109053,Cálculo Diferencial e Integral II,110210109,R,dme,1
2,3,0.5,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,110210380,R,dme,1
2,4,1.5,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,110210129,R,dme,1
5,6.5,1.5,7,5.4,20111,1109053,Cálculo Diferencial e Integral II,110210128,A,dme,0
3,0,0,-1,1,20111,1109053,Cálculo Diferencial e Integral II,110210080,R,dme,1
1.5,6,4.5,6.5,5,20111,1109053,Cálculo Diferencial e Integral II,110210083,A,dme,0
1.5,5.5,0,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110110070,R,dme,0
3,1,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,110110072,R,dme,1
4,9,5.5,8,6.9,20111,1109053,Cálculo Diferencial e Integral II,110210088,A,dme,0
1,4,1.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,110110055,R,dme,5
3.5,9,1,7,5.5,20111,1109053,Cálculo Diferencial e Integral II,111110139,A,dme,0
1,6,1,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,109210293,R,dme,0
1,0,1.5,-1,0.8,20111,1109053,Cálculo Diferencial e Integral II,109210032,R,dme,1
0.5,0,0,-1,0.2,20111,1109053,Cálculo Diferencial e Integral II,109210291,R,dme,1
1,3,3,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110110112,R,dme,1
1,0,0,-1,0.3,20111,1109053,Cálculo Diferencial e Integral II,109210294,R,dme,1
