"disciplina" "matricula" "periodo" "competencia" "media"
"Algebra Linear" "1102655" "2011.1" "40" "5.5"
"Algebra Linear" "110273" "2012.2" "60" "3.5"
"Algebra Linear" "1102490" "2011.2" "40" "5.4"
"Algebra Linear" "1102470" "2011.2" "100" "0"
"Algebra Linear" "1102218" "2011.2" "80" "1.3"
"Algebra Linear" "1102304" "2011.2" "100" "0.3"
"Algebra Linear" "1102304" "2012.2" "80" "2"
"Algebra Linear" "110213" "2011.1" "80" "1.9"
"Algebra Linear" "110213" "2011.2" "60" "3.2"
"Algebra Linear" "110213" "2012.2" "90" "1.9"
"Algebra Linear" "1102644" "2011.1" "90" "1"
"Algebra Linear" "1102644" "2011.2" "90" "0.8"
"Algebra Linear" "1102613" "2011.2" "90" "0.8"
"Algebra Linear" "1102455" "2011.2" "40" "4.3"
"Algebra Linear" "1102455" "2012.2" "30" "5.8"
"Algebra Linear" "110299" "2011.1" "90" "1.3"
"Algebra Linear" "110299" "2012.2" "20" "7"
"Algebra Linear" "1102159" "2011.1" "100" "0.3"
"Algebra Linear" "1102159" "2011.2" "80" "1.7"
"Algebra Linear" "1102664" "2012.1" "40" "5"
"Algebra Linear" "110245" "2011.1" "50" "5.1"
"Algebra Linear" "1111390" "2012.1" "50" "4.4"
"Algebra Linear" "1111739" "2012.2" "40" "5"
"Algebra Linear" "111121" "2012.1" "80" "1.4"
"Algebra Linear" "1111479" "2012.2" "10" "7.3"
"Algebra Linear" "1111712" "2012.1" "10" "7.6"
"Algebra Linear" "1111478" "2012.2" "40" "5"
"Algebra Linear" "1111397" "2012.1" "10" "7.4"
"Algebra Linear" "1111264" "2012.1" "20" "5.9"
"Algebra Linear" "11113" "2012.2" "80" "2.2"
"Algebra Linear" "1111594" "2012.2" "10" "7.4"
"Algebra Linear" "1111140" "2012.2" "10" "8.1"
"Algebra Linear" "1111389" "2012.1" "10" "7.4"
"Algebra Linear" "1111447" "2011.2" "40" "5"
"Algebra Linear" "1111587" "2012.1" "20" "6.5"
"Algebra Linear" "1111495" "2012.1" "40" "5.3"
"Algebra Linear" "1111209" "2012.1" "70" "3.1"
"Algebra Linear" "1111287" "2011.2" "10" "7.7"
"Algebra Linear" "1111529" "2011.2" "20" "7"
"Algebra Linear" "1111556" "2012.1" "40" "4.5"
"Algebra Linear" "1111556" "2012.2" "10" "7.9"
"Algebra Linear" "1111600" "2011.2" "40" "5"
"Algebra Linear" "1111737" "2012.2" "10" "7.3"
"Algebra Linear" "1111596" "2011.2" "60" "2.9"
"Algebra Linear" "1111596" "2012.1" "40" "5"
"Algebra Linear" "1111505" "2012.1" "80" "1.8"
"Algebra Linear" "1111410" "2011.2" "80" "1.7"
"Algebra Linear" "1111410" "2012.1" "20" "6"
"Algebra Linear" "1111754" "2011.2" "20" "6.5"
"Algebra Linear" "1111116" "2012.1" "70" "3.1"
"Algebra Linear" "1111116" "2012.2" "40" "5.4"
"Algebra Linear" "1111571" "2012.1" "40" "5.1"
"Algebra Linear" "111153" "2012.1" "70" "2.8"
"Algebra Linear" "111153" "2012.2" "70" "3.3"
"Algebra Linear" "1111156" "2012.1" "50" "4.3"
"Algebra Linear" "1111156" "2012.2" "40" "5"
"Algebra Linear" "1111592" "2012.1" "60" "3.4"
"Algebra Linear" "1111592" "2012.2" "30" "5.7"
"Algebra Linear" "1111271" "2011.2" "60" "3.8"
"Algebra Linear" "1111271" "2012.1" "30" "5.4"
"Algebra Linear" "1111242" "2011.2" "0" "7.9"
"Algebra Linear" "1111342" "2012.2" "40" "5.3"
"Algebra Linear" "1111249" "2011.1" "60" "3.8"
"Algebra Linear" "1111249" "2011.2" "80" "1.3"
"Algebra Linear" "1111491" "2011.2" "90" "0.7"
"Algebra Linear" "1111791" "2011.2" "60" "3.4"
"Algebra Linear" "1111791" "2012.2" "0" "8.7"
"Algebra Linear" "1112471" "2012.1" "90" "0.8"
"Algebra Linear" "1112503" "2012.2" "60" "3.5"
"Algebra Linear" "1112492" "2012.1" "90" "1"
"Algebra Linear" "1112492" "2012.2" "100" "0"
"Algebra Linear" "1112530" "2011.2" "100" "0.3"
"Algebra Linear" "1112466" "2012.1" "40" "5"
"Algebra Linear" "111247" "2012.1" "60" "3.5"
"Algebra Linear" "111247" "2012.2" "10" "8.1"
"Algebra Linear" "1112544" "2012.1" "70" "2.7"
"Algebra Linear" "1112418" "2012.1" "90" "1.3"
"Algebra Linear" "1112418" "2012.2" "80" "2.7"
"Algebra Linear" "111239" "2012.2" "90" "0.7"
"Algebra Linear" "1112301" "2011.2" "90" "0.5"
"Algebra Linear" "1112301" "2012.1" "80" "1.7"
"Algebra Linear" "1112333" "2011.2" "90" "0.7"
"Algebra Linear" "1112333" "2012.1" "90" "0.7"
"Algebra Linear" "1121539" "2012.2" "20" "6.8"
"Algebra Linear" "1121446" "2012.2" "40" "5.1"
"Algebra Linear" "1121757" "2012.1" "80" "2.3"
"Algebra Linear" "1121757" "2012.2" "10" "7.3"
"Algebra Linear" "1121557" "2012.2" "90" "0.8"
"Algebra Linear" "1121128" "2012.2" "70" "2.9"
"Algebra Linear" "1121361" "2012.1" "100" "0"
"Algebra Linear" "1121391" "2012.2" "70" "2.9"
"Algebra Linear" "1121542" "2012.1" "50" "4.1"
"Algebra Linear" "1121542" "2012.2" "40" "5"
"Algebra Linear" "1121707" "2012.2" "40" "5"
"Algebra Linear" "1121742" "2012.1" "60" "3.3"
"Algebra Linear" "112163" "2012.2" "60" "3.6"
"Algebra Linear" "1121629" "2012.2" "80" "2.6"
"Algebra Linear" "1121575" "2012.1" "30" "5.5"
"Algebra Linear" "1121718" "2012.1" "50" "4.3"
"Algebra Linear" "1121718" "2012.2" "20" "5.9"
"Algebra Linear" "1122291" "2012.2" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "1092752" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "1101296" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "1102340" "2011.1" "100" "0"
"Algebra Vetorial e Geometria Analitica" "1102340" "2011.2" "40" "5.3"
"Algebra Vetorial e Geometria Analitica" "1102465" "2011.2" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "1102465" "2012.1" "60" "4.2"
"Algebra Vetorial e Geometria Analitica" "1111493" "2011.1" "20" "8.1"
"Algebra Vetorial e Geometria Analitica" "1111536" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "1111536" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "1112172" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "1112413" "2011.2" "50" "4.5"
"Algebra Vetorial e Geometria Analitica" "1112413" "2012.1" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "1112250" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "1112250" "2012.1" "50" "5.3"
"Algebra Vetorial e Geometria Analitica" "1112646" "2011.2" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "111286" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "1112201" "2011.2" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "1112201" "2012.1" "90" "1.2"
"Algebra Vetorial e Geometria Analitica" "1112207" "2011.2" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "1112207" "2012.1" "90" "1.8"
"Algebra Vetorial e Geometria Analitica" "1112203" "2011.2" "30" "6.1"
"Algebra Vetorial e Geometria Analitica" "1121509" "2012.1" "60" "3.8"
"Algebra Vetorial e Geometria Analitica" "1121509" "2012.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "1121715" "2012.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1121715" "2012.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "1092254" "2011.1" "40" "6.3"
"Algebra Vetorial e Geometria Analitica" "1101374" "2011.1" "30" "7.1"
"Algebra Vetorial e Geometria Analitica" "1102676" "2011.2" "70" "3"
"Algebra Vetorial e Geometria Analitica" "1102676" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1102218" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111390" "2011.1" "0" "9.4"
"Algebra Vetorial e Geometria Analitica" "1111739" "2011.1" "50" "3.9"
"Algebra Vetorial e Geometria Analitica" "1111739" "2011.2" "20" "7.1"
"Algebra Vetorial e Geometria Analitica" "111121" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "111121" "2011.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "1111479" "2011.1" "10" "9.2"
"Algebra Vetorial e Geometria Analitica" "1111712" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "1111478" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "1111478" "2011.2" "30" "6.2"
"Algebra Vetorial e Geometria Analitica" "1111397" "2011.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "1111264" "2011.1" "50" "4"
"Algebra Vetorial e Geometria Analitica" "1111264" "2011.2" "0" "8.3"
"Algebra Vetorial e Geometria Analitica" "11113" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "11113" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "1111594" "2011.1" "10" "8.8"
"Algebra Vetorial e Geometria Analitica" "1111140" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "1111389" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "1111447" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "1111587" "2011.1" "20" "7.8"
"Algebra Vetorial e Geometria Analitica" "1111495" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "1111209" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "1111287" "2011.1" "10" "8.6"
"Algebra Vetorial e Geometria Analitica" "1111529" "2011.1" "0" "10"
"Algebra Vetorial e Geometria Analitica" "1111556" "2011.1" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "1111556" "2011.2" "0" "8.6"
"Algebra Vetorial e Geometria Analitica" "1111737" "2011.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "1111596" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111505" "2011.1" "70" "2.6"
"Algebra Vetorial e Geometria Analitica" "1111505" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1111754" "2011.1" "30" "6.4"
"Algebra Vetorial e Geometria Analitica" "1111116" "2011.1" "30" "6.5"
"Algebra Vetorial e Geometria Analitica" "1111571" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "111153" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111153" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "1111156" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111592" "2011.1" "20" "7.2"
"Algebra Vetorial e Geometria Analitica" "1111271" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1111342" "2011.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1111491" "2011.1" "30" "6.9"
"Algebra Vetorial e Geometria Analitica" "1111791" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "1112471" "2011.2" "10" "8.1"
"Algebra Vetorial e Geometria Analitica" "1112503" "2011.2" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "1112492" "2011.2" "20" "6.9"
"Algebra Vetorial e Geometria Analitica" "1112466" "2011.2" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "1112418" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "111239" "2011.2" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "111239" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1121539" "2012.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "1121446" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1121557" "2012.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "1121128" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1121391" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1121707" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "112163" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1121629" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1092498" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1092611" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "1092577" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1092217" "2011.2" "0" "8.8"
"Algebra Vetorial e Geometria Analitica" "1101619" "2011.1" "90" "0.4"
"Algebra Vetorial e Geometria Analitica" "1101619" "2011.2" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "110143" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1101496" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "11016" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1102132" "2011.1" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "1102132" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "1102519" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1102674" "2011.1" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "1102674" "2011.2" "30" "6.3"
"Algebra Vetorial e Geometria Analitica" "1102790" "2011.1" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "1102790" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1102309" "2011.1" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "1102546" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "1102348" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "110265" "2011.1" "60" "2.9"
"Algebra Vetorial e Geometria Analitica" "110265" "2011.2" "30" "6.7"
"Algebra Vetorial e Geometria Analitica" "1102792" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "1102396" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "1102396" "2011.2" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "1102680" "2011.1" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "1102724" "2011.1" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "1102610" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "1102610" "2012.1" "70" "3"
"Algebra Vetorial e Geometria Analitica" "1102184" "2011.1" "80" "1.5"
"Algebra Vetorial e Geometria Analitica" "1102480" "2011.1" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "1102100" "2011.1" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "1102100" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "1102564" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "1102564" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "110261" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "110261" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1102113" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1102113" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "110214" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "110214" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "110249" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1102227" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "1102227" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1102744" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "1102744" "2011.2" "10" "7.6"
"Algebra Vetorial e Geometria Analitica" "1102268" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "1102514" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "1102606" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1102654" "2011.2" "10" "7.7"
"Algebra Vetorial e Geometria Analitica" "110288" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111526" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1111353" "2011.1" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "1111364" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "1111364" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "1111764" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1111764" "2011.2" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "1111350" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "1111202" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "1111202" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "1111225" "2011.1" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "1111225" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "1111187" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1111671" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "1111167" "2011.1" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "1111456" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "1111786" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1111786" "2011.2" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "1111244" "2011.1" "70" "2.4"
"Algebra Vetorial e Geometria Analitica" "1111244" "2011.2" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "1111789" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "1111789" "2011.2" "90" "1"
"Algebra Vetorial e Geometria Analitica" "1111230" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111704" "2011.1" "20" "7.9"
"Algebra Vetorial e Geometria Analitica" "1111421" "2011.1" "10" "8.9"
