"disciplina" "matricula" "periodo" "competencia" "media"
"Algebra Linear" "110210072" "2012.1" "20" "6.4"
"Algebra Linear" "110210075" "2011.2" "60" "3.4"
"Algebra Linear" "110210075" "2012.2" "30" "5.7"
"Algebra Linear" "110210078" "2011.1" "60" "3.5"
"Algebra Linear" "110210078" "2012.2" "20" "6.7"
"Algebra Linear" "110210079" "2011.2" "40" "5.3"
"Algebra Linear" "110210080" "2011.2" "90" "0.8"
"Algebra Linear" "110210080" "2012.2" "70" "3"
"Algebra Linear" "110210082" "2011.1" "50" "4.7"
"Algebra Linear" "110210082" "2011.2" "30" "5.7"
"Algebra Linear" "110210083" "2012.1" "30" "5.4"
"Algebra Linear" "110210088" "2012.1" "0" "8.3"
"Algebra Linear" "110210092" "2011.1" "40" "5.5"
"Algebra Linear" "110210093" "2012.2" "60" "3.5"
"Algebra Linear" "110210094" "2011.2" "40" "5.4"
"Algebra Linear" "110210107" "2011.2" "100" "0"
"Algebra Linear" "110210117" "2011.2" "80" "1.3"
"Algebra Linear" "110210118" "2011.2" "100" "0.3"
"Algebra Linear" "110210118" "2012.2" "80" "2"
"Algebra Linear" "110210126" "2011.1" "80" "1.9"
"Algebra Linear" "110210126" "2011.2" "60" "3.2"
"Algebra Linear" "110210126" "2012.2" "90" "1.9"
"Algebra Linear" "110210130" "2011.1" "90" "1"
"Algebra Linear" "110210130" "2011.2" "90" "0.8"
"Algebra Linear" "110210380" "2011.2" "90" "0.8"
"Algebra Linear" "110210390" "2011.2" "40" "4.3"
"Algebra Linear" "110210390" "2012.2" "30" "5.8"
"Algebra Linear" "110210391" "2011.1" "90" "1.3"
"Algebra Linear" "110210391" "2012.2" "20" "7"
"Algebra Linear" "110210392" "2011.1" "100" "0.3"
"Algebra Linear" "110210392" "2011.2" "80" "1.7"
"Algebra Linear" "110210397" "2012.1" "40" "5"
"Algebra Linear" "110210560" "2011.1" "50" "5.1"
"Algebra Linear" "111110060" "2012.1" "50" "4.4"
"Algebra Linear" "111110064" "2012.2" "40" "5"
"Algebra Linear" "111110069" "2012.1" "80" "1.4"
"Algebra Linear" "111110071" "2012.2" "10" "7.3"
"Algebra Linear" "111110076" "2012.1" "10" "7.6"
"Algebra Linear" "111110080" "2012.2" "40" "5"
"Algebra Linear" "111110083" "2012.1" "10" "7.4"
"Algebra Linear" "111110090" "2012.1" "20" "5.9"
"Algebra Linear" "111110091" "2012.2" "80" "2.2"
"Algebra Linear" "111110092" "2012.2" "10" "7.4"
"Algebra Linear" "111110103" "2012.2" "10" "8.1"
"Algebra Linear" "111110114" "2012.1" "10" "7.4"
"Algebra Linear" "111110118" "2011.2" "40" "5"
"Algebra Linear" "111110121" "2012.1" "20" "6.5"
"Algebra Linear" "111110126" "2012.1" "40" "5.3"
"Algebra Linear" "111110127" "2012.1" "70" "3.1"
"Algebra Linear" "111110128" "2011.2" "10" "7.7"
"Algebra Linear" "111110134" "2011.2" "20" "7"
"Algebra Linear" "111110135" "2012.1" "40" "4.5"
"Algebra Linear" "111110135" "2012.2" "10" "7.9"
"Algebra Linear" "111110139" "2011.2" "40" "5"
"Algebra Linear" "111110898" "2012.2" "10" "7.3"
"Algebra Linear" "111110900" "2011.2" "60" "2.9"
"Algebra Linear" "111110900" "2012.1" "40" "5"
"Algebra Linear" "111110905" "2012.1" "80" "1.8"
"Algebra Linear" "111110907" "2011.2" "80" "1.7"
"Algebra Linear" "111110907" "2012.1" "20" "6"
"Algebra Linear" "111110908" "2011.2" "20" "6.5"
"Algebra Linear" "111110911" "2012.1" "70" "3.1"
"Algebra Linear" "111110911" "2012.2" "40" "5.4"
"Algebra Linear" "111110912" "2012.1" "40" "5.1"
"Algebra Linear" "111110922" "2012.1" "70" "2.8"
"Algebra Linear" "111110922" "2012.2" "70" "3.3"
"Algebra Linear" "111110928" "2012.1" "50" "4.3"
"Algebra Linear" "111110928" "2012.2" "40" "5"
"Algebra Linear" "111110929" "2012.1" "60" "3.4"
"Algebra Linear" "111110929" "2012.2" "30" "5.7"
"Algebra Linear" "111110931" "2011.2" "60" "3.8"
"Algebra Linear" "111110931" "2012.1" "30" "5.4"
"Algebra Linear" "111110939" "2011.2" "0" "7.9"
"Algebra Linear" "111150283" "2012.2" "40" "5.3"
"Algebra Linear" "111150292" "2011.1" "60" "3.8"
"Algebra Linear" "111150292" "2011.2" "80" "1.3"
"Algebra Linear" "111150493" "2011.2" "90" "0.7"
"Algebra Linear" "111150551" "2011.2" "60" "3.4"
"Algebra Linear" "111150551" "2012.2" "0" "8.7"
"Algebra Linear" "111210081" "2012.1" "90" "0.8"
"Algebra Linear" "111210393" "2012.2" "60" "3.5"
"Algebra Linear" "111210396" "2012.1" "90" "1"
"Algebra Linear" "111210396" "2012.2" "100" "0"
"Algebra Linear" "111210416" "2011.2" "100" "0.3"
"Algebra Linear" "111210417" "2012.1" "40" "5"
"Algebra Linear" "111210429" "2012.1" "60" "3.5"
"Algebra Linear" "111210429" "2012.2" "10" "8.1"
"Algebra Linear" "111210655" "2012.1" "70" "2.7"
"Algebra Linear" "111210658" "2012.1" "90" "1.3"
"Algebra Linear" "111210658" "2012.2" "80" "2.7"
"Algebra Linear" "111210659" "2012.2" "90" "0.7"
"Algebra Linear" "111210748" "2011.2" "90" "0.5"
"Algebra Linear" "111210748" "2012.1" "80" "1.7"
"Algebra Linear" "111210953" "2011.2" "90" "0.7"
"Algebra Linear" "111210953" "2012.1" "90" "0.7"
"Algebra Linear" "112110036" "2012.2" "20" "6.8"
"Algebra Linear" "112110050" "2012.2" "40" "5.1"
"Algebra Linear" "112110082" "2012.1" "80" "2.3"
"Algebra Linear" "112110082" "2012.2" "10" "7.3"
"Algebra Linear" "112110085" "2012.2" "90" "0.8"
"Algebra Linear" "112110096" "2012.2" "70" "2.9"
"Algebra Linear" "112110100" "2012.1" "100" "0"
"Algebra Linear" "112110912" "2012.2" "70" "2.9"
"Algebra Linear" "112110920" "2012.1" "50" "4.1"
"Algebra Linear" "112110920" "2012.2" "40" "5"
"Algebra Linear" "112110924" "2012.2" "40" "5"
"Algebra Linear" "112110952" "2012.1" "60" "3.3"
"Algebra Linear" "112110955" "2012.2" "60" "3.6"
"Algebra Linear" "112110958" "2012.2" "80" "2.6"
"Algebra Linear" "112150437" "2012.1" "30" "5.5"
"Algebra Linear" "112150443" "2012.1" "50" "4.3"
"Algebra Linear" "112150443" "2012.2" "20" "5.9"
"Algebra Linear" "112210433" "2012.2" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "109210051" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "110110852" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "110210386" "2011.1" "100" "0"
"Algebra Vetorial e Geometria Analitica" "110210386" "2011.2" "40" "5.3"
"Algebra Vetorial e Geometria Analitica" "110210615" "2011.2" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "110210615" "2012.1" "60" "4.2"
"Algebra Vetorial e Geometria Analitica" "111110133" "2011.1" "20" "8.1"
"Algebra Vetorial e Geometria Analitica" "111150427" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111150427" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "111210079" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "111210390" "2011.2" "50" "4.5"
"Algebra Vetorial e Geometria Analitica" "111210390" "2012.1" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "111210392" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "111210392" "2012.1" "50" "5.3"
"Algebra Vetorial e Geometria Analitica" "111210397" "2011.2" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "111210401" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "111210430" "2011.2" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "111210430" "2012.1" "90" "1.2"
"Algebra Vetorial e Geometria Analitica" "111210660" "2011.2" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "111210660" "2012.1" "90" "1.8"
"Algebra Vetorial e Geometria Analitica" "111210787" "2011.2" "30" "6.1"
"Algebra Vetorial e Geometria Analitica" "112110934" "2012.1" "60" "3.8"
"Algebra Vetorial e Geometria Analitica" "112110934" "2012.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "112190042" "2012.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "112190042" "2012.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "109210014" "2011.1" "40" "6.3"
"Algebra Vetorial e Geometria Analitica" "110150169" "2011.1" "30" "7.1"
"Algebra Vetorial e Geometria Analitica" "110210066" "2011.2" "70" "3"
"Algebra Vetorial e Geometria Analitica" "110210066" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "110210117" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111110060" "2011.1" "0" "9.4"
"Algebra Vetorial e Geometria Analitica" "111110064" "2011.1" "50" "3.9"
"Algebra Vetorial e Geometria Analitica" "111110064" "2011.2" "20" "7.1"
"Algebra Vetorial e Geometria Analitica" "111110069" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "111110069" "2011.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "111110071" "2011.1" "10" "9.2"
"Algebra Vetorial e Geometria Analitica" "111110076" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "111110080" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "111110080" "2011.2" "30" "6.2"
"Algebra Vetorial e Geometria Analitica" "111110083" "2011.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "111110090" "2011.1" "50" "4"
"Algebra Vetorial e Geometria Analitica" "111110090" "2011.2" "0" "8.3"
"Algebra Vetorial e Geometria Analitica" "111110091" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "111110091" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "111110092" "2011.1" "10" "8.8"
"Algebra Vetorial e Geometria Analitica" "111110103" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "111110114" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "111110118" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "111110121" "2011.1" "20" "7.8"
"Algebra Vetorial e Geometria Analitica" "111110126" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "111110127" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "111110128" "2011.1" "10" "8.6"
"Algebra Vetorial e Geometria Analitica" "111110134" "2011.1" "0" "10"
"Algebra Vetorial e Geometria Analitica" "111110135" "2011.1" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "111110135" "2011.2" "0" "8.6"
"Algebra Vetorial e Geometria Analitica" "111110898" "2011.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "111110900" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111110905" "2011.1" "70" "2.6"
"Algebra Vetorial e Geometria Analitica" "111110905" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "111110908" "2011.1" "30" "6.4"
"Algebra Vetorial e Geometria Analitica" "111110911" "2011.1" "30" "6.5"
"Algebra Vetorial e Geometria Analitica" "111110912" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "111110922" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111110922" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "111110928" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111110929" "2011.1" "20" "7.2"
"Algebra Vetorial e Geometria Analitica" "111110931" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "111150283" "2011.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "111150493" "2011.1" "30" "6.9"
"Algebra Vetorial e Geometria Analitica" "111150551" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "111210081" "2011.2" "10" "8.1"
"Algebra Vetorial e Geometria Analitica" "111210393" "2011.2" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "111210396" "2011.2" "20" "6.9"
"Algebra Vetorial e Geometria Analitica" "111210417" "2011.2" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "111210658" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "111210659" "2011.2" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "111210659" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "112110036" "2012.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "112110050" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "112110085" "2012.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "112110096" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "112110912" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "112110924" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "112110955" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "112110958" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "109210001" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "109210018" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "109210026" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "109210474" "2011.2" "0" "8.8"
"Algebra Vetorial e Geometria Analitica" "110110048" "2011.1" "90" "0.4"
"Algebra Vetorial e Geometria Analitica" "110110048" "2011.2" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "110110063" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "110110098" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "110110107" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "110210049" "2011.1" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "110210049" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "110210055" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "110210069" "2011.1" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "110210069" "2011.2" "30" "6.3"
"Algebra Vetorial e Geometria Analitica" "110210081" "2011.1" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "110210081" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "110210096" "2011.1" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "110210099" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "110210103" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "110210104" "2011.1" "60" "2.9"
"Algebra Vetorial e Geometria Analitica" "110210104" "2011.2" "30" "6.7"
"Algebra Vetorial e Geometria Analitica" "110210108" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "110210109" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "110210109" "2011.2" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "110210111" "2011.1" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "110210113" "2011.1" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "110210115" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "110210115" "2012.1" "70" "3"
"Algebra Vetorial e Geometria Analitica" "110210124" "2011.1" "80" "1.5"
"Algebra Vetorial e Geometria Analitica" "110210381" "2011.1" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "110210382" "2011.1" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "110210382" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "110210384" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "110210384" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "110210385" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "110210385" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "110210387" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "110210387" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "110210393" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "110210393" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "110210396" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "110210495" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "110210495" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "110210557" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "110210557" "2011.2" "10" "7.6"
"Algebra Vetorial e Geometria Analitica" "110210558" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "110210559" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "110210613" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "110210614" "2011.2" "10" "7.7"
"Algebra Vetorial e Geometria Analitica" "110210639" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111110063" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "111110066" "2011.1" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "111110070" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "111110070" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "111110087" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "111110087" "2011.2" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111110100" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "111110113" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "111110113" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "111110116" "2011.1" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "111110116" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "111110120" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "111110129" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "111110130" "2011.1" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "111110895" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "111110901" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "111110901" "2011.2" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "111110904" "2011.1" "70" "2.4"
"Algebra Vetorial e Geometria Analitica" "111110904" "2011.2" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "111110915" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "111110915" "2011.2" "90" "1"
"Algebra Vetorial e Geometria Analitica" "111110919" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111110921" "2011.1" "20" "7.9"
