nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento
8.5,8,8.3,-1,8.3,20111,1411170,Teoria dos Grafos,1017,A,dsc
6.5,9.5,8,-1,8,20111,1411170,Teoria dos Grafos,101736,A,dsc
3.5,9,5,3,5,20111,1411170,Teoria dos Grafos,092686,A,dsc
6.5,8,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,102664,A,dsc
2,6,2.4,-1,2.4,20111,1411170,Teoria dos Grafos,092187,R,dsc
2,9.3,5,4,5,20111,1411170,Teoria dos Grafos,102403,A,dsc
8.5,7,7.8,-1,7.8,20111,1411170,Teoria dos Grafos,102357,A,dsc
8.5,7,7.8,-1,7.8,20111,1411170,Teoria dos Grafos,10242,A,dsc
7.5,8.5,8,-1,8,20111,1411170,Teoria dos Grafos,101448,A,dsc
4.5,8.5,6.2,5.8,6.2,20111,1411170,Teoria dos Grafos,09230,A,dsc
6,8.5,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,102321,A,dsc
9.5,8,8.8,-1,8.8,20111,1411170,Teoria dos Grafos,102170,A,dsc
5.4,9,7.2,-1,7.2,20111,1411170,Teoria dos Grafos,102577,A,dsc
4.5,10,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,102493,A,dsc
8.5,8.5,8.5,-1,8.5,20111,1411170,Teoria dos Grafos,102610,A,dsc
3.7,9,6.2,6,6.2,20111,1411170,Teoria dos Grafos,102409,A,dsc
5.5,9.7,7.6,-1,7.6,20111,1411170,Teoria dos Grafos,101514,A,dsc
5.5,8.5,7,-1,7,20111,1411170,Teoria dos Grafos,111233,A,dsc
4.5,8.5,6.1,5.5,6.1,20111,1411170,Teoria dos Grafos,102113,A,dsc
6.5,8,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,101453,A,dsc
8,9,8.5,-1,8.5,20111,1411170,Teoria dos Grafos,10212,A,dsc
9,9,9,-1,9,20111,1411170,Teoria dos Grafos,102269,A,dsc
0,9.5,5.3,6,5.3,20111,1411170,Teoria dos Grafos,101178,A,dsc
10,9.3,9.7,-1,9.7,20111,1411170,Teoria dos Grafos,101207,A,dsc
5.5,8,5.5,3.5,5.5,20111,1411170,Teoria dos Grafos,102635,A,dsc
6,9,7.5,-1,7.5,20111,1411170,Teoria dos Grafos,102392,A,dsc
7,8,7.5,-1,7.5,20111,1411170,Teoria dos Grafos,101519,A,dsc
8.3,9,8.7,-1,8.7,20111,1411170,Teoria dos Grafos,102422,A,dsc
6.5,9,7.8,-1,7.8,20111,1411170,Teoria dos Grafos,102476,A,dsc
7,7,7,-1,7,20111,1411170,Teoria dos Grafos,102629,A,dsc
7.5,9.3,8.4,-1,8.4,20111,1411170,Teoria dos Grafos,102308,A,dsc
8,9,8.5,-1,8.5,20111,1411170,Teoria dos Grafos,102189,A,dsc
0,4.9,2.5,-1,2.5,20111,1411170,Teoria dos Grafos,102469,R,dsc
5.5,6.7,7.2,8.8,7.2,20111,1411170,Teoria dos Grafos,101753,A,dsc
9.5,9.3,9.4,-1,9.4,20111,1411170,Teoria dos Grafos,101432,A,dsc
5.5,8.5,7,-1,7,20111,1411170,Teoria dos Grafos,102666,A,dsc
10,10,10,-1,10,20111,1411170,Teoria dos Grafos,101329,A,dsc
8.5,9.8,9.2,-1,9.2,20111,1411170,Teoria dos Grafos,10238,A,dsc
6.5,10,8.3,-1,8.3,20111,1411170,Teoria dos Grafos,101164,A,dsc
7.5,10,8.8,-1,8.8,20111,1411170,Teoria dos Grafos,101288,A,dsc
8.5,8.5,8.5,-1,8.5,20111,1411170,Teoria dos Grafos,101617,A,dsc
5.5,9.5,7.5,-1,7.5,20111,1411170,Teoria dos Grafos,101374,A,dsc
8,9.3,8.7,-1,8.7,20111,1411170,Teoria dos Grafos,101410,A,dsc
6.5,8,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,092536,A,dsc
6.5,9.3,7.9,-1,7.9,20111,1411170,Teoria dos Grafos,102151,A,dsc
3.8,6,2.9,-1,2.9,20111,1411170,Teoria dos Grafos,09284,R,dsc
5,8,6.1,5.5,6.1,20111,1411170,Teoria dos Grafos,092364,A,dsc
5,7.5,5.2,3.5,5.2,20111,1411170,Teoria dos Grafos,092242,A,dsc
4,7.5,6.6,7.8,6.6,20111,1411170,Teoria dos Grafos,10115,A,dsc
5.8,8.5,7.2,-1,7.2,20111,1411170,Teoria dos Grafos,10271,A,dsc
5.5,9.3,7.4,-1,7.4,20111,1411170,Teoria dos Grafos,102586,A,dsc
2.5,9,6.2,6.8,6.2,20111,1411170,Teoria dos Grafos,092584,A,dsc
5,9.5,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,101227,A,dsc
6.5,10,8.3,-1,8.3,20111,1411170,Teoria dos Grafos,102224,A,dsc
7.5,8.5,8,-1,8,20111,1411170,Teoria dos Grafos,102351,A,dsc
7,8.8,7.9,-1,7.9,20111,1411170,Teoria dos Grafos,102429,A,dsc
10,8.5,9.3,-1,9.3,20111,1411170,Teoria dos Grafos,102655,A,dsc
5.8,9.5,7.7,-1,7.7,20111,1411170,Teoria dos Grafos,101216,A,dsc
5.8,8.3,7.1,-1,7.1,20111,1411170,Teoria dos Grafos,101709,A,dsc
6.5,8,7.3,-1,7.3,20111,1411170,Teoria dos Grafos,102620,A,dsc
1.5,9.8,3.4,-1,3.4,20111,1411170,Teoria dos Grafos,102459,R,dsc
10,9.8,9.9,-1,9.9,20111,1411170,Teoria dos Grafos,102102,A,dsc
2,5,3.5,-1,3.5,20111,1411170,Teoria dos Grafos,101758,R,dsc
7.5,9,8.3,-1,8.3,20111,1411170,Teoria dos Grafos,092675,A,dsc
7,7.8,7.4,-1,7.4,20121,1411170,Teoria dos Grafos,102430,A,dsc
6,5.3,6.8,8.5,6.8,20121,1411170,Teoria dos Grafos,121454,A,dsc
6.1,7.8,7,-1,7,20121,1411170,Teoria dos Grafos,102326,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411170,Teoria dos Grafos,121153,A,dsc
9.5,5,7.3,-1,7.3,20121,1411170,Teoria dos Grafos,102795,A,dsc
2.5,1,1.8,-1,1.8,20121,1411170,Teoria dos Grafos,112279,R,dsc
1.5,1.5,1.5,-1,1.5,20121,1411170,Teoria dos Grafos,112347,R,dsc
5.5,5,5.8,6.5,5.8,20121,1411170,Teoria dos Grafos,102723,A,dsc
4.5,8.5,6.6,6.8,6.6,20121,1411170,Teoria dos Grafos,111213,A,dsc
9.5,9.5,9.5,-1,9.5,20121,1411170,Teoria dos Grafos,112381,A,dsc
6,8.3,7.2,-1,7.2,20121,1411170,Teoria dos Grafos,112497,A,dsc
6.5,5,5.3,4.5,5.3,20121,1411170,Teoria dos Grafos,111555,A,dsc
10,7,8.5,-1,8.5,20121,1411170,Teoria dos Grafos,111197,A,dsc
6,9.5,7.8,-1,7.8,20121,1411170,Teoria dos Grafos,112201,A,dsc
6,8.5,7.3,-1,7.3,20121,1411170,Teoria dos Grafos,112665,A,dsc
7,9,8,-1,8,20121,1411170,Teoria dos Grafos,112573,A,dsc
6.5,8,7.3,-1,7.3,20121,1411170,Teoria dos Grafos,112388,A,dsc
5.5,7.5,7,7.7,7,20121,1411170,Teoria dos Grafos,112529,A,dsc
7.5,9,8.3,-1,8.3,20121,1411170,Teoria dos Grafos,112175,A,dsc
7.5,9,8.3,-1,8.3,20121,1411170,Teoria dos Grafos,112760,A,dsc
2.5,4.3,3.4,-1,3.4,20121,1411170,Teoria dos Grafos,102124,R,dsc
2.3,7,2.8,-1,2.8,20121,1411170,Teoria dos Grafos,112464,R,dsc
6.5,5,5.5,5,5.5,20121,1411170,Teoria dos Grafos,111413,A,dsc
4,9,5.7,4.5,5.7,20121,1411170,Teoria dos Grafos,112354,A,dsc
7.7,5,5.1,3.2,5.1,20121,1411170,Teoria dos Grafos,102446,A,dsc
7.5,5,7.4,9,7.4,20121,1411170,Teoria dos Grafos,111435,A,dsc
7.5,5,5.4,4,5.4,20121,1411170,Teoria dos Grafos,111630,A,dsc
6,7.5,5.1,2.6,5.1,20121,1411170,Teoria dos Grafos,112578,A,dsc
4.5,8.3,3.8,-1,3.8,20121,1411170,Teoria dos Grafos,10250,R,dsc
8.5,10,9.3,-1,9.3,20121,1411170,Teoria dos Grafos,11285,A,dsc
2.6,0,1.3,-1,1.3,20121,1411170,Teoria dos Grafos,112116,R,dsc
2.5,1,1.8,-1,1.8,20121,1411170,Teoria dos Grafos,111156,R,dsc
1.5,2.5,2,-1,2,20121,1411170,Teoria dos Grafos,102596,R,dsc
4,9,5.9,5,5.9,20121,1411170,Teoria dos Grafos,112283,A,dsc
6.5,5.3,5,3.7,5,20121,1411170,Teoria dos Grafos,112566,A,dsc
8,7.8,7.9,-1,7.9,20121,1411170,Teoria dos Grafos,112346,A,dsc
6,5.5,7.3,9.5,7.3,20121,1411170,Teoria dos Grafos,112604,A,dsc
6.5,8,7.3,-1,7.3,20121,1411170,Teoria dos Grafos,112171,A,dsc
7.5,9,8.3,-1,8.3,20121,1411170,Teoria dos Grafos,112564,A,dsc
7,9,8,-1,8,20121,1411170,Teoria dos Grafos,112287,A,dsc
7,7,7,-1,7,20121,1411170,Teoria dos Grafos,112434,A,dsc
1,9,5,5,5,20121,1411170,Teoria dos Grafos,112702,A,dsc
5,5,5.1,5.2,5.1,20121,1411170,Teoria dos Grafos,102609,A,dsc
6.5,6,5,3,5,20121,1411170,Teoria dos Grafos,112490,A,dsc
6.5,6.5,5,2.8,5,20121,1411170,Teoria dos Grafos,111395,A,dsc
6,8,7,-1,7,20121,1411170,Teoria dos Grafos,112230,A,dsc
3.5,9.5,5.1,3,5.1,20121,1411170,Teoria dos Grafos,112638,A,dsc
8,5,5.5,4,5.5,20121,1411170,Teoria dos Grafos,102598,A,dsc
5.5,6,5.1,4,5.1,20121,1411170,Teoria dos Grafos,102309,A,dsc
6,7.5,5.7,4,5.7,20121,1411170,Teoria dos Grafos,112751,A,dsc
1,3.5,2.3,-1,2.3,20121,1411170,Teoria dos Grafos,112378,R,dsc
8,7,7.5,-1,7.5,20121,1411170,Teoria dos Grafos,112486,A,dsc
5,8,5.5,4,5.5,20121,1411170,Teoria dos Grafos,112389,A,dsc
5.5,6,3.9,1,3.9,20121,1411170,Teoria dos Grafos,111198,R,dsc
7.5,7.3,7.4,-1,7.4,20121,1411170,Teoria dos Grafos,112679,A,dsc
0,0,0,-1,0,20121,1411170,Teoria dos Grafos,111353,R,dsc
5,6,5,4.2,5,20121,1411170,Teoria dos Grafos,112438,A,dsc
5,8,5.7,4.5,5.7,20121,1411170,Teoria dos Grafos,112135,A,dsc
6,9.5,7.8,-1,7.8,20121,1411170,Teoria dos Grafos,112785,A,dsc
6,9,7.5,-1,7.5,20121,1411170,Teoria dos Grafos,11254,A,dsc
6.7,6.5,6.2,5.7,6.2,20121,1411170,Teoria dos Grafos,111359,A,dsc
8,9,8.5,-1,8.5,20121,1411170,Teoria dos Grafos,112515,A,dsc
5,9.5,7.3,-1,7.3,20121,1411170,Teoria dos Grafos,112303,A,dsc
0,1,0.5,-1,0.5,20121,1411170,Teoria dos Grafos,112317,R,dsc
0,3.5,1.8,-1,1.8,20121,1411170,Teoria dos Grafos,112290,R,dsc
4.4,9.5,7,-1,7,20121,1411170,Teoria dos Grafos,112167,A,dsc
7,9.5,8.3,-1,8.3,20121,1411170,Teoria dos Grafos,112122,A,dsc
5.5,3.5,2.7,-1,2.7,20121,1411170,Teoria dos Grafos,112616,R,dsc
5,10,7.5,-1,7.5,20121,1411170,Teoria dos Grafos,112784,A,dsc
5,6,5,4.2,5,20121,1411170,Teoria dos Grafos,112624,A,dsc
7,7,7,-1,7,20121,1411170,Teoria dos Grafos,112130,A,dsc
6.5,9.5,8,-1,8,20121,1411170,Teoria dos Grafos,112697,A,dsc
1,1,1,-1,1,20121,1411170,Teoria dos Grafos,111582,R,dsc
5.7,9,7.4,-1,7.4,20121,1411170,Teoria dos Grafos,112527,A,dsc
9.7,9,9.4,-1,9.4,20121,1411170,Teoria dos Grafos,112645,A,dsc
6.1,7.8,7,-1,7,20121,1411170,Teoria dos Grafos,11240,A,dsc
3.5,1,2.3,-1,2.3,20121,1411170,Teoria dos Grafos,111431,R,dsc
5.5,6.8,5.1,3.5,5.1,20122,1411170,Teoria dos Grafos,12173,A,dsc
4,4.8,3.8,3,3.8,20122,1411170,Teoria dos Grafos,121261,R,dsc
7.5,6.5,7,-1,7,20122,1411170,Teoria dos Grafos,12124,A,dsc
8.1,7.3,7.7,-1,7.7,20122,1411170,Teoria dos Grafos,121764,A,dsc
2.5,6,3.2,1.5,3.2,20122,1411170,Teoria dos Grafos,12169,R,dsc
9.3,10,9.7,-1,9.7,20122,1411170,Teoria dos Grafos,12164,A,dsc
5,9,7,-1,7,20122,1411170,Teoria dos Grafos,121612,A,dsc
5.8,6.5,5.5,4.5,5.5,20122,1411170,Teoria dos Grafos,121133,A,dsc
7,8.2,7.6,-1,7.6,20122,1411170,Teoria dos Grafos,121444,A,dsc
7.5,5.7,4,-1,4,20122,1411170,Teoria dos Grafos,121561,R,dsc
9,10,9.5,-1,9.5,20122,1411170,Teoria dos Grafos,121264,A,dsc
8.5,9.3,8.9,-1,8.9,20122,1411170,Teoria dos Grafos,121711,A,dsc
6,6.2,5,3.4,5,20122,1411170,Teoria dos Grafos,121250,A,dsc
6.7,8,7.4,-1,7.4,20122,1411170,Teoria dos Grafos,121706,A,dsc
10,9.8,9.9,-1,9.9,20122,1411170,Teoria dos Grafos,121299,A,dsc
4.2,6.3,5,4.5,5,20122,1411170,Teoria dos Grafos,11192,A,dsc
5,8.5,6.1,5,6.1,20122,1411170,Teoria dos Grafos,121601,A,dsc
5.6,6.5,5,3.3,5,20122,1411170,Teoria dos Grafos,121743,A,dsc
6.2,6.2,5,3.3,5,20122,1411170,Teoria dos Grafos,121669,A,dsc
6.2,7.7,7,-1,7,20122,1411170,Teoria dos Grafos,121314,A,dsc
6,8,7,-1,7,20122,1411170,Teoria dos Grafos,121362,A,dsc
4,5.5,3.3,1,3.3,20122,1411170,Teoria dos Grafos,121168,R,dsc
2.1,7,3.8,2.5,3.8,20122,1411170,Teoria dos Grafos,12272,R,dsc
6.7,8,7.4,-1,7.4,20122,1411170,Teoria dos Grafos,12220,A,dsc
10,9.3,9.7,-1,9.7,20122,1411170,Teoria dos Grafos,121371,A,dsc
6.1,8.8,7.5,-1,7.5,20122,1411170,Teoria dos Grafos,10250,A,dsc
5,8.5,5.7,4,5.7,20122,1411170,Teoria dos Grafos,121550,A,dsc
8.1,6,7.1,-1,7.1,20122,1411170,Teoria dos Grafos,121440,A,dsc
10,9,9.5,-1,9.5,20122,1411170,Teoria dos Grafos,121253,A,dsc
6.2,8.2,7.2,-1,7.2,20122,1411170,Teoria dos Grafos,121452,A,dsc
6.5,8.8,7.7,-1,7.7,20122,1411170,Teoria dos Grafos,121316,A,dsc
6.5,8.1,7.3,-1,7.3,20122,1411170,Teoria dos Grafos,112103,A,dsc
4,6,5.6,6.5,5.6,20122,1411170,Teoria dos Grafos,121685,A,dsc
6.5,7.5,7,-1,7,20122,1411170,Teoria dos Grafos,112411,A,dsc
7,6.2,5.8,4.5,5.8,20122,1411170,Teoria dos Grafos,121365,A,dsc
4.1,8,5.9,5.5,5.9,20122,1411170,Teoria dos Grafos,121631,A,dsc
10,10,10,-1,10,20122,1411170,Teoria dos Grafos,121114,A,dsc
4,7.5,5.8,5.8,5.8,20122,1411170,Teoria dos Grafos,112378,A,dsc
5,7,5,3.5,5,20122,1411170,Teoria dos Grafos,121455,A,dsc
7.7,6.2,7,-1,7,20122,1411170,Teoria dos Grafos,121277,A,dsc
5.3,7,5.7,5,5.7,20122,1411170,Teoria dos Grafos,111729,A,dsc
4,8.2,5.3,4,5.3,20122,1411170,Teoria dos Grafos,121549,A,dsc
6.2,5.5,5,3.6,5,20122,1411170,Teoria dos Grafos,121145,A,dsc
8,8,8,-1,8,20122,1411170,Teoria dos Grafos,121162,A,dsc
7.7,10,8.9,-1,8.9,20122,1411170,Teoria dos Grafos,121139,A,dsc
10,10,10,-1,10,20122,1411170,Teoria dos Grafos,121132,A,dsc
10,8.8,9.4,-1,9.4,20122,1411170,Teoria dos Grafos,121289,A,dsc
5.9,6.5,6.3,6.5,6.3,20122,1411170,Teoria dos Grafos,121739,A,dsc
6.5,8.8,7.7,-1,7.7,20122,1411170,Teoria dos Grafos,121237,A,dsc
5,8,7,7.7,7,20122,1411170,Teoria dos Grafos,12177,A,dsc
7.1,8.2,7.7,-1,7.7,20122,1411170,Teoria dos Grafos,121648,A,dsc
3,7,5.8,7,5.8,20122,1411170,Teoria dos Grafos,121271,A,dsc
3,6.6,3.7,2,3.7,20122,1411170,Teoria dos Grafos,112465,R,dsc
7,7.6,7.3,-1,7.3,20122,1411170,Teoria dos Grafos,112347,A,dsc
10,10,10,-1,10,20122,1411170,Teoria dos Grafos,121286,A,dsc
7.8,8,7.9,-1,7.9,20122,1411170,Teoria dos Grafos,121600,A,dsc
8.5,8,8.3,-1,8.3,20122,1411170,Teoria dos Grafos,121423,A,dsc
7.5,9,8.3,-1,8.3,20122,1411170,Teoria dos Grafos,121385,A,dsc
6.5,7.8,7.2,-1,7.2,20122,1411170,Teoria dos Grafos,121708,A,dsc
3.5,6,3.5,1.5,3.5,20112,1411170,Teoria dos Grafos,102430,R,dsc
6.5,8,7.3,-1,7.3,20112,1411170,Teoria dos Grafos,111241,A,dsc
5.5,7.5,6.2,5.8,6.2,20112,1411170,Teoria dos Grafos,102483,A,dsc
7.5,8.5,8,-1,8,20112,1411170,Teoria dos Grafos,111412,A,dsc
4.3,5.5,3.9,2.5,3.9,20112,1411170,Teoria dos Grafos,102326,R,dsc
6.8,9.5,8.2,-1,8.2,20112,1411170,Teoria dos Grafos,111186,A,dsc
2.5,5.5,2.4,-1,2.4,20112,1411170,Teoria dos Grafos,102795,R,dsc
5.5,7.7,7.2,8,7.2,20112,1411170,Teoria dos Grafos,111585,A,dsc
9,8.5,8.8,-1,8.8,20112,1411170,Teoria dos Grafos,111258,A,dsc
8.5,7,7.8,-1,7.8,20112,1411170,Teoria dos Grafos,111787,A,dsc
6.4,6,5,3.3,5,20112,1411170,Teoria dos Grafos,10257,A,dsc
2.5,7,3.9,2.5,3.9,20112,1411170,Teoria dos Grafos,101439,R,dsc
7.8,9.5,8.7,-1,8.7,20112,1411170,Teoria dos Grafos,11137,A,dsc
4.5,6,6,7,6,20112,1411170,Teoria dos Grafos,111386,A,dsc
3.5,3.5,3.5,-1,3.5,20112,1411170,Teoria dos Grafos,111197,R,dsc
6,7.5,5.7,4,5.7,20112,1411170,Teoria dos Grafos,101260,A,dsc
3.5,8.8,5,3.1,5,20112,1411170,Teoria dos Grafos,111138,A,dsc
7,8,7.5,-1,7.5,20112,1411170,Teoria dos Grafos,111477,A,dsc
10,9.5,9.8,-1,9.8,20112,1411170,Teoria dos Grafos,11134,A,dsc
5.9,9.7,7.8,-1,7.8,20112,1411170,Teoria dos Grafos,111382,A,dsc
4.5,6,5,4.5,5,20112,1411170,Teoria dos Grafos,102157,A,dsc
9.7,9.7,9.7,-1,9.7,20112,1411170,Teoria dos Grafos,111588,A,dsc
8.5,8,8.3,-1,8.3,20112,1411170,Teoria dos Grafos,111770,A,dsc
6,8.5,7.3,-1,7.3,20112,1411170,Teoria dos Grafos,10135,A,dsc
6.1,9,7.6,-1,7.6,20112,1411170,Teoria dos Grafos,111312,A,dsc
8.6,7,7.8,-1,7.8,20112,1411170,Teoria dos Grafos,111671,A,dsc
7.8,5.6,5,2.5,5,20112,1411170,Teoria dos Grafos,111147,A,dsc
3,5.6,2.6,-1,2.6,20112,1411170,Teoria dos Grafos,111306,R,dsc
7.4,6.5,7,-1,7,20112,1411170,Teoria dos Grafos,11167,A,dsc
5,8.5,6,4.8,6,20112,1411170,Teoria dos Grafos,111653,A,dsc
5.3,5,5,4.7,5,20112,1411170,Teoria dos Grafos,102621,A,dsc
4.5,7,5,3.7,5,20112,1411170,Teoria dos Grafos,111194,A,dsc
8,9.7,8.9,-1,8.9,20112,1411170,Teoria dos Grafos,111255,A,dsc
10,9.5,9.8,-1,9.8,20112,1411170,Teoria dos Grafos,111542,A,dsc
8.1,9,8.6,-1,8.6,20112,1411170,Teoria dos Grafos,111218,A,dsc
8.5,9.7,9.1,-1,9.1,20112,1411170,Teoria dos Grafos,111433,A,dsc
7.5,8,7.8,-1,7.8,20112,1411170,Teoria dos Grafos,111509,A,dsc
9.5,7,8.3,-1,8.3,20112,1411170,Teoria dos Grafos,111370,A,dsc
8.3,5.6,7,-1,7,20112,1411170,Teoria dos Grafos,111384,A,dsc
10,7.2,8.6,-1,8.6,20112,1411170,Teoria dos Grafos,112690,A,dsc
5,9,7,-1,7,20112,1411170,Teoria dos Grafos,102376,A,dsc
5.4,7.7,6,5,6,20112,1411170,Teoria dos Grafos,111379,A,dsc
3,7,3,-1,3,20112,1411170,Teoria dos Grafos,102744,R,dsc
6.8,5.5,5.3,4,5.3,20112,1411170,Teoria dos Grafos,102318,A,dsc
3,6,3.1,1,3.1,20112,1411170,Teoria dos Grafos,102309,R,dsc
4,7.5,5,3.8,5,20112,1411170,Teoria dos Grafos,102699,A,dsc
7,8,7.5,-1,7.5,20112,1411170,Teoria dos Grafos,111606,A,dsc
6,7.5,7,7.3,7,20112,1411170,Teoria dos Grafos,102469,A,dsc
9,8,8.5,-1,8.5,20112,1411170,Teoria dos Grafos,111590,A,dsc
8.4,5.6,7,-1,7,20112,1411170,Teoria dos Grafos,111123,A,dsc
9,8,8.5,-1,8.5,20112,1411170,Teoria dos Grafos,111334,A,dsc
7.3,9.5,8.4,-1,8.4,20112,1411170,Teoria dos Grafos,11191,A,dsc
4.5,5,6.3,8.5,6.3,20112,1411170,Teoria dos Grafos,102489,A,dsc
7,10,8.5,-1,8.5,20112,1411170,Teoria dos Grafos,101758,A,dsc
8.8,9.2,9,-1,9,20112,1411170,Teoria dos Grafos,11155,A,dsc
10,10,10,-1,10,20112,1411170,Teoria dos Grafos,111243,A,dsc
4.1,7,3.8,1,3.8,20112,1411170,Teoria dos Grafos,111213,R,dsc
10,10,10,-1,10,20112,1411170,Teoria dos Grafos,111713,A,dsc
8,7,7.5,-1,7.5,20112,1411170,Teoria dos Grafos,111212,A,dsc
10,7,8.5,-1,8.5,20112,1411170,Teoria dos Grafos,111562,A,dsc
7.5,7,7.3,-1,7.3,20112,1411170,Teoria dos Grafos,111532,A,dsc
8,8,8,-1,8,20112,1411170,Teoria dos Grafos,111324,A,dsc
3.4,6,3.8,2.5,3.8,20112,1411170,Teoria dos Grafos,102726,R,dsc
8.5,6,7.3,-1,7.3,20112,1411170,Teoria dos Grafos,102654,A,dsc
4.9,5.5,3.9,2,3.9,20112,1411170,Teoria dos Grafos,111413,R,dsc
4.5,6,5.2,5,5.2,20112,1411170,Teoria dos Grafos,102792,A,dsc
8.5,9.5,9,-1,9,20112,1411170,Teoria dos Grafos,111735,A,dsc
2.5,7.7,5,4.8,5,20112,1411170,Teoria dos Grafos,111150,A,dsc
4,8.5,5.8,5,5.8,20112,1411170,Teoria dos Grafos,102531,A,dsc
9,10,9.5,-1,9.5,20112,1411170,Teoria dos Grafos,111463,A,dsc
7,8.7,7.9,-1,7.9,20112,1411242,TECC (Segurança em Redes de Computadores),081375,A,dsc
6.3,6.3,6.3,3.8,5.3,20112,1411242,TECC (Segurança em Redes de Computadores),111343,A,dsc
6.2,9.6,7.9,-1,7.9,20112,1411242,TECC (Segurança em Redes de Computadores),082545,A,dsc
7.2,10,8.6,-1,8.6,20112,1411242,TECC (Segurança em Redes de Computadores),081503,A,dsc
8.8,8.5,8.7,-1,8.7,20112,1411242,TECC (Segurança em Redes de Computadores),081125,A,dsc
8.8,9.6,9.2,-1,9.2,20112,1411242,TECC (Segurança em Redes de Computadores),081165,A,dsc
8.2,8.8,8.5,-1,8.5,20112,1411242,TECC (Segurança em Redes de Computadores),081589,A,dsc
7,9.2,8.1,-1,8.1,20112,1411242,TECC (Segurança em Redes de Computadores),081217,A,dsc
5.2,9.2,7.2,-1,7.2,20112,1411242,TECC (Segurança em Redes de Computadores),101356,A,dsc
6.5,8.8,7.7,-1,7.7,20112,1411242,TECC (Segurança em Redes de Computadores),072745,A,dsc
9.2,10,9.6,-1,9.6,20112,1411242,TECC (Segurança em Redes de Computadores),071488,A,dsc
6.8,10,8.4,-1,8.4,20112,1411242,TECC (Segurança em Redes de Computadores),071581,A,dsc
8.7,10,9.4,-1,9.4,20112,1411242,TECC (Segurança em Redes de Computadores),072727,A,dsc
5.7,8.8,7.3,-1,7.3,20112,1411242,TECC (Segurança em Redes de Computadores),062211,A,dsc
7.7,8.3,8,-1,8,20112,1411242,TECC (Segurança em Redes de Computadores),072662,A,dsc
7,10,8.5,-1,8.5,20112,1411242,TECC (Segurança em Redes de Computadores),071229,A,dsc
8.2,9.6,8.9,-1,8.9,20112,1411242,TECC (Segurança em Redes de Computadores),071128,A,dsc
5.9,7,6.5,4.2,5.6,20112,1411242,TECC (Segurança em Redes de Computadores),071632,A,dsc
5.4,10,7.7,-1,7.7,20112,1411242,TECC (Segurança em Redes de Computadores),071383,A,dsc
5.5,8.5,7,-1,7,20112,1411242,TECC (Segurança em Redes de Computadores),06218,A,dsc
7.7,10,4.8,-1,7.5,20112,1411243,TECC (Algoritmos Avançados I),1015,A,dsc
1,3.3,2,-1,2.1,20112,1411243,TECC (Algoritmos Avançados I),111292,R,dsc
7.2,8.2,7.2,-1,7.5,20112,1411243,TECC (Algoritmos Avançados I),101602,A,dsc
6.2,5.8,5.2,6,5.8,20112,1411243,TECC (Algoritmos Avançados I),102403,A,dsc
10,10,10,-1,10,20112,1411243,TECC (Algoritmos Avançados I),101146,A,dsc
7.2,8.5,5.2,-1,7,20112,1411243,TECC (Algoritmos Avançados I),091495,A,dsc
8.3,10,8.2,-1,8.8,20112,1411243,TECC (Algoritmos Avançados I),111463,A,dsc
10,10,8.7,-1,9.6,20112,1411243,TECC (Algoritmos Avançados I),101461,A,dsc
10,10,10,-1,10,20112,1411243,TECC (Algoritmos Avançados I),111713,A,dsc
8,8,8,-1,8,20111,1411238,Seminários (Educação Ambiental),111716,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),102181,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),082545,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),05275,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),082121,A,humanas
8.5,8.5,8.5,-1,8.5,20111,1411238,Seminários (Educação Ambiental),091120,A,humanas
8,8,8,-1,8,20111,1411238,Seminários (Educação Ambiental),091445,A,humanas
8.5,8.5,8.5,-1,8.5,20111,1411238,Seminários (Educação Ambiental),062634,A,humanas
8,8,8,-1,8,20111,1411238,Seminários (Educação Ambiental),071643,A,humanas
8,9,7,-1,8,20111,1411238,Seminários (Educação Ambiental),091372,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),101207,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),052788,A,humanas
8.5,9,8,-1,8.5,20111,1411238,Seminários (Educação Ambiental),091732,A,humanas
8.5,9,8,-1,8.5,20111,1411238,Seminários (Educação Ambiental),091674,A,humanas
8.5,8.5,8.5,-1,8.5,20111,1411238,Seminários (Educação Ambiental),091534,A,humanas
9,9,9,-1,9,20111,1411238,Seminários (Educação Ambiental),092187,A,humanas
8.5,9,8,-1,8.5,20111,1411238,Seminários (Educação Ambiental),082556,A,humanas
8.5,8,9,-1,8.5,20111,1411238,Seminários (Educação Ambiental),111117,A,humanas
