"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez","departamento"
1.5,5.3,0.2,-1,2.3,20111,1109103,Cálculo Diferencial e Integral I,102672,R,1,dme
5.9,5.1,4.7,4.7,5,20121,1109103,Cálculo Diferencial e Integral I,102672,A,2,dme
1.5,3.9,0.2,-1,1.9,20111,1109103,Cálculo Diferencial e Integral I,102301,R,1,dme
8,3.8,0.2,3.7,3.9,20112,1109103,Cálculo Diferencial e Integral I,102301,R,2,dme
2,4.8,0.2,-1,2.3,20111,1109103,Cálculo Diferencial e Integral I,102792,R,1,dme
7,5.7,5.5,5,5.7,20121,1109103,Cálculo Diferencial e Integral I,102792,A,2,dme
3.5,3,0.2,-1,2.2,20111,1109103,Cálculo Diferencial e Integral I,102318,R,1,dme
7.1,5.5,1.5,5.5,5,20121,1109103,Cálculo Diferencial e Integral I,102318,A,2,dme
2,0,0,-1,0.7,20111,1109103,Cálculo Diferencial e Integral I,102740,R,1,dme
5.8,2.6,4.5,6.5,5.2,20112,1109103,Cálculo Diferencial e Integral I,102740,A,2,dme
2,6,4,4.3,4.1,20111,1109103,Cálculo Diferencial e Integral I,102699,R,1,dme
8.7,8.1,2,7.1,6.6,20112,1109103,Cálculo Diferencial e Integral I,102699,A,2,dme
3,0.5,0.2,-1,1.2,20111,1109103,Cálculo Diferencial e Integral I,102664,R,1,dme
7.5,1.5,5.7,7.1,5.8,20121,1109103,Cálculo Diferencial e Integral I,102664,A,2,dme
2,1.2,1,-1,1.4,20111,1109103,Cálculo Diferencial e Integral I,102598,R,1,dme
1.5,1.7,0.3,-1,1.2,20121,1109103,Cálculo Diferencial e Integral I,102598,R,2,dme
0.2,1,0.2,-1,0.5,20111,1109103,Cálculo Diferencial e Integral I,102124,R,1,dme
5.9,4,3.5,6.5,5.3,20112,1109103,Cálculo Diferencial e Integral I,102124,A,2,dme
1,1.5,0,-1,0.8,20111,1109103,Cálculo Diferencial e Integral I,10252,R,1,dme
0,1,0.2,-1,0.4,20112,1109103,Cálculo Diferencial e Integral I,10252,R,2,dme
4,1.8,1.8,-1,2.5,20111,1109103,Cálculo Diferencial e Integral I,102765,R,1,dme
4,0.5,3,-1,2.5,20112,1109103,Cálculo Diferencial e Integral I,102765,R,2,dme
4,3.1,2.8,-1,3.3,20121,1109103,Cálculo Diferencial e Integral I,102446,R,2,dme
0,0.2,0.5,-1,0.2,20112,1109103,Cálculo Diferencial e Integral I,102446,R,1,dme
5.3,5.5,2.5,2,3.4,20111,1109103,Cálculo Diferencial e Integral I,111359,R,1,dme
4,7.5,3.3,7.2,5.8,20112,1109103,Cálculo Diferencial e Integral I,111359,A,2,dme
0.6,0.5,0,-1,0.4,20111,1109103,Cálculo Diferencial e Integral I,111194,R,1,dme
6,3,3,4,4,20121,1109103,Cálculo Diferencial e Integral I,111194,R,3,dme
2,4.4,0.7,-1,2.4,20122,1109103,Cálculo Diferencial e Integral I,111194,R,4,dme
6,2,2.5,-1,3.5,20112,1109103,Cálculo Diferencial e Integral I,111194,R,2,dme
3,1.2,0.3,-1,1.5,20111,1109103,Cálculo Diferencial e Integral I,111129,R,1,dme
5.8,4.5,0,-1,3.4,20112,1109103,Cálculo Diferencial e Integral I,111129,R,2,dme
0,1.5,0.5,-1,0.7,20111,1109103,Cálculo Diferencial e Integral I,111255,R,1,dme
5,2.7,1,-1,2.9,20112,1109103,Cálculo Diferencial e Integral I,111255,R,2,dme
0.8,0,0,-1,0.3,20111,1109103,Cálculo Diferencial e Integral I,111435,R,1,dme
1,8.8,5.8,6.5,5.7,20112,1109103,Cálculo Diferencial e Integral I,111435,A,2,dme
5.5,4.9,2.7,4,4.2,20111,1109103,Cálculo Diferencial e Integral I,111532,R,1,dme
7.7,9,3.5,9.5,7.8,20112,1109103,Cálculo Diferencial e Integral I,111532,A,2,dme
1.5,0,0,-1,0.5,20111,1109103,Cálculo Diferencial e Integral I,111150,R,1,dme
0,0,0,-1,0,20112,1109103,Cálculo Diferencial e Integral I,111150,R,2,dme
0.8,1.8,0,-1,0.9,20111,1109103,Cálculo Diferencial e Integral I,111353,R,1,dme
0,0,0,-1,0,20112,1109103,Cálculo Diferencial e Integral I,111353,R,2,dme
7,3,4.8,2.5,3.9,20111,1109103,Cálculo Diferencial e Integral I,111123,R,1,dme
8,6.8,5.5,4.7,6,20112,1109103,Cálculo Diferencial e Integral I,111123,A,2,dme
3.6,2.3,0,-1,2,20111,1109103,Cálculo Diferencial e Integral I,111555,R,1,dme
10,9.5,1.5,-1,7,20121,1109103,Cálculo Diferencial e Integral I,111555,A,3,dme
3.8,3.3,0,-1,2.4,20112,1109103,Cálculo Diferencial e Integral I,111555,R,2,dme
4.7,3.2,0.5,-1,2.8,20111,1109103,Cálculo Diferencial e Integral I,111382,R,1,dme
9.1,2,3.5,7.4,5.9,20112,1109103,Cálculo Diferencial e Integral I,111382,A,2,dme
0.5,1.1,0,-1,0.5,20111,1109103,Cálculo Diferencial e Integral I,111582,R,1,dme
4,3,5,5,4.4,20121,1109103,Cálculo Diferencial e Integral I,111582,R,3,dme
4,0,1.5,-1,1.8,20112,1109103,Cálculo Diferencial e Integral I,111582,R,2,dme
2,1.2,0.2,-1,1.1,20111,1109103,Cálculo Diferencial e Integral I,111689,R,1,dme
1,3.8,3.5,-1,2.8,20112,1109103,Cálculo Diferencial e Integral I,111689,R,2,dme
1,3,0.5,-1,1.5,20111,1109103,Cálculo Diferencial e Integral I,111213,R,1,dme
6.2,4.2,2,6.3,5,20112,1109103,Cálculo Diferencial e Integral I,111213,A,2,dme
3,3.5,0.5,-1,2.3,20111,1109103,Cálculo Diferencial e Integral I,111415,R,1,dme
9.1,6.5,5.5,-1,7,20112,1109103,Cálculo Diferencial e Integral I,111415,A,2,dme
0.7,0,0,-1,0.2,20111,1109103,Cálculo Diferencial e Integral I,111198,R,1,dme
0,0,0,-1,0,20112,1109103,Cálculo Diferencial e Integral I,111198,R,2,dme
0.2,2.3,0,-1,0.8,20111,1109103,Cálculo Diferencial e Integral I,11155,R,1,dme
4.3,4.8,5.3,7,5.7,20112,1109103,Cálculo Diferencial e Integral I,11155,A,2,dme
0.5,2.5,1,-1,1.3,20111,1109103,Cálculo Diferencial e Integral I,111186,R,1,dme
3.2,0.5,0.5,-1,1.4,20112,1109103,Cálculo Diferencial e Integral I,111186,R,2,dme
2.1,5.2,4.7,5,4.4,20111,1109103,Cálculo Diferencial e Integral I,111258,R,1,dme
7.8,7.6,1.5,5.7,5.6,20112,1109103,Cálculo Diferencial e Integral I,111258,A,2,dme
5.3,5.7,2.8,3.8,4.3,20111,1109103,Cálculo Diferencial e Integral I,111653,R,1,dme
9.1,7.3,6.5,-1,7.6,20112,1109103,Cálculo Diferencial e Integral I,111653,A,2,dme
0.5,1,0,-1,0.5,20111,1109103,Cálculo Diferencial e Integral I,111263,R,1,dme
4,2.5,5.5,6.5,5,20112,1109103,Cálculo Diferencial e Integral I,111263,A,2,dme
1,1.2,0.5,-1,0.9,20111,1109103,Cálculo Diferencial e Integral I,11161,R,1,dme
1.5,0,0,-1,0.5,20112,1109103,Cálculo Diferencial e Integral I,11161,R,2,dme
3,0.9,0,-1,1.3,20111,1109103,Cálculo Diferencial e Integral I,111477,R,1,dme
5.9,4.1,3.5,8.2,6,20112,1109103,Cálculo Diferencial e Integral I,111477,A,2,dme
0.5,1.5,0,-1,0.7,20111,1109103,Cálculo Diferencial e Integral I,111355,R,1,dme
3,6,4,3.7,4.1,20121,1109103,Cálculo Diferencial e Integral I,111355,R,3,dme
5,1.7,0,-1,2.2,20122,1109103,Cálculo Diferencial e Integral I,111355,R,4,dme
1,0.5,1.5,-1,1,20112,1109103,Cálculo Diferencial e Integral I,111355,R,2,dme
0.5,0.2,0,-1,0.2,20111,1109103,Cálculo Diferencial e Integral I,111413,R,1,dme
3.5,6,4.5,6,5.2,20112,1109103,Cálculo Diferencial e Integral I,111413,A,2,dme
0.5,0.5,0.2,-1,0.4,20111,1109103,Cálculo Diferencial e Integral I,111630,R,1,dme
7.8,5.6,5.1,5,5.7,20121,1109103,Cálculo Diferencial e Integral I,111630,A,3,dme
2.6,0,0,-1,0.9,20112,1109103,Cálculo Diferencial e Integral I,111630,R,2,dme
3.5,4.5,0.2,-1,2.7,20111,1109103,Cálculo Diferencial e Integral I,111147,R,1,dme
6,5.2,2,7,5.4,20112,1109103,Cálculo Diferencial e Integral I,111147,A,2,dme
9.5,9,4.5,-1,7.7,20121,1109103,Cálculo Diferencial e Integral I,112175,A,2,dme
3.5,5.5,0.5,-1,3.2,20112,1109103,Cálculo Diferencial e Integral I,112175,R,1,dme
4.5,7.5,6,4.5,5.4,20121,1109103,Cálculo Diferencial e Integral I,112381,A,2,dme
3.5,2.5,0,-1,2,20112,1109103,Cálculo Diferencial e Integral I,112381,R,1,dme
3.9,0,2.4,-1,2.1,20121,1109103,Cálculo Diferencial e Integral I,112784,R,2,dme
0.5,0,0,-1,0.2,20112,1109103,Cálculo Diferencial e Integral I,112784,R,1,dme
0,0.3,0,-1,0.1,20121,1109103,Cálculo Diferencial e Integral I,112717,R,2,dme
2,1,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112717,R,1,dme
3.9,2.5,0,-1,2.1,20121,1109103,Cálculo Diferencial e Integral I,112683,R,2,dme
3.5,2.5,0,-1,2,20112,1109103,Cálculo Diferencial e Integral I,112683,R,1,dme
7,5.5,5.5,6.5,6.2,20121,1109103,Cálculo Diferencial e Integral I,112486,A,2,dme
5,2,0.5,-1,2.5,20112,1109103,Cálculo Diferencial e Integral I,112486,R,1,dme
3,2.5,2,-1,2.5,20121,1109103,Cálculo Diferencial e Integral I,112638,R,2,dme
3,0,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112638,R,1,dme
2,3,1,-1,2,20121,1109103,Cálculo Diferencial e Integral I,112702,R,2,dme
3.5,2,1.5,-1,2.3,20122,1109103,Cálculo Diferencial e Integral I,112702,R,3,dme
0,0,0,-1,0,20112,1109103,Cálculo Diferencial e Integral I,112702,R,1,dme
0,0.5,0,-1,0.2,20121,1109103,Cálculo Diferencial e Integral I,112718,R,2,dme
2.5,1.5,0,-1,1.3,20112,1109103,Cálculo Diferencial e Integral I,112718,R,1,dme
0,1,3,-1,1.3,20121,1109103,Cálculo Diferencial e Integral I,112734,R,2,dme
0,1.5,0,-1,0.5,20112,1109103,Cálculo Diferencial e Integral I,112734,R,1,dme
6.5,1,1,-1,2.8,20121,1109103,Cálculo Diferencial e Integral I,112283,R,2,dme
3.5,0.4,2.5,-1,2.1,20122,1109103,Cálculo Diferencial e Integral I,112283,R,3,dme
3,0,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112283,R,1,dme
2,2.5,0.5,-1,1.7,20121,1109103,Cálculo Diferencial e Integral I,112566,R,2,dme
2,0,0,-1,0.7,20112,1109103,Cálculo Diferencial e Integral I,112566,R,1,dme
5.3,8,1.8,5,5,20121,1109103,Cálculo Diferencial e Integral I,112171,A,2,dme
2.5,0.5,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112171,R,1,dme
4,4,2.5,-1,3.5,20121,1109103,Cálculo Diferencial e Integral I,112624,R,2,dme
4.7,7.5,4.8,7.8,6.5,20122,1109103,Cálculo Diferencial e Integral I,112624,A,3,dme
2,0,0,-1,0.7,20112,1109103,Cálculo Diferencial e Integral I,112624,R,1,dme
7,0,0,-1,2.3,20121,1109103,Cálculo Diferencial e Integral I,112527,R,2,dme
3,0,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112527,R,1,dme
8,8,6.5,-1,7.5,20121,1109103,Cálculo Diferencial e Integral I,112347,A,2,dme
3,0,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112347,R,1,dme
7,4.5,2.5,2,3.6,20121,1109103,Cálculo Diferencial e Integral I,112167,R,2,dme
3.4,4.5,4,5.5,4.6,20122,1109103,Cálculo Diferencial e Integral I,112167,R,3,dme
2.5,0,2.5,-1,1.7,20112,1109103,Cálculo Diferencial e Integral I,112167,R,1,dme
7.5,3.5,4.5,4.8,5,20121,1109103,Cálculo Diferencial e Integral I,11254,A,2,dme
0,1.5,0,-1,0.5,20112,1109103,Cálculo Diferencial e Integral I,11254,R,1,dme
8,6,4.5,5.5,5.9,20121,1109103,Cálculo Diferencial e Integral I,11285,A,2,dme
4.5,0,0,-1,1.5,20112,1109103,Cálculo Diferencial e Integral I,11285,R,1,dme
0,0.5,0,-1,0.2,20121,1109103,Cálculo Diferencial e Integral I,11282,R,2,dme
2.5,1.5,0,-1,1.3,20112,1109103,Cálculo Diferencial e Integral I,11282,R,1,dme
5.5,3.5,7,5,5.2,20121,1109103,Cálculo Diferencial e Integral I,112201,A,2,dme
3,0,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,112201,R,1,dme
0.5,0,0,-1,0.2,20121,1109103,Cálculo Diferencial e Integral I,112434,R,2,dme
0,0,0,-1,0,20112,1109103,Cálculo Diferencial e Integral I,112434,R,1,dme
2,0,0,-1,0.7,20121,1109103,Cálculo Diferencial e Integral I,112490,R,2,dme
0,1.5,0,-1,0.5,20112,1109103,Cálculo Diferencial e Integral I,112490,R,1,dme
6.5,6,5.5,4.5,5.4,20121,1109103,Cálculo Diferencial e Integral I,112354,A,2,dme
5,4,0,-1,3,20112,1109103,Cálculo Diferencial e Integral I,112354,R,1,dme
4.5,6,4.3,5.1,5,20121,1109103,Cálculo Diferencial e Integral I,112303,A,2,dme
1.5,0,0,-1,0.5,20112,1109103,Cálculo Diferencial e Integral I,112303,R,1,dme
6.5,5,4,4.8,5,20121,1109103,Cálculo Diferencial e Integral I,112500,A,2,dme
5,2,0.5,-1,2.5,20112,1109103,Cálculo Diferencial e Integral I,112500,R,1,dme
2.5,1,0.5,-1,1.3,20121,1109103,Cálculo Diferencial e Integral I,112287,R,2,dme
3,0,0.5,-1,1.2,20112,1109103,Cálculo Diferencial e Integral I,112287,R,1,dme
5,5.3,4,6,5.3,20121,1109103,Cálculo Diferencial e Integral I,112785,A,2,dme
2.5,0.5,0.5,-1,1.2,20112,1109103,Cálculo Diferencial e Integral I,112785,R,1,dme
5,0,0,-1,1.7,20121,1109103,Cálculo Diferencial e Integral I,112290,R,2,dme
3.5,0,0,-1,1.2,20112,1109103,Cálculo Diferencial e Integral I,112290,R,1,dme
9,4,5,4,5.2,20121,1109103,Cálculo Diferencial e Integral I,112573,A,2,dme
2.3,2,0,-1,1.4,20112,1109103,Cálculo Diferencial e Integral I,112573,R,1,dme
5.5,1.5,1.7,-1,2.9,20121,1109103,Cálculo Diferencial e Integral I,112665,R,2,dme
0.8,0,0,-1,0.3,20112,1109103,Cálculo Diferencial e Integral I,112665,R,1,dme
7.5,1,1,-1,3.2,20121,1109103,Cálculo Diferencial e Integral I,112317,R,2,dme
1,2.5,0,-1,1.2,20112,1109103,Cálculo Diferencial e Integral I,112317,R,1,dme
7.5,8.5,7,-1,7.7,20121,1109103,Cálculo Diferencial e Integral I,112438,A,2,dme
2.7,3.5,0,-1,2.1,20112,1109103,Cálculo Diferencial e Integral I,112438,R,1,dme
6.8,2.5,2.7,3.1,3.6,20121,1109103,Cálculo Diferencial e Integral I,121452,R,1,dme
4.6,2.4,5,5.6,4.6,20122,1109103,Cálculo Diferencial e Integral I,121452,R,2,dme
4.9,6.1,1.5,3.5,3.9,20121,1109103,Cálculo Diferencial e Integral I,12177,R,1,dme
7,6.2,4,8.8,6.9,20122,1109103,Cálculo Diferencial e Integral I,12177,A,2,dme
4.3,5.1,3.4,-1,2.6,20121,1109103,Cálculo Diferencial e Integral I,121668,R,1,dme
2.3,6.5,4.6,6.1,5.1,20122,1109103,Cálculo Diferencial e Integral I,121668,A,2,dme
5.5,4,2.5,-1,2.4,20121,1109103,Cálculo Diferencial e Integral I,121305,R,1,dme
4,4.9,5.5,6.6,5.5,20122,1109103,Cálculo Diferencial e Integral I,121305,A,2,dme
7.4,1.9,4.8,2.1,3.7,20121,1109103,Cálculo Diferencial e Integral I,121648,R,1,dme
4.4,5.7,4.4,6.8,5.6,20122,1109103,Cálculo Diferencial e Integral I,121648,A,2,dme
4.7,3.5,0,-1,2.7,20121,1109103,Cálculo Diferencial e Integral I,121250,R,1,dme
4,2.1,0,-1,2,20122,1109103,Cálculo Diferencial e Integral I,121250,R,2,dme
3.6,3.2,0.8,-1,2.5,20121,1109103,Cálculo Diferencial e Integral I,121601,R,1,dme
3.7,0.5,5,-1,3.1,20122,1109103,Cálculo Diferencial e Integral I,121601,R,2,dme
2.9,1.3,4.3,-1,2.8,20121,1109103,Cálculo Diferencial e Integral I,121145,R,1,dme
1.4,5.8,3.2,-1,3.5,20122,1109103,Cálculo Diferencial e Integral I,121145,R,2,dme
5.5,2,1.4,-1,3,20121,1109103,Cálculo Diferencial e Integral I,12173,R,1,dme
8,8.7,4.8,-1,7.2,20122,1109103,Cálculo Diferencial e Integral I,12173,A,2,dme
4.9,0,0,-1,1.6,20121,1109103,Cálculo Diferencial e Integral I,121777,R,1,dme
0,0.8,0,-1,0.3,20122,1109103,Cálculo Diferencial e Integral I,121777,R,2,dme
4.2,0,0,-1,1.4,20121,1109103,Cálculo Diferencial e Integral I,121669,R,1,dme
2.3,0.8,1,-1,1.4,20122,1109103,Cálculo Diferencial e Integral I,121669,R,2,dme
2.5,1.9,3.4,-1,2.6,20121,1109103,Cálculo Diferencial e Integral I,12136,R,1,dme
0.5,2.5,5,-1,2.7,20122,1109103,Cálculo Diferencial e Integral I,12136,R,2,dme
4.8,1.3,0.2,-1,2.1,20121,1109103,Cálculo Diferencial e Integral I,121277,R,1,dme
5.8,1.5,3,-1,3.4,20122,1109103,Cálculo Diferencial e Integral I,121277,R,2,dme
1.4,0,0,-1,0.5,20121,1109103,Cálculo Diferencial e Integral I,121261,R,1,dme
0,0,0,-1,0,20122,1109103,Cálculo Diferencial e Integral I,121261,R,2,dme
2.1,4.4,1.5,-1,2.7,20121,1109103,Cálculo Diferencial e Integral I,121516,R,1,dme
0.8,2.8,2.3,-1,2,20122,1109103,Cálculo Diferencial e Integral I,121516,R,2,dme
0,1,0,-1,0.3,20121,1109103,Cálculo Diferencial e Integral I,121237,R,1,dme
0,0,1,-1,0.3,20122,1109103,Cálculo Diferencial e Integral I,121237,R,2,dme
0,1,0.5,-1,0.5,20121,1109103,Cálculo Diferencial e Integral I,12194,R,1,dme
0.7,0,0,-1,0.2,20122,1109103,Cálculo Diferencial e Integral I,12194,R,2,dme
1.5,0.7,0,-1,0.7,20121,1109103,Cálculo Diferencial e Integral I,121428,R,1,dme
1.3,4.4,0,-1,1.9,20122,1109103,Cálculo Diferencial e Integral I,121428,R,2,dme
0,0.7,0,-1,0.2,20121,1109103,Cálculo Diferencial e Integral I,121743,R,1,dme
0,0,0,-1,0,20122,1109103,Cálculo Diferencial e Integral I,121743,R,2,dme
3.3,5.9,3.4,5.5,4.7,20111,1109113,Matemática Discreta,092242,R,1,dme
4,3.2,5.1,0,2.5,20112,1109113,Matemática Discreta,092242,R,2,dme
4.1,4.6,3.3,3.5,3.8,20111,1109113,Matemática Discreta,092584,R,1,dme
6.1,8,8,-1,7.4,20122,1109113,Matemática Discreta,092584,A,2,dme
3.5,3.7,1.6,-1,2.9,20111,1109113,Matemática Discreta,092686,R,1,dme
2.8,3.2,5.9,9.3,6.1,20112,1109113,Matemática Discreta,092686,A,2,dme
2.1,5.3,5.2,4.7,4.4,20111,1109113,Matemática Discreta,101164,R,1,dme
6.6,5.7,3.7,5,5.2,20112,1109113,Matemática Discreta,101164,A,2,dme
0.7,4,5.7,-1,3.5,20111,1109113,Matemática Discreta,101758,R,1,dme
5.2,4.4,6.5,4.4,5,20112,1109113,Matemática Discreta,101758,A,2,dme
6.1,3.9,3.7,4.3,4.5,20111,1109113,Matemática Discreta,101519,R,1,dme
5.3,5.4,6.8,5.7,5.8,20112,1109113,Matemática Discreta,101519,A,2,dme
5.3,4.1,5.9,1.3,3.6,20111,1109113,Matemática Discreta,102577,R,1,dme
4,3.6,7,6.2,5.4,20112,1109113,Matemática Discreta,102577,A,2,dme
4.1,7.2,6.8,4,5.2,20122,1109113,Matemática Discreta,102531,A,2,dme
1.7,2.6,4.7,-1,3,20112,1109113,Matemática Discreta,102531,R,1,dme
3.7,7.3,5.9,2.5,4.4,20111,1109113,Matemática Discreta,102208,R,1,dme
4.6,6.4,7,4.5,5.4,20112,1109113,Matemática Discreta,102208,A,2,dme
1.6,2.6,0,-1,1.4,20121,1109113,Matemática Discreta,102276,R,2,dme
1.8,4.5,6,4.8,4.4,20112,1109113,Matemática Discreta,102276,R,1,dme
1.5,5.9,4.9,3,3.7,20121,1109113,Matemática Discreta,102609,R,1,dme
6.6,6,6.1,6,6.1,20122,1109113,Matemática Discreta,102609,A,2,dme
2,4.6,6,0.5,2.7,20121,1109113,Matemática Discreta,102635,R,2,dme
6.2,5,3.2,2.5,3.9,20112,1109113,Matemática Discreta,102635,R,1,dme
1.4,4.4,2.4,-1,2.7,20111,1109113,Matemática Discreta,102483,R,1,dme
5.4,7.3,6.3,3.3,5.1,20121,1109113,Matemática Discreta,102483,A,2,dme
7.1,4.8,1.9,4.5,4.6,20111,1109113,Matemática Discreta,102476,R,1,dme
7.1,6.1,8.8,-1,7.3,20112,1109113,Matemática Discreta,102476,A,2,dme
4.7,6,8.4,4.5,5.6,20121,1109113,Matemática Discreta,102792,A,2,dme
3.5,3.9,3.7,-1,3.7,20112,1109113,Matemática Discreta,102792,R,1,dme
3.6,6.3,5.5,3.5,4.5,20121,1109113,Matemática Discreta,102699,R,1,dme
5.8,4.4,2.6,8,5.8,20122,1109113,Matemática Discreta,102699,A,2,dme
5.4,5.9,6.3,2.9,4.7,20111,1109113,Matemática Discreta,102775,R,1,dme
4.4,7.6,9.8,-1,7.3,20112,1109113,Matemática Discreta,102775,A,2,dme
1.5,5.6,6.7,3.5,4.2,20121,1109113,Matemática Discreta,102723,R,1,dme
3.5,6.5,7.3,1,3.9,20122,1109113,Matemática Discreta,102723,R,2,dme
3.3,4.9,8.3,2.5,4.3,20121,1109113,Matemática Discreta,102326,R,2,dme
4.3,4.4,7.5,5.2,5.3,20122,1109113,Matemática Discreta,102326,A,3,dme
3.7,6.5,7,2,4.2,20112,1109113,Matemática Discreta,102326,R,1,dme
4.9,8.7,4.9,7.8,6.8,20121,1109113,Matemática Discreta,111312,A,2,dme
3.3,3,2.5,-1,2.9,20112,1109113,Matemática Discreta,111312,R,1,dme
4.1,4.1,7.1,5.5,5.3,20121,1109113,Matemática Discreta,111435,A,2,dme
3,3.2,5.1,-1,3.8,20112,1109113,Matemática Discreta,111435,R,1,dme
2.1,5,7.5,3.5,4.3,20121,1109113,Matemática Discreta,111353,R,2,dme
4.3,1.4,0,-1,1.9,20112,1109113,Matemática Discreta,111353,R,1,dme
0,0,0,-1,0,20122,1109113,Matemática Discreta,111555,R,2,dme
3.4,5,0,-1,2.8,20112,1109113,Matemática Discreta,111555,R,1,dme
2.3,6.4,7.8,4.5,5.1,20121,1109113,Matemática Discreta,111138,A,2,dme
2.3,1.4,3.5,-1,2.4,20112,1109113,Matemática Discreta,111138,R,1,dme
7.2,6.7,9.4,-1,7.8,20121,1109113,Matemática Discreta,111382,A,2,dme
6.3,6.2,4.7,2.7,4.5,20112,1109113,Matemática Discreta,111382,R,1,dme
4.4,5,6.5,1.5,3.8,20121,1109113,Matemática Discreta,111213,R,2,dme
8.1,6.1,6.1,7.4,7,20122,1109113,Matemática Discreta,111213,A,3,dme
4.5,3.1,3.9,-1,3.8,20112,1109113,Matemática Discreta,111213,R,1,dme
6,4.7,8.8,5.5,6.1,20121,1109113,Matemática Discreta,111412,A,2,dme
1,4.4,6,-1,3.8,20112,1109113,Matemática Discreta,111412,R,1,dme
4.7,4.4,5.9,3.3,4.3,20111,1109113,Matemática Discreta,111233,R,1,dme
7.9,7.5,6.3,-1,7.2,20112,1109113,Matemática Discreta,111233,A,2,dme
4.6,6.6,6.7,2,4.4,20121,1109113,Matemática Discreta,112135,R,1,dme
1.5,0,0,-1,0.5,20122,1109113,Matemática Discreta,112135,R,2,dme
5,5.5,5.2,2,3.9,20121,1109113,Matemática Discreta,112751,R,1,dme
3.6,5.4,4.1,7.7,5.7,20122,1109113,Matemática Discreta,112751,A,2,dme
2.6,2.9,5,-1,3.5,20121,1109113,Matemática Discreta,112638,R,1,dme
3.7,0.1,0.1,-1,1.3,20122,1109113,Matemática Discreta,112638,R,2,dme
2.9,3.8,5.7,-1,2.5,20121,1109113,Matemática Discreta,112130,R,1,dme
3.9,2.7,3.4,-1,3.3,20122,1109113,Matemática Discreta,112130,R,2,dme
3,2.7,7.3,3,3.8,20121,1109113,Matemática Discreta,112389,R,1,dme
5.3,2.5,5.1,3.3,3.9,20122,1109113,Matemática Discreta,112389,R,2,dme
4.9,6.3,5.2,2.3,4.2,20121,1109113,Matemática Discreta,112201,R,1,dme
7.1,6.4,6.7,4.5,5.8,20122,1109113,Matemática Discreta,112201,A,2,dme
2.5,5.5,6.2,4,4.4,20121,1109113,Matemática Discreta,121525,R,1,dme
1,3,5,-1,3,20122,1109113,Matemática Discreta,121525,R,2,dme
0.5,0,0.5,-1,0.3,20111,1114107,Probabilidade e Estatística,072724,R,1,dme
2.3,2.8,1.5,-1,2.2,20121,1114107,Probabilidade e Estatística,072724,R,3,dme
0.3,0.5,4.1,-1,1.6,20112,1114107,Probabilidade e Estatística,072724,R,2,dme
5,0,0,-1,1.7,20111,1114107,Probabilidade e Estatística,07268,R,1,dme
7,7.5,4,5.2,5.8,20121,1114107,Probabilidade e Estatística,07268,A,3,dme
4,3.5,5.8,2.5,3.6,20112,1114107,Probabilidade e Estatística,07268,R,2,dme
2.5,0,0,-1,0.8,20111,1114107,Probabilidade e Estatística,081622,R,1,dme
5.5,2.5,4,4,4,20121,1114107,Probabilidade e Estatística,081622,R,3,dme
6.25,5.5,4,2.3,4,20122,1114107,Probabilidade e Estatística,081622,R,4,dme
4,2,4.3,-1,3.4,20112,1114107,Probabilidade e Estatística,081622,R,2,dme
4,1.6,0.5,-1,2,20111,1114107,Probabilidade e Estatística,082339,R,1,dme
0.5,0.75,0.5,-1,0.5,20122,1114107,Probabilidade e Estatística,082339,R,2,dme
2,1,0.8,-1,1.3,20111,1114107,Probabilidade e Estatística,091495,R,1,dme
9.5,6.2,5.3,-1,7,20112,1114107,Probabilidade e Estatística,091495,A,2,dme
2.5,1,3.5,-1,2.3,20111,1114107,Probabilidade e Estatística,091120,R,1,dme
7.4,6.4,7.2,-1,7,20112,1114107,Probabilidade e Estatística,091120,A,2,dme
0,2,2.1,-1,1.4,20111,1114107,Probabilidade e Estatística,09165,R,1,dme
5.6,1.3,6.4,6.1,5.1,20112,1114107,Probabilidade e Estatística,09165,A,2,dme
2,5.5,2,-1,3.2,20111,1114107,Probabilidade e Estatística,092285,R,1,dme
3.5,4.9,6.2,6.3,5.5,20112,1114107,Probabilidade e Estatística,092285,A,2,dme
3.8,2.5,2.1,-1,2.8,20111,1114107,Probabilidade e Estatística,092607,R,1,dme
7.8,5.5,7.7,-1,7,20112,1114107,Probabilidade e Estatística,092607,A,2,dme
2.5,0,0,-1,0.8,20111,1114107,Probabilidade e Estatística,092252,R,1,dme
5.5,5,5,6,5.5,20121,1114107,Probabilidade e Estatística,092252,A,3,dme
5.3,0.5,2.3,-1,2.7,20112,1114107,Probabilidade e Estatística,092252,R,2,dme
2.7,0.9,0.7,-1,1.4,20111,1114107,Probabilidade e Estatística,0929,R,1,dme
6.2,3.4,5,5.2,5,20112,1114107,Probabilidade e Estatística,0929,A,2,dme
2.2,3.2,4.9,-1,3.4,20111,1114107,Probabilidade e Estatística,092238,R,1,dme
