nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento,grupo
6,8,9,-1,7.7,20112,1108090,Fundamentos de Física Moderna,1101386,A,dme,3
7.5,9.1,9,-1,8.5,20112,1108090,Fundamentos de Física Moderna,1102538,A,dme,3
7.5,8.3,9.2,-1,8.3,20112,1108090,Fundamentos de Física Moderna,1102144,A,dme,3
10,5.5,8.5,-1,8,20112,1108090,Fundamentos de Física Moderna,1102219,A,dme,3
6.3,6.2,9.2,-1,7.2,20112,1108090,Fundamentos de Física Moderna,1101329,A,dme,3
6.3,9.7,8.6,-1,8.2,20112,1108090,Fundamentos de Física Moderna,1102473,A,dme,3
9.5,9.5,9.5,-1,9.5,20121,1304025,BASQUETEBOL - FEM,1101392,A,esportes,6
9.5,9.5,9.5,-1,9.5,20121,1304025,BASQUETEBOL - FEM,110296,A,esportes,6
9,9,9,-1,9,20121,1304025,BASQUETEBOL - FEM,111164,A,esportes,6
9,9,9,-1,9,20122,1304025,BASQUETEBOL - FEM,11113,A,esportes,6
8.5,8.5,8.5,-1,8.5,20122,1304025,BASQUETEBOL - FEM,1112733,A,esportes,6
5.5,0,0.5,-1,2,20111,1109053,Cálculo Diferencial e Integral II,1091618,R,dme,4
3.5,7,3,6,5.1,20111,1109053,Cálculo Diferencial e Integral II,1102106,A,dme,3
0,6,2.5,-1,2.8,20111,1109053,Cálculo Diferencial e Integral II,1102453,R,dme,4
1.5,2.5,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,1102259,R,dme,4
3.5,7,2,7,5.3,20111,1109053,Cálculo Diferencial e Integral II,1102664,A,dme,3
3,4.5,0.5,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,1102455,R,dme,4
0,5.5,1.5,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110245,R,dme,4
3,9.5,2,5.5,5.1,20111,1109053,Cálculo Diferencial e Integral II,1091238,A,dme,3
4,3.5,0,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,1101635,R,dme,4
7,8.5,5.5,-1,7,20111,1109053,Cálculo Diferencial e Integral II,110218,A,dme,3
4.5,3.5,4,7,5.2,20111,1109053,Cálculo Diferencial e Integral II,1101793,A,dme,3
0,6,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,1111249,R,dme,4
2.5,0,0,-1,0.8,20111,1109053,Cálculo Diferencial e Integral II,1111164,R,dme,4
6,6.5,3.5,5.5,5.4,20111,1109053,Cálculo Diferencial e Integral II,1102490,A,dme,3
2,0,1,-1,1,20111,1109053,Cálculo Diferencial e Integral II,1101445,R,dme,4
0.5,6,2.5,-1,3,20111,1109053,Cálculo Diferencial e Integral II,1102655,R,dme,4
0,3.5,0.5,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,1102412,R,dme,4
6,8.5,3.5,6.5,6.2,20111,1109053,Cálculo Diferencial e Integral II,1111406,A,dme,3
3.5,1.5,0,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,1101168,R,dme,4
0.5,5.5,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,1092765,R,dme,4
3.5,2,0,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,1101573,R,dme,4
1,8.5,2.5,4.5,4.2,20111,1109053,Cálculo Diferencial e Integral II,1101598,R,dme,4
0,1,0,-1,0.3,20111,1109053,Cálculo Diferencial e Integral II,1102663,R,dme,4
3,6.5,0.5,-1,3.3,20111,1109053,Cálculo Diferencial e Integral II,1092425,R,dme,4
2.5,6.5,3,5,4.4,20111,1109053,Cálculo Diferencial e Integral II,1102776,R,dme,4
5.5,9,7,-1,7.2,20111,1109053,Cálculo Diferencial e Integral II,1111242,A,dme,3
3,4.5,2,-1,3.2,20111,1109053,Cálculo Diferencial e Integral II,1102115,R,dme,4
1.5,7,3.5,3,3.6,20111,1109053,Cálculo Diferencial e Integral II,1102315,R,dme,4
1,7,2.5,-1,3.5,20111,1109053,Cálculo Diferencial e Integral II,1101454,R,dme,4
1.5,0,0,-1,0.5,20111,1109053,Cálculo Diferencial e Integral II,110222,R,dme,4
3.5,9,4,5,5.3,20111,1109053,Cálculo Diferencial e Integral II,1101515,A,dme,3
2.5,8,5,7,5.9,20111,1109053,Cálculo Diferencial e Integral II,1101275,A,dme,3
2,4,0.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,110166,R,dme,4
0,0,0,-1,0,20111,1109053,Cálculo Diferencial e Integral II,1102396,R,dme,4
2,3,0.5,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,1102613,R,dme,4
2,4,1.5,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,1102129,R,dme,4
5,6.5,1.5,7,5.4,20111,1109053,Cálculo Diferencial e Integral II,1102705,A,dme,3
3,0,0,-1,1,20111,1109053,Cálculo Diferencial e Integral II,1102607,R,dme,4
1.5,6,4.5,6.5,5,20111,1109053,Cálculo Diferencial e Integral II,1102677,A,dme,3
1.5,5.5,0,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,1101145,R,dme,4
3,1,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,1101263,R,dme,4
4,9,5.5,8,6.9,20111,1109053,Cálculo Diferencial e Integral II,1102377,A,dme,3
1,4,1.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,1101570,R,dme,4
3.5,9,1,7,5.5,20111,1109053,Cálculo Diferencial e Integral II,1111600,A,dme,3
1,6,1,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,1092257,R,dme,4
1,0,1.5,-1,0.8,20111,1109053,Cálculo Diferencial e Integral II,1092417,R,dme,4
0.5,0,0,-1,0.2,20111,1109053,Cálculo Diferencial e Integral II,1092540,R,dme,4
1,3,3,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110177,R,dme,4
1,0,0,-1,0.3,20111,1109053,Cálculo Diferencial e Integral II,1092642,R,dme,4
1,0,0,-1,0.3,20111,1109053,Cálculo Diferencial e Integral II,1092254,R,dme,4
