nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento,grupo
5,6.5,7.5,8,7,20112,1411244,TECC (Economia de Tecnologia da Informação),1091431,A,dsc,1
7,8,8.35,-1,7.7,20112,1411244,TECC (Economia de Tecnologia da Informação),1072670,A,dsc,1
7,8,8.35,-1,7.7,20112,1411244,TECC (Economia de Tecnologia da Informação),1072623,A,dsc,1
3.5,6.25,7.75,8.2,6.6,20112,1411244,TECC (Economia de Tecnologia da Informação),1072562,A,dsc,1
7,8,8.35,-1,7.7,20112,1411244,TECC (Economia de Tecnologia da Informação),1072547,A,dsc,1
5.5,7.25,7.75,8,7.2,20112,1411244,TECC (Economia de Tecnologia da Informação),1061651,A,dsc,1
7,5.5,5.5,7,6.6,20112,1411244,TECC (Economia de Tecnologia da Informação),1112282,A,dsc,1
5.5,7.25,7.75,8,7.2,20112,1411244,TECC (Economia de Tecnologia da Informação),1062738,A,dsc,1
7,3.5,0,-1,3.5,20112,1411244,TECC (Economia de Tecnologia da Informação),1071302,R,dsc,2
7.3,8.6,6.4,-1,7.6,20111,1411175,Organização e Arquitetura de Computadores,1091518,A,dsc,1
9.4,7.4,7.9,-1,8.3,20111,1411175,Organização e Arquitetura de Computadores,1092690,A,dsc,1
7.6,7.1,8.6,-1,7.6,20111,1411175,Organização e Arquitetura de Computadores,109115,A,dsc,1
10,6.7,8.8,-1,8.4,20111,1411175,Organização e Arquitetura de Computadores,1091420,A,dsc,1
6.5,9.2,6.7,-1,7.6,20111,1411175,Organização e Arquitetura de Computadores,1091476,A,dsc,1
6.8,6.3,9,-1,7,20111,1411175,Organização e Arquitetura de Computadores,1082563,A,dsc,1
7.9,8.1,9,-1,8.2,20111,1411175,Organização e Arquitetura de Computadores,1092153,A,dsc,1
7.7,7.4,7.6,-1,7.6,20111,1411175,Organização e Arquitetura de Computadores,1091346,A,dsc,1
10,7.8,7.1,-1,8.5,20111,1411175,Organização e Arquitetura de Computadores,109160,A,dsc,1
8.5,6,8,-1,7.4,20111,1411175,Organização e Arquitetura de Computadores,1092343,A,dsc,1
7.7,6.6,9,-1,7.5,20111,1411175,Organização e Arquitetura de Computadores,1111375,A,dsc,1
8.3,7.3,8.7,-1,8,20111,1411175,Organização e Arquitetura de Computadores,109151,A,dsc,1
3.2,6,6.4,5,5,20111,1411175,Organização e Arquitetura de Computadores,110213,A,dsc,1
9.5,7.8,9.8,-1,8.9,20111,1411175,Organização e Arquitetura de Computadores,1092423,A,dsc,1
5.7,5.8,6.6,4,5.1,20111,1411175,Organização e Arquitetura de Computadores,1082522,A,dsc,1
8.2,6.4,7.6,-1,7.4,20111,1411175,Organização e Arquitetura de Computadores,1091114,A,dsc,1
9.7,4.9,7.6,-1,7.4,20111,1411175,Organização e Arquitetura de Computadores,1091601,A,dsc,1
9.2,8.4,3.8,-1,7.8,20111,1411175,Organização e Arquitetura de Computadores,1092640,A,dsc,1
7,5.5,8.7,7.4,7,20111,1411175,Organização e Arquitetura de Computadores,1091756,A,dsc,1
4.6,5.5,9.3,4.8,5.5,20111,1411175,Organização e Arquitetura de Computadores,1111359,A,dsc,1
8.4,8.4,9,-1,8.5,20111,1411175,Organização e Arquitetura de Computadores,1082768,A,dsc,1
7.3,9,8,-1,8.1,20111,1411175,Organização e Arquitetura de Computadores,1091595,A,dsc,1
7.4,7,9.1,-1,7.6,20111,1411175,Organização e Arquitetura de Computadores,1091543,A,dsc,1
7.9,8.2,7.8,-1,8,20111,1411175,Organização e Arquitetura de Computadores,1071589,A,dsc,1
5.7,6.3,5,7.2,6.4,20111,1411175,Organização e Arquitetura de Computadores,1091372,A,dsc,1
5.2,6.9,7.7,6,6.3,20121,1411175,Organização e Arquitetura de Computadores,1102106,A,dsc,1
6.8,4.7,5.8,4.4,5.3,20121,1411175,Organização e Arquitetura de Computadores,1102664,A,dsc,1
5.5,7.4,5.4,6,6,20121,1411175,Organização e Arquitetura de Computadores,1101392,A,dsc,1
6,5.1,3.2,5.6,5.2,20121,1411175,Organização e Arquitetura de Computadores,1101698,A,dsc,1
9.1,8,8,-1,8.4,20121,1411175,Organização e Arquitetura de Computadores,1101667,A,dsc,1
8.2,6.8,6.2,-1,7.2,20121,1411175,Organização e Arquitetura de Computadores,1101749,A,dsc,1
6,7.7,7.5,-1,7,20121,1411175,Organização e Arquitetura de Computadores,1082146,A,dsc,1
7,7.7,8.8,-1,7.8,20121,1411175,Organização e Arquitetura de Computadores,1111600,A,dsc,1
6,7.7,6.5,8.2,7.3,20121,1411175,Organização e Arquitetura de Computadores,1121108,A,dsc,1
5.7,6.4,7.3,6.1,6.3,20121,1411175,Organização e Arquitetura de Computadores,1101334,A,dsc,1
3.7,3,3.5,-1,3.4,20121,1411175,Organização e Arquitetura de Computadores,1092335,R,dsc,2
8.2,7.3,7.9,-1,7.8,20121,1411175,Organização e Arquitetura de Computadores,110218,A,dsc,1
8.6,7.8,7.6,-1,8.1,20121,1411175,Organização e Arquitetura de Computadores,1101515,A,dsc,1
7.2,7.5,7.3,-1,7.3,20121,1411175,Organização e Arquitetura de Computadores,1101275,A,dsc,1
7.1,6.8,7,-1,7,20121,1411175,Organização e Arquitetura de Computadores,1102705,A,dsc,1
7.1,7.4,6.9,-1,7.1,20121,1411175,Organização e Arquitetura de Computadores,1121615,A,dsc,1
7.2,7.3,7.9,-1,7.4,20121,1411175,Organização e Arquitetura de Computadores,1102677,A,dsc,1
7.5,7.6,7.1,-1,7.4,20121,1411175,Organização e Arquitetura de Computadores,1101399,A,dsc,1
8.6,8.6,7.4,-1,8.2,20121,1411175,Organização e Arquitetura de Computadores,1102377,A,dsc,1
9.2,6.2,6.5,-1,7.5,20121,1411175,Organização e Arquitetura de Computadores,1101686,A,dsc,1
6.6,4.9,4.5,5.9,5.7,20121,1411175,Organização e Arquitetura de Computadores,1101386,A,dsc,1
6.6,6.4,7,5.9,6.4,20121,1411175,Organização e Arquitetura de Computadores,1121785,A,dsc,1
6.4,6.1,6,4.8,5.6,20121,1411175,Organização e Arquitetura de Computadores,1112625,A,dsc,1
7.9,7.2,7,-1,7.4,20121,1411175,Organização e Arquitetura de Computadores,1111531,A,dsc,1
5,5.1,6.1,5.4,5.4,20121,1411175,Organização e Arquitetura de Computadores,1121575,A,dsc,1
3.9,0,0,-1,1.6,20121,1411175,Organização e Arquitetura de Computadores,1102538,R,dsc,2
7,6.5,5.6,5.5,6,20121,1411175,Organização e Arquitetura de Computadores,1121742,A,dsc,1
6.8,7.4,7.1,-1,7.1,20121,1411175,Organização e Arquitetura de Computadores,1102144,A,dsc,1
7.7,5.2,6.2,-1,3.9,20121,1411175,Organização e Arquitetura de Computadores,10914,R,dsc,2
6.3,6.2,6.2,7.2,6.6,20121,1411175,Organização e Arquitetura de Computadores,1102219,A,dsc,1
8.8,6.8,7.9,-1,7.9,20121,1411175,Organização e Arquitetura de Computadores,1102473,A,dsc,1
6.1,8,8.3,-1,7.3,20122,1411175,Organização e Arquitetura de Computadores,1111592,A,dsc,1
4.3,6.3,6.4,5.2,5.4,20122,1411175,Organização e Arquitetura de Computadores,1121500,A,dsc,1
3.3,3.4,6.6,4.4,4.2,20122,1411175,Organização e Arquitetura de Computadores,1122103,R,dsc,2
6.6,6.9,8.1,-1,7,20122,1411175,Organização e Arquitetura de Computadores,1122603,A,dsc,1
4.3,5.8,6.7,5,5.2,20122,1411175,Organização e Arquitetura de Computadores,1111495,A,dsc,1
8.5,8.2,9,-1,8.5,20122,1411175,Organização e Arquitetura de Computadores,1112133,A,dsc,1
6.3,5.8,5.4,3.6,5,20122,1411175,Organização e Arquitetura de Computadores,1112333,A,dsc,1
8.6,8.3,5.6,-1,7.9,20122,1411175,Organização e Arquitetura de Computadores,1111140,A,dsc,1
5.2,8,8.4,-1,7,20122,1411175,Organização e Arquitetura de Computadores,1111390,A,dsc,1
8.5,9.5,7,-1,8.6,20122,1411175,Organização e Arquitetura de Computadores,1101374,A,dsc,1
6.1,7.6,7.6,-1,7,20122,1411175,Organização e Arquitetura de Computadores,1101573,A,dsc,1
7.8,8.7,7.2,-1,8,20122,1411175,Organização e Arquitetura de Computadores,1111397,A,dsc,1
8.1,8.1,8.5,-1,8.2,20122,1411175,Organização e Arquitetura de Computadores,1102776,A,dsc,1
6.7,4.1,6.8,5,5.4,20122,1411175,Organização e Arquitetura de Computadores,1081142,A,dsc,1
6.6,5.3,7.2,7.6,6.8,20122,1411175,Organização e Arquitetura de Computadores,1102115,A,dsc,1
6.8,7.8,8.7,-1,7.6,20122,1411175,Organização e Arquitetura de Computadores,1101454,A,dsc,1
5.3,8,7,4.6,5.9,20122,1411175,Organização e Arquitetura de Computadores,1092335,A,dsc,1
4.7,6.8,8.4,7.3,6.7,20122,1411175,Organização e Arquitetura de Computadores,1112295,A,dsc,1
7.5,9.5,7.1,-1,8.2,20122,1411175,Organização e Arquitetura de Computadores,1111242,A,dsc,1
6.4,6.3,8.1,4.5,5.8,20122,1411175,Organização e Arquitetura de Computadores,1101168,A,dsc,1
6.6,7.6,6.6,-1,7,20122,1411175,Organização e Arquitetura de Computadores,1121767,A,dsc,1
5.8,5.6,8.3,4.2,5.4,20122,1411175,Organização e Arquitetura de Computadores,1111571,A,dsc,1
8.9,8.6,9.2,-1,8.8,20122,1411175,Organização e Arquitetura de Computadores,1111493,A,dsc,1
7.1,6.7,7.6,-1,7,20122,1411175,Organização e Arquitetura de Computadores,1122253,A,dsc,1
9.2,7.8,7,-1,8.2,20122,1411175,Organização e Arquitetura de Computadores,1111479,A,dsc,1
6.5,8,7.6,-1,7.3,20122,1411175,Organização e Arquitetura de Computadores,1121757,A,dsc,1
8.2,9.5,9.1,-1,8.9,20122,1411175,Organização e Arquitetura de Computadores,1111712,A,dsc,1
8,8.7,9.5,-1,8.6,20122,1411175,Organização e Arquitetura de Computadores,1111594,A,dsc,1
6.4,5.7,8.6,6.8,6.7,20122,1411175,Organização e Arquitetura de Computadores,1121682,A,dsc,1
8.1,7.2,7.6,-1,7.6,20122,1411175,Organização e Arquitetura de Computadores,1122714,A,dsc,1
8.1,9.3,8,-1,8.6,20122,1411175,Organização e Arquitetura de Computadores,1092352,A,dsc,1
6.3,4.7,5,5.5,5.4,20122,1411175,Organização e Arquitetura de Computadores,1072597,A,dsc,1
6.5,7.6,7.9,-1,7.2,20122,1411175,Organização e Arquitetura de Computadores,1102178,A,dsc,1
6.6,7,7.6,-1,7,20112,1411175,Organização e Arquitetura de Computadores,1111585,A,dsc,1
7.2,6.9,5.4,6.5,6.6,20112,1411175,Organização e Arquitetura de Computadores,1101787,A,dsc,1
9.4,6.3,6.2,-1,7.5,20112,1411175,Organização e Arquitetura de Computadores,1101216,A,dsc,1
6.4,6.7,9.2,-1,7.1,20112,1411175,Organização e Arquitetura de Computadores,1072331,A,dsc,1
6.8,6.6,7.2,5.4,6.2,20112,1411175,Organização e Arquitetura de Computadores,1101175,A,dsc,1
8,6.9,6.8,-1,7.3,20112,1411175,Organização e Arquitetura de Computadores,1101452,A,dsc,1
4.1,6.1,7.6,3,4.6,20112,1411175,Organização e Arquitetura de Computadores,1101392,R,dsc,2
9,4.8,7.8,-1,7.1,20112,1411175,Organização e Arquitetura de Computadores,1091731,A,dsc,1
6.8,4.7,5.5,4.3,5.1,20112,1411175,Organização e Arquitetura de Computadores,1101783,A,dsc,1
8.3,6.8,7.5,-1,7.5,20112,1411175,Organização e Arquitetura de Computadores,1092405,A,dsc,1
7.4,6.5,7.5,-1,7.1,20112,1411175,Organização e Arquitetura de Computadores,1091166,A,dsc,1
4.9,5.8,8.3,4.5,5.3,20112,1411175,Organização e Arquitetura de Computadores,1111281,A,dsc,1
6.4,8,8,-1,7.4,20112,1411175,Organização e Arquitetura de Computadores,1101223,A,dsc,1
9.1,7.8,8,-1,8.4,20112,1411175,Organização e Arquitetura de Computadores,1101481,A,dsc,1
10,9.9,8.9,-1,9.7,20112,1411175,Organização e Arquitetura de Computadores,1101729,A,dsc,1
9,8.5,8.6,-1,8.7,20112,1411175,Organização e Arquitetura de Computadores,1092427,A,dsc,1
7.5,6.6,7.7,-1,7.2,20112,1411175,Organização e Arquitetura de Computadores,1111504,A,dsc,1
6,5.2,6.6,4.7,5.4,20112,1411175,Organização e Arquitetura de Computadores,1091699,A,dsc,1
7.8,5.3,5.4,4,5.4,20112,1411175,Organização e Arquitetura de Computadores,1112567,A,dsc,1
9.2,7.6,6.8,-1,8.1,20112,1411175,Organização e Arquitetura de Computadores,1101151,A,dsc,1
5.1,4.6,4.9,5.1,5,20112,1411175,Organização e Arquitetura de Computadores,1092107,A,dsc,1
7.5,6.2,7.5,-1,7,20112,1411175,Organização e Arquitetura de Computadores,110158,A,dsc,1
5,6,6.7,2.7,4.5,20112,1411175,Organização e Arquitetura de Computadores,110140,R,dsc,2
5.9,3.9,5.4,4.1,4.6,20112,1411175,Organização e Arquitetura de Computadores,10914,R,dsc,2
6.6,5.5,7.7,5.6,6.1,20112,1411175,Organização e Arquitetura de Computadores,1091637,A,dsc,1
7.6,6.3,7.1,-1,7,20112,1411175,Organização e Arquitetura de Computadores,111247,A,dsc,1
8.5,6.5,7.1,-1,7.4,20112,1411175,Organização e Arquitetura de Computadores,1101183,A,dsc,1
7.9,6,8.5,-1,7.3,20112,1411175,Organização e Arquitetura de Computadores,110148,A,dsc,1
7.4,7.9,6.4,-1,7.4,20112,1411175,Organização e Arquitetura de Computadores,1101772,A,dsc,1
5.6,4.8,6.2,5.1,5.3,20112,1411175,Organização e Arquitetura de Computadores,1082624,A,dsc,1
8.4,6.7,7,-1,7.4,20112,1411175,Organização e Arquitetura de Computadores,1101657,A,dsc,1
6.7,4.6,7.1,5.8,5.9,20112,1411175,Organização e Arquitetura de Computadores,1101512,A,dsc,1
7.5,6.5,7.1,-1,7,20112,1411175,Organização e Arquitetura de Computadores,1101720,A,dsc,1
7.8,7.6,7.2,-1,7.6,20112,1411175,Organização e Arquitetura de Computadores,110120,A,dsc,1
7.1,7.2,6.8,-1,7.1,20112,1411175,Organização e Arquitetura de Computadores,1111326,A,dsc,1
8.9,7.8,8.5,-1,8.4,20112,1411175,Organização e Arquitetura de Computadores,1092235,A,dsc,1
7.7,7.6,7.1,-1,7.5,20112,1411175,Organização e Arquitetura de Computadores,1092119,A,dsc,1
7,6.6,7.9,-1,7,20112,1411175,Organização e Arquitetura de Computadores,1092424,A,dsc,1
9.8,7.8,7,-1,8.4,20112,1411175,Organização e Arquitetura de Computadores,110167,A,dsc,1
6.7,5.2,6.9,5.6,5.9,20112,1411175,Organização e Arquitetura de Computadores,1111124,A,dsc,1
7.1,6,5.3,7.9,6.9,20112,1411175,Organização e Arquitetura de Computadores,1101703,A,dsc,1
7.1,7.5,7.9,-1,7.4,20112,1411175,Organização e Arquitetura de Computadores,1091381,A,dsc,1
8.1,5.5,7.6,-1,7,20112,1411175,Organização e Arquitetura de Computadores,1101192,A,dsc,1
7.1,7,7.5,-1,7.1,20112,1411175,Organização e Arquitetura de Computadores,1092143,A,dsc,1
5.4,6.2,7.4,3.3,5,20112,1411175,Organização e Arquitetura de Computadores,109210,A,dsc,1
7.1,5.6,7.4,8,7.2,20112,1411175,Organização e Arquitetura de Computadores,1091269,A,dsc,1
5.2,4,5.7,4.3,4.6,20112,1411175,Organização e Arquitetura de Computadores,1072597,R,dsc,2
7.1,8.4,7.7,-1,7.7,20112,1411175,Organização e Arquitetura de Computadores,1101407,A,dsc,1
8.4,8.3,8.5,-1,8.4,20112,1411175,Organização e Arquitetura de Computadores,1101794,A,dsc,1
9.96666666667,7.96666666667,8.23333333333,-1,8.9,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091518,A,dsc,1
9.96666666667,9.8,9.93333333333,-1,9.9,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1092690,A,dsc,1
9.43333333333,7,4.5,-1,7.1,20111,1411182,Lab. de Organização e Arquitetura de Computadores,109115,A,dsc,1
9.6,9.26666666667,4.66666666667,-1,7.2,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091420,A,dsc,1
10,10,10,-1,10,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091476,A,dsc,1
10,8.66666666667,7.6,-1,8.9,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1082563,A,dsc,1
9.83333333333,8.53333333333,8.8,-1,9.2,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1092153,A,dsc,1
9.43333333333,9.43333333333,4.73333333333,-1,7.3,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091346,A,dsc,1
9.83333333333,8.5,7.53333333333,-1,8.8,20111,1411182,Lab. de Organização e Arquitetura de Computadores,109160,A,dsc,1
9.33333333333,6.93333333333,6.76666666667,-1,7.8,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1092343,A,dsc,1
9.33333333333,9.33333333333,4.9,-1,7.4,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1111375,A,dsc,1
9.66666666667,9.33333333333,8.96666666667,-1,9.4,20111,1411182,Lab. de Organização e Arquitetura de Computadores,109151,A,dsc,1
8.83333333333,5.66666666667,2.03333333333,3,4.5,20111,1411182,Lab. de Organização e Arquitetura de Computadores,110213,R,dsc,2
10,10,10,-1,10,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1092423,A,dsc,1
9.66666666667,7.83333333333,4.1,-1,7.1,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1082522,A,dsc,1
9.6,8.33333333333,7.86666666667,-1,8.7,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091114,A,dsc,1
9.33333333333,8.16666666667,5.23333333333,-1,7.7,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091601,A,dsc,1
9.83333333333,9.33333333333,9.5,-1,9.6,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1092640,A,dsc,1
9.1,6.76666666667,4.86666666667,-1,7,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091756,A,dsc,1
9.66666666667,8,4.03333333333,-1,7.1,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1111359,A,dsc,1
9.86666666667,7.8,3.66666666667,-1,7,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1082768,A,dsc,1
9.2,8.6,9.13333333333,-1,9.1,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091595,A,dsc,1
8.5,8.16666666667,4.83333333333,-1,7,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091543,A,dsc,1
7.83333333333,7.5,5.56666666667,-1,7,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1071589,A,dsc,1
9.33333333333,6.66666666667,5.26666666667,-1,7.4,20111,1411182,Lab. de Organização e Arquitetura de Computadores,1091372,A,dsc,1
9.4,10,7.3,-1,8.9,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102106,A,dsc,1
10,10,8.5,-1,9.5,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102664,A,dsc,1
9.8,10,6,-1,8.6,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1091699,A,dsc,1
10,9.3,4.1,-1,7.8,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101452,A,dsc,1
6.9,0,0.9,-1,2.6,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101698,R,dsc,2
9.7,10,10,-1,9.9,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101667,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101749,A,dsc,1
9.9,10,3.5,-1,7.8,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1082146,A,dsc,1
8.8,10,5.2,-1,8,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1111600,A,dsc,1
4.6,10,6.4,-1,7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1121108,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1112567,A,dsc,1
10,10,7,-1,9,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1092107,A,dsc,1
9.7,10,6.4,-1,8.7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101334,A,dsc,1
8.5,5.7,3.5,2,4.3,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1092335,R,dsc,2
10,10,5.8,-1,8.6,20121,1411182,Lab. de Organização e Arquitetura de Computadores,110218,A,dsc,1
9.7,10,8.5,-1,9.4,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101515,A,dsc,1
10,10,4.3,-1,8.1,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101275,A,dsc,1
9.7,9.6,3.2,-1,7.5,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1111326,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102705,A,dsc,1
9.3,10,8.9,-1,9.4,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1121615,A,dsc,1
9.7,6.9,4.4,-1,7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1092260,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102677,A,dsc,1
8,8.4,4.6,-1,7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1082624,A,dsc,1
9.4,8.4,3.2,-1,7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101399,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102377,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101686,A,dsc,1
10,10,9.1,-1,9.7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101386,A,dsc,1
9.9,10,6.2,-1,8.7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1121785,A,dsc,1
8.2,10,6.7,-1,8.3,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1112625,A,dsc,1
9.7,10,7.3,-1,9,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1111531,A,dsc,1
9.7,10,5.2,-1,8.3,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1111124,A,dsc,1
9.5,6.6,4.9,-1,7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1121575,A,dsc,1
9.4,10,4.6,-1,8,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102538,A,dsc,1
9.7,10,5.5,-1,8.4,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1121742,A,dsc,1
10,10,6.1,-1,8.7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102144,A,dsc,1
9.9,10,5.6,-1,8.5,20121,1411182,Lab. de Organização e Arquitetura de Computadores,10914,A,dsc,1
9.5,7.2,0.7,8,6.7,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102219,A,dsc,1
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101329,A,dsc,1
10,4.5,1.4,0,3.2,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1101703,R,dsc,2
10,10,10,-1,10,20121,1411182,Lab. de Organização e Arquitetura de Computadores,1102473,A,dsc,1
9.4,10,9.4,-1,9.6,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111592,A,dsc,1
8,2.8,7.8,8.5,7.1,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1121500,A,dsc,1
7.9,10,6.7,-1,8.2,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1122103,A,dsc,1
8.4,10,9.5,-1,9.3,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1122603,A,dsc,1
7.1,1,0,-1,2.7,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111495,R,dsc,2
9.1,10,8.5,-1,9.2,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1101698,A,dsc,1
10,10,10,-1,10,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1112133,A,dsc,1
7.8,9.2,7.6,-1,8.2,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1112333,A,dsc,1
8.8,10,9.7,-1,9.5,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111140,A,dsc,1
7.6,9.5,4.5,-1,7.2,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111390,A,dsc,1
9.5,10,9.9,-1,9.8,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1101374,A,dsc,1
8.8,7,6.7,-1,7.5,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1101573,A,dsc,1
10,8.7,9.8,-1,9.5,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111397,A,dsc,1
9.6,10,7.7,-1,9.1,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1102776,A,dsc,1
7.5,10,7.1,-1,8.2,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1081142,A,dsc,1
8.4,9.1,7.4,-1,8.3,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1102115,A,dsc,1
8.6,9.4,6,-1,8,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1101454,A,dsc,1
8.6,7.3,6.9,-1,7.6,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1092335,A,dsc,1
8.6,8.2,9,-1,8.6,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1112295,A,dsc,1
10,10,8.5,-1,9.5,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111242,A,dsc,1
8.2,6.2,9.3,-1,7.9,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1101168,A,dsc,1
10,10,10,-1,10,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1121767,A,dsc,1
9.7,10,8.2,-1,9.3,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111571,A,dsc,1
9.2,10,9.9,-1,9.7,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111493,A,dsc,1
9,10,5.9,-1,8.3,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1122253,A,dsc,1
8.8,7.2,9.5,-1,8.5,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111479,A,dsc,1
8.3,10,7.8,-1,8.7,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1121757,A,dsc,1
9.1,10,10,-1,9.7,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111712,A,dsc,1
9.5,10,9.9,-1,9.8,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1111594,A,dsc,1
8.2,10,4.9,-1,7.7,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1121682,A,dsc,1
8.5,10,6.4,-1,8.3,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1122714,A,dsc,1
9.4,10,10,-1,9.8,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1092352,A,dsc,1
7.7,10,7.8,-1,8.5,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1072597,A,dsc,1
9.3,4.1,7.9,-1,7.1,20122,1411182,Lab. de Organização e Arquitetura de Computadores,1102178,A,dsc,1
8.9,6.7,5.4,-1,7,20112,1411182,Lab. de Organização e Arquitetura de Computadores,110213,A,dsc,1
9,6.7,7.1,-1,7.6,20112,1411182,Lab. de Organização e Arquitetura de Computadores,1111585,A,dsc,1
6.9,4.8,3.6,4.9,5,20112,1411182,Lab. de Organização e Arquitetura de Computadores,1101787,A,dsc,1
8.7,8.8,6.5,-1,8,20112,1411182,Lab. de Organização e Arquitetura de Computadores,1101216,A,dsc,1
7.5,7.6,5.9,-1,7,20112,1411182,Lab. de Organização e Arquitetura de Computadores,1072331,A,dsc,1
8.1,5.2,7.7,-1,7,20112,1411182,Lab. de Organização e Arquitetura de Computadores,1101175,A,dsc,1
7,4.8,2,0,2.8,20112,1411182,Lab. de Organização e Arquitetura de Computadores,1101452,R,dsc,2
