matricula,Projeto em Computação II,Álgebra Linear,Álgebra Vetorial e Geometria Analítica,Análise e Técnicas de Algoritmos,Avaliação de Desempenho de Sistemas Discretos,Banco de Dados I,Banco de Dados II,Cálculo Diferencial e Integral I,Cálculo Diferencial e Integral II,Compiladores,Direito e Cidadania,Engenharia de Software I,Estruturas de Dados e Algoritmos,Fundamentos de Física Clássica,Fundamentos de Física Moderna,Gerência da Informação,Informática e Sociedade,Inteligência Artificial I,Interconexão de Redes de Computadores,Introdução à Computação,Lab. de Engenharia de Software,Lab. de Estruturas de Dados e Algoritmos,Lab. de Interconexão de Redes de Computadores,Lab. de Organização e Arquitetura de Computadores,Lab. de Programação I,Lab. de Programação II,Leitura e Produção de Textos,Lógica Matemática,Matemática Discreta,Metodologia Científica,Métodos e Software Numéricos,Métodos Estatísticos,Organização e Arquitetura de Computadores,Paradigmas de Linguagem de Programação,Probabilidade e Estatística,Programação I,Programação II,Projeto em Computação I,Redes de Computadores,Sistemas de Informação I,Sistemas de Informação II,Sistemas Operacionais,Teoria da Computação,Teoria dos Grafos,
112210425,NA,NA,8.4,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,
112210079,NA,NA,7.8,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210078,NA,NA,0.2,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,
111110113,NA,NA,0.5,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,5.0,9.5,NA,NA,7.2,NA,NA,NA,NA,7.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,0.1,NA,NA,NA,NA,NA,NA,5.0,
112210423,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,
112210655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210449,NA,NA,0.8,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210464,NA,NA,0.7,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,
112211094,NA,NA,1.2,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,7.5,NA,NA,NA,NA,7.5,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,
112210650,NA,NA,7.2,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,
112210442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,2.7,NA,
112210789,NA,NA,2.0,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,
112210446,NA,NA,0.2,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,
112210796,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,
112210112,NA,NA,2.5,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,
112210788,NA,NA,7.1,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,
112210099,NA,NA,5.1,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210451,NA,NA,7.0,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,
112210790,NA,NA,7.6,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,
112210131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112210095,NA,NA,0.6,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210094,NA,NA,8.1,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,
112210096,NA,NA,7.6,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,
111210669,NA,NA,0.8,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,2.4,2.8,NA,NA,2.8,NA,NA,NA,NA,NA,NA,2.6,3.6,NA,NA,NA,NA,NA,NA,3.7,
111210947,NA,NA,0.7,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,5.8,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,1.8,
111210441,NA,NA,0.7,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,7.2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,4.6,NA,NA,NA,NA,NA,NA,7.3,
111250017,NA,NA,3.2,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,1.4,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,
111210421,NA,NA,4.4,NA,NA,NA,NA,0.7,NA,NA,NA,NA,6.3,NA,NA,5.6,9.0,NA,NA,7.0,NA,6.3,NA,NA,5.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,7.9,NA,NA,NA,NA,NA,NA,5.0,
111110940,NA,NA,2.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,6.0,3.0,NA,NA,3.2,NA,NA,NA,NA,NA,NA,6.2,3.5,NA,NA,NA,NA,NA,NA,NA,
111210448,NA,NA,5.8,NA,NA,NA,NA,1.7,NA,NA,NA,NA,5.7,NA,NA,5.1,9.0,NA,NA,7.5,NA,8.0,NA,NA,7.0,7.1,NA,NA,6.3,NA,NA,NA,NA,NA,NA,7.0,6.5,NA,NA,NA,NA,NA,0.0,7.0,
111210430,NA,NA,1.8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,7.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,3.9,NA,NA,NA,NA,NA,NA,5.1,
111210449,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,8.7,NA,NA,NA,NA,8.2,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,
111210055,NA,NA,2.5,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,9.1,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,3.6,NA,NA,NA,NA,NA,NA,2.8,
111210661,NA,NA,7.6,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,7.0,NA,NA,NA,NA,5.6,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,5.6,2.5,NA,NA,NA,NA,NA,NA,5.7,
111210667,NA,NA,0.3,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,
111210096,NA,NA,0.4,NA,NA,NA,NA,2.0,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,2.9,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,
111210796,NA,NA,1.2,NA,NA,NA,NA,1.2,NA,NA,NA,NA,7.0,NA,NA,4.4,NA,NA,NA,7.8,NA,7.7,NA,NA,8.3,7.3,NA,NA,5.2,NA,NA,NA,NA,NA,NA,8.2,8.2,NA,NA,NA,NA,NA,1.6,8.0,
111210433,NA,NA,7.8,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,
111210434,NA,NA,2.6,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.1,NA,NA,NA,NA,NA,NA,1.3,
111210656,NA,NA,2.6,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,7.0,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,
111210412,NA,NA,3.8,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,8.2,NA,NA,NA,NA,7.2,5.1,NA,NA,5.0,NA,NA,NA,NA,NA,NA,7.0,6.1,NA,NA,NA,NA,NA,1.3,5.9,
111210413,NA,NA,1.8,NA,NA,NA,NA,0.7,NA,NA,NA,NA,4.4,NA,NA,4.0,NA,NA,NA,8.3,NA,6.6,NA,NA,8.5,7.0,NA,NA,6.1,NA,NA,NA,NA,NA,NA,8.4,5.9,NA,NA,NA,NA,NA,2.2,5.0,
111210416,NA,0.3,NA,NA,NA,NA,NA,5.0,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,
111210098,NA,NA,3.8,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.2,NA,NA,0.6,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,7.0,
111210415,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111210659,NA,0.7,0.7,NA,NA,NA,NA,0.0,NA,NA,NA,NA,5.6,NA,NA,6.4,9.0,NA,NA,7.4,NA,5.1,NA,NA,8.1,6.0,NA,NA,4.6,NA,NA,NA,NA,NA,NA,7.9,5.8,NA,NA,NA,NA,NA,NA,7.0,
111210398,NA,NA,2.5,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,6.0,NA,NA,NA,NA,6.7,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,6.0,NA,NA,NA,NA,NA,NA,5.0,
111210660,NA,NA,2.7,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,7.4,NA,NA,NA,NA,6.8,3.8,NA,NA,3.5,NA,NA,NA,NA,NA,NA,6.7,3.9,NA,NA,NA,NA,NA,0.1,5.0,
111210397,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,4.5,9.0,NA,NA,7.0,NA,5.5,NA,NA,7.6,6.1,NA,NA,2.8,NA,NA,NA,NA,NA,NA,7.5,5.3,NA,NA,NA,NA,NA,NA,7.0,
111210396,NA,0.0,6.9,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,4.3,8.5,NA,NA,6.0,NA,NA,NA,NA,7.8,1.8,NA,NA,1.3,NA,NA,NA,NA,NA,NA,7.6,1.0,NA,NA,NA,NA,NA,NA,5.1,
111210393,NA,3.5,7.5,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,4.4,NA,5.6,8.3,NA,NA,5.8,NA,NA,NA,NA,7.8,7.2,NA,NA,5.7,NA,NA,NA,NA,NA,NA,7.7,7.2,NA,NA,NA,NA,NA,NA,5.7,
111210392,NA,NA,0.5,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,7.9,7.8,NA,NA,5.8,NA,NA,NA,NA,NA,NA,7.7,7.1,NA,NA,NA,NA,NA,NA,5.8,
111110915,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,5.0,NA,NA,NA,NA,7.7,0.0,NA,NA,1.7,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,3.9,
111210102,NA,NA,1.2,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,4.4,NA,NA,NA,NA,3.1,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,
111210841,NA,0.0,7.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,3.8,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,
111210840,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,5.6,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,
111210794,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,
111210663,NA,NA,2.4,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
111250009,NA,NA,7.6,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,7.5,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,0.5,
111210062,NA,NA,7.3,NA,NA,NA,NA,6.0,NA,NA,7.0,NA,NA,0.0,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,7.1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,5.7,
111210049,NA,NA,2.8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,
111210423,NA,NA,6.6,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,7.4,NA,NA,NA,NA,7.2,3.3,NA,NA,3.4,NA,NA,NA,NA,NA,NA,7.0,2.6,NA,NA,NA,NA,NA,NA,7.4,
111210873,NA,NA,3.3,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,5.0,NA,NA,NA,NA,7.6,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.5,2.4,NA,NA,NA,NA,NA,NA,1.8,
111210068,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,
111210085,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,
111210446,NA,NA,0.9,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,5.5,NA,NA,NA,NA,7.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1.3,NA,NA,NA,NA,NA,NA,2.7,
111210081,NA,0.8,8.1,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,7.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.9,NA,NA,NA,NA,NA,NA,7.5,
111210080,NA,NA,1.0,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,
111210885,NA,NA,1.8,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,
111210403,NA,NA,0.3,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,
111210666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111210405,NA,NA,3.9,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,
111210406,NA,NA,0.0,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,
109110029,NA,NA,NA,7.1,8.5,7.4,7.0,NA,NA,7.1,10.0,7.0,NA,NA,NA,NA,NA,NA,7.0,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,8.1,9.2,5.5,NA,NA,NA,NA,NA,8.9,7.0,NA,5.0,5.8,NA,NA,
109110119,NA,NA,NA,7.9,NA,7.6,7.9,NA,NA,8.1,9.8,7.8,NA,NA,NA,NA,8.3,NA,7.0,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,8.1,9.2,6.5,NA,NA,NA,NA,NA,9.4,7.0,NA,6.3,5.5,NA,NA,
109110054,NA,NA,NA,5.0,5.5,6.4,6.1,NA,NA,6.6,NA,7.4,NA,NA,NA,NA,NA,NA,5.0,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.4,8.6,NA,NA,NA,NA,NA,8.9,5.9,NA,6.0,5.0,NA,NA,
109110073,NA,NA,NA,7.5,5.4,7.8,7.1,NA,NA,6.3,8.5,7.0,NA,NA,NA,NA,8.5,8.1,7.0,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,8.0,7.4,7.0,NA,NA,NA,NA,NA,7.1,7.5,NA,7.0,6.6,NA,NA,
109110070,NA,NA,NA,7.1,5.8,7.0,7.0,NA,NA,6.8,10.0,7.1,NA,NA,NA,NA,NA,NA,5.3,NA,7.6,NA,NA,8.8,NA,NA,NA,NA,NA,5.0,7.4,8.3,8.5,NA,NA,NA,NA,7.1,7.5,NA,7.1,6.5,NA,NA,
109110075,NA,NA,NA,5.4,7.6,8.4,6.8,NA,NA,6.4,9.8,NA,NA,NA,NA,NA,8.8,8.4,7.4,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,7.5,9.4,NA,NA,NA,NA,NA,NA,8.3,7.6,NA,6.5,7.5,NA,NA,
109110085,NA,NA,NA,9.2,8.4,8.4,7.3,NA,NA,7.4,10.0,7.5,NA,NA,NA,NA,9.3,NA,8.7,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,8.5,9.4,8.0,NA,NA,NA,NA,NA,8.3,8.4,NA,8.4,9.2,NA,NA,
109110120,NA,NA,NA,5.4,NA,7.4,6.0,NA,NA,6.8,10.0,8.6,NA,NA,NA,NA,8.7,NA,5.0,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,8.0,9.2,7.4,NA,NA,5.8,NA,NA,9.4,5.1,NA,6.7,7.0,NA,NA,
109110122,NA,NA,NA,9.1,8.3,9.7,9.5,NA,NA,7.4,10.0,NA,NA,NA,NA,NA,9.0,NA,8.5,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9.4,8.2,NA,NA,NA,NA,NA,7.1,8.4,NA,8.8,8.9,NA,NA,
109110100,NA,NA,NA,9.4,NA,8.9,8.1,NA,NA,9.0,10.0,NA,NA,NA,NA,NA,NA,NA,7.0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,7.7,9.0,9.0,NA,NA,NA,NA,NA,9.4,9.2,NA,7.5,8.2,NA,NA,
109110068,NA,NA,NA,7.0,NA,7.6,7.0,NA,NA,NA,10.0,8.0,NA,NA,NA,NA,9.0,NA,7.0,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,5.7,NA,NA,NA,NA,NA,NA,5.4,NA,7.3,7.1,NA,NA,
111210042,NA,NA,NA,7.5,NA,7.1,5.7,NA,NA,5.2,9.7,NA,NA,NA,NA,NA,NA,NA,7.6,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.9,NA,NA,NA,NA,NA,NA,7.1,7.0,NA,5.4,7.1,NA,NA,
108210030,NA,NA,NA,7.0,7.0,NA,6.6,NA,NA,5.0,9.5,6.1,NA,NA,NA,NA,NA,NA,7.0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.1,NA,NA,NA,NA,NA,8.5,7.1,NA,5.5,5.8,NA,NA,
109110062,NA,NA,NA,5.1,0.0,5.0,2.5,NA,NA,0.0,1.3,NA,NA,NA,NA,NA,NA,NA,5.0,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,5.0,5.0,NA,NA,
109110065,NA,NA,NA,7.2,NA,7.1,7.7,NA,NA,7.7,NA,7.7,NA,NA,NA,NA,9.0,NA,7.0,NA,9.6,NA,NA,9.1,NA,NA,NA,NA,NA,7.6,7.4,5.0,8.1,NA,NA,NA,NA,8.9,6.5,8.9,7.0,7.8,NA,NA,
111210113,NA,NA,NA,7.1,NA,5.9,5.4,NA,NA,5.1,NA,8.3,NA,NA,NA,NA,NA,NA,7.0,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.4,7.2,NA,NA,NA,NA,NA,7.9,7.0,NA,5.1,7.4,NA,NA,
108210004,NA,NA,NA,8.0,NA,5.4,NA,NA,NA,6.8,NA,9.0,NA,NA,NA,NA,9.0,NA,5.0,NA,9.0,NA,NA,8.9,NA,NA,NA,NA,NA,NA,7.0,6.0,7.0,NA,NA,NA,NA,9.6,6.1,NA,6.4,7.0,NA,NA,
109110084,NA,NA,NA,9.3,8.7,9.3,8.7,NA,NA,9.1,8.8,7.0,NA,NA,NA,NA,NA,NA,8.8,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,8.5,9.2,NA,NA,NA,NA,NA,NA,8.9,8.3,NA,8.3,9.5,NA,NA,
