nota1,nota2,nota3,final,media,disciplina,matricula
3.70,8.70,8.60,-1.00,7.00,Lab. de Interconexão de Redes de Computadores,081281
10.00,8.00,9.00,-1.00,9.00,Economia,081281
9.00,8.30,8.45,-1.00,8.60,Projeto em Computação II,081281
8.70,7.90,8.40,-1.00,8.70,Avaliação de Desempenho de Sistemas Discretos,081281
7.50,9.30,9.00,-1.00,8.60,TECC (Sistemas de Recuperação da Informação),081281
9.00,8.75,8.75,-1.00,8.90,Projeto em Computação I,081281
3.70,8.70,8.60,-1.00,7.00,Interconexão de Redes de Computadores,081281
8.00,8.00,7.50,-1.00,7.80,Métodos e Software Numéricos,081281
8.30,8.10,9.00,-1.00,8.50,TECC (Visão Computacional),081281
1.60,1.50,0.00,-1.00,1.00,Álgebra Vetorial e Geometria Analítica,112386
7.00,7.00,8.00,-1.00,7.30,Leitura e Produção de Textos,112386
3.70,4.90,5.50,8.90,7.00,Programação I,112386
1.50,0.00,0.00,-1.00,0.50,Cálculo Diferencial e Integral I,112386
3.70,4.90,5.50,8.90,7.10,Lab. de Programação I,112386
7.10,3.50,6.80,3.70,5.00,Introdução à Computação,112386
8.00,5.60,5.30,8.60,7.20,Programação I,121743
6.50,7.00,8.50,-1.00,7.30,Leitura e Produção de Textos,121743
6.20,8.40,8.00,-1.00,7.50,Matemática Discreta,121743
7.90,5.70,5.30,8.60,7.10,Lab. de Programação I,121743
7.30,7.50,7.25,-1.00,7.00,Introdução à Computação,121743
7.65,7.50,7.75,-1.00,7.70,TECC (Economia de Tecnologia da Informação),071543
8.50,9.00,5.00,-1.00,7.50,Sistemas de Informações Geográficas,071543
8.50,6.60,9.50,-1.00,8.20,Inteligência Artificial I,071543
8.50,8.50,8.50,-1.00,8.50,TECC(Empreendedorismo em Software)   ,071543
9.00,8.50,7.20,-1.00,8.20,Projeto em Computação II,071543
6.50,9.00,7.50,-1.00,7.70,Sistemas Operacionais,071543
7.90,7.90,7.90,-1.00,7.90,Métodos e Software Numéricos,071543
8.35,8.40,8.15,-1.00,8.20,Avaliação de Desempenho de Sistemas Discretos,071543
8.00,10.00,9.00,-1.00,9.00,Inglês,10287
1.30,1.30,1.30,-1.00,1.30,Introdução à Computação,10287
5.20,1.10,2.70,-1.00,2.20,Programação I,10287
2.00,5.00,8.00,6.50,5.70,Estruturas de Dados e Algoritmos,102404
9.00,8.00,8.50,-1.00,8.50,Informática e Sociedade,102404
5.80,7.00,8.10,-1.00,7.00,Cálculo Diferencial e Integral II,102404
0.50,5.50,0.00,-1.00,2.00,Cálculo Diferencial e Integral II,102404
10.00,10.00,10.00,-1.00,10.00,Direito e Cidadania,102404
9.00,10.00,9.00,-1.00,9.30,Fundamentos de Física Moderna,102404
8.10,5.80,7.00,-1.00,7.00,Paradigmas de Linguagem de Programação,102404
8.75,8.25,7.75,-1.00,8.40,Lab. de Programação II,102404
8.00,6.50,2.50,4.80,5.30,Cálculo Diferencial e Integral I,102404
7.60,8.50,5.40,-1.00,7.20,Teoria da Computação,102404
8.50,4.30,6.20,-1.00,7.00,Sistemas de Informação I,102404
8.50,8.50,8.50,-1.00,8.50,Programação II,102404
3.00,3.80,5.50,0.50,2.60,Probabilidade e Estatística,102404
8.40,9.20,7.20,-1.00,8.30,Gerência da Informação,102404
5.40,5.90,6.30,2.90,4.70,Matemática Discreta,102404
4.40,7.60,9.80,-1.00,7.30,Matemática Discreta,102404
5.00,5.00,6.50,4.50,5.10,Fundamentos de Física Clássica,102404
8.50,9.00,8.80,-1.00,8.80,Teoria dos Grafos,102404
7.10,9.30,10.00,-1.00,7.90,Lógica Matemática,102404
8.00,8.00,0.00,-1.00,8.00,Sociologia Industrial I,102404
7.30,5.50,9.00,3.50,5.20,Lab. de Estruturas de Dados e Algoritmos,102404
4.50,9.80,8.00,-1.00,7.40,Álgebra Vetorial e Geometria Analítica,12191
9.50,8.50,8.50,-1.00,8.80,Leitura e Produção de Textos,12191
6.60,6.00,6.90,4.90,5.90,Programação I,12191
3.00,7.80,2.40,3.40,4.00,Cálculo Diferencial e Integral I,12191
6.60,6.00,6.90,4.90,5.90,Lab. de Programação I,12191
7.75,9.80,0.00,-1.00,8.40,Introdução à Computação,12191
8.50,8.00,7.30,-1.00,7.90,Álgebra Vetorial e Geometria Analítica,121263
8.20,8.30,8.60,-1.00,8.30,Introdução à Computação,121263
6.90,6.10,9.50,-1.00,7.50,Matemática Discreta,121263
3.00,6.50,7.00,4.50,5.10,Cálculo Diferencial e Integral II,121263
9.30,8.00,7.10,-1.00,8.10,Cálculo Diferencial e Integral I,121263
9.00,9.50,9.00,-1.00,9.20,Leitura e Produção de Textos,121263
8.35,7.60,7.30,-1.00,7.80,Programação II,121263
7.53,7.23,7.10,-1.00,7.70,Programação I,121263
10.00,8.80,4.70,-1.00,7.80,Fundamentos de Física Clássica,121263
7.53,7.23,7.10,-1.00,7.60,Lab. de Programação I,121263
4.10,8.00,5.90,5.50,5.90,Teoria dos Grafos,121263
8.20,7.20,7.20,-1.00,7.70,Lab. de Programação II,121263
6.00,9.00,7.50,-1.00,7.50,GERENCIA DE Redes de Computadores,121465
8.00,8.10,8.50,-1.00,8.20,Inglês,121465
5.80,7.00,8.10,-1.00,7.00,Inteligência Artificial I,121465
6.50,3.50,2.00,6.50,5.00,Compiladores,121465
6.00,8.50,0.00,-1.00,7.30,Sociologia Industrial I,121465
7.50,3.00,4.50,2.00,3.80,Álgebra Vetorial e Geometria Analítica,121225
8.00,5.70,7.30,-1.00,7.00,Álgebra Vetorial e Geometria Analítica,121225
6.00,5.50,7.50,6.00,6.20,Leitura e Produção de Textos,121225
6.00,5.10,6.00,4.00,5.00,Administração,121225
1.80,0.00,0.00,-1.00,1.90,Programação I,121225
9.70,6.40,9.20,-1.00,8.00,Programação I,121225
4.90,0.00,0.00,-1.00,1.60,Cálculo Diferencial e Integral I,121225
0.00,0.80,0.00,-1.00,0.30,Cálculo Diferencial e Integral I,121225
9.70,6.40,9.20,-1.00,8.00,Lab. de Programação I,121225
4.90,4.00,7.60,6.50,6.00,Introdução à Computação,121225
8.30,9.50,8.90,-1.00,8.90,Informática e Sociedade,102473
0.00,1.00,0.00,-1.00,0.30,Cálculo Diferencial e Integral II,102473
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,102473
6.60,2.50,3.00,4.40,4.40,Programação I,102473
4.40,3.50,4.50,1.00,2.90,Fundamentos de Física Clássica,102473
2.50,6.60,3.00,4.40,4.20,Lab. de Programação I,102473
1.00,0.50,0.00,-1.00,0.50,Álgebra Vetorial e Geometria Analítica,102443
5.30,8.70,5.80,6.50,6.60,Álgebra Vetorial e Geometria Analítica,102443
7.50,8.00,8.00,-1.00,7.80,Química Geral,102443
7.50,8.00,7.80,-1.00,7.80,Informática e Sociedade,102443
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,102443
7.00,7.00,8.60,-1.00,7.50,EXPRESSAO GRAFICA,102443
3.30,5.10,3.50,-1.00,2.50,Programação I,102443
2.00,0.00,0.00,-1.00,0.70,Cálculo Diferencial e Integral I,102443
5.80,2.60,4.50,6.50,5.20,Cálculo Diferencial e Integral I,102443
3.30,5.10,3.50,-1.00,2.40,Lab. de Programação I,102443
4.40,4.40,4.40,4.40,4.40,Introdução à Computação,102443
3.00,8.00,4.00,6.50,5.60,Álgebra Vetorial e Geometria Analítica,102753
7.50,8.80,8.20,-1.00,8.20,Informática e Sociedade,102753
9.00,8.00,8.50,-1.00,8.50,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),102753
3.90,2.10,3.30,-1.00,3.10,Teoria da Computação,102753
4.40,4.50,6.90,5.00,5.20,Matemática Discreta,102753
6.40,6.40,5.30,5.80,6.00,Programação II,102753
3.60,3.60,3.60,-1.00,3.60,Programação II,102753
4.40,6.40,6.40,2.10,4.30,Gerência da Informação,102753
4.10,6.50,6.80,4.20,5.10,Programação I,102753
3.50,3.00,0.20,-1.00,2.20,Cálculo Diferencial e Integral I,102753
7.10,5.50,1.50,5.50,5.00,Cálculo Diferencial e Integral I,102753
4.10,6.50,6.80,4.20,5.00,Lab. de Programação I,102753
6.80,5.50,5.30,4.00,5.30,Teoria dos Grafos,102753
7.70,4.90,4.60,4.10,5.00,Lab. de Programação II,102753
1.50,2.20,0.00,-1.00,1.70,Lab. de Programação II,102753
8.00,8.20,9.50,-1.00,8.60,Inglês,10238
8.50,8.50,8.50,-1.00,8.50,Informática e Sociedade,10238
9.00,8.00,8.50,-1.00,8.50,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),10238
2.00,3.00,0.50,-1.00,1.80,Cálculo Diferencial e Integral II,10238
4.50,3.00,4.50,4.00,4.00,Cálculo Diferencial e Integral II,10238
4.50,6.00,3.00,6.00,5.10,Cálculo Diferencial e Integral II,10238
2.00,3.00,4.00,-1.00,3.00,Cálculo Diferencial e Integral II,10238
9.50,9.50,9.50,-1.00,9.50,Direito e Cidadania,10238
7.20,1.80,5.00,3.00,4.00,Lab. de Programação II,10238
8.10,7.00,4.10,5.60,5.50,Lab. de Programação II,10238
4.00,4.00,4.00,3.20,3.70,Lab. de Programação II,10238
6.20,4.60,5.90,5.60,5.60,Teoria da Computação,10238
6.60,4.50,5.80,6.00,5.90,Sistemas de Informação I,10238
4.60,4.60,4.60,7.00,5.60,Programação II,10238
1.50,1.00,0.00,-1.00,0.80,Álgebra Linear,10238
7.50,8.60,6.30,-1.00,7.50,Gerência da Informação,10238
7.80,5.60,6.60,2.70,5.10,Matemática Discreta,10238
1.50,5.00,7.00,5.80,5.00,Fundamentos de Física Clássica,10238
9.00,9.00,9.00,-1.00,9.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO II),10238
6.00,9.00,7.50,-1.00,7.50,Teoria dos Grafos,10238
4.90,10.00,6.20,3.10,5.00,Lógica Matemática,10238
8.50,10.00,9.50,-1.00,9.30,Inglês,10220
2.30,2.70,1.50,-1.00,2.20,Álgebra Vetorial e Geometria Analítica,10220
2.50,5.00,9.50,6.50,6.00,Álgebra Vetorial e Geometria Analítica,10220
7.90,7.90,7.90,-1.00,7.90,Introdução à Computação,10220
3.80,3.80,4.30,-1.00,3.90,Programação II,10220
7.20,3.60,1.30,0.00,2.90,Programação I,10220
8.60,8.95,0.00,-1.00,8.70,Programação I,10220
2.00,1.20,1.00,-1.00,1.40,Cálculo Diferencial e Integral I,10220
1.50,1.70,0.30,-1.00,1.20,Cálculo Diferencial e Integral I,10220
3.60,7.20,1.30,-1.00,2.60,Lab. de Programação I,10220
8.60,8.95,0.00,-1.00,8.70,Lab. de Programação I,10220
8.00,5.00,5.50,4.00,5.50,Teoria dos Grafos,10220
8.00,7.50,4.00,3.50,5.30,Álgebra Vetorial e Geometria Analítica,102173
8.00,9.30,8.70,-1.00,8.70,Informática e Sociedade,102173
10.00,10.00,10.00,-1.00,10.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),102173
3.00,2.00,0.00,-1.00,1.70,Cálculo Diferencial e Integral II,102173
9.50,9.50,9.50,-1.00,9.50,Direito e Cidadania,102173
3.00,0.50,0.20,-1.00,1.20,Cálculo Diferencial e Integral I,102173
7.50,1.50,5.70,7.10,5.80,Cálculo Diferencial e Integral I,102173
7.75,5.25,5.40,-1.00,7.00,Lab. de Programação II,102173
10.00,7.70,8.90,-1.00,8.90,Teoria da Computação,102173
7.20,7.20,7.20,-1.00,7.20,Programação II,102173
7.00,3.10,2.30,3.60,3.90,Álgebra Linear,102173
7.00,9.00,9.00,-1.00,8.30,Administração,102173
6.30,4.70,7.40,4.10,5.30,Gerência da Informação,102173
3.20,8.30,5.80,7.50,6.50,Matemática Discreta,102173
7.00,4.30,8.10,3.50,5.30,Fundamentos de Física Clássica,102173
6.50,8.00,7.30,-1.00,7.30,Teoria dos Grafos,102173
8.00,9.00,10.00,-1.00,8.50,Lógica Matemática,102173
8.60,7.60,7.75,-1.00,8.20,Estruturas de Dados e Algoritmos,102173
1.50,4.50,2.50,-1.00,2.60,Estruturas de Dados e Algoritmos,102173
6.55,8.75,9.10,-1.00,7.80,Lab. de Estruturas de Dados e Algoritmos,102173
5.30,2.00,10.00,-1.00,2.50,Lab. de Estruturas de Dados e Algoritmos,102173
8.00,10.00,7.50,-1.00,8.50,Inglês,102269
5.50,2.00,2.00,-1.00,3.20,Álgebra Vetorial e Geometria Analítica,102269
8.00,5.00,1.00,6.00,5.20,Álgebra Vetorial e Geometria Analítica,102269
8.00,8.30,8.20,-1.00,8.20,Informática e Sociedade,102269
2.50,0.00,0.00,-1.00,0.80,Cálculo Diferencial e Integral II,102269
4.00,3.70,4.00,3.50,3.80,Estruturas de Dados e Algoritmos,102269
2.50,2.50,2.50,-1.00,2.50,Programação II,102269
7.00,7.00,7.00,-1.00,7.00,Programação II,102269
9.90,9.90,0.00,-1.00,9.90,BASQUETEBOL - MASC,102269
2.00,3.00,2.70,-1.00,2.60,Matemática Discreta,102269
2.00,2.80,0.20,-1.00,1.70,Cálculo Diferencial e Integral I,102269
9.50,9.50,9.50,-1.00,9.50,Futsal,102269
5.50,8.50,7.00,-1.00,7.00,Teoria dos Grafos,102269
2.40,2.40,2.40,-1.00,2.40,Lab. de Programação II,102269
2.90,5.70,3.10,5.80,5.10,Lab. de Programação II,102269
2.40,4.20,10.00,3.00,4.00,Lab. de Estruturas de Dados e Algoritmos,102269
2.50,2.50,0.00,-1.00,1.70,Álgebra Vetorial e Geometria Analítica,102728
8.60,2.50,10.00,-1.00,7.00,Álgebra Vetorial e Geometria Analítica,102728
3.60,6.30,5.50,3.50,4.50,Matemática Discreta,102728
5.80,4.40,2.60,8.00,5.80,Matemática Discreta,102728
7.00,8.00,8.50,-1.00,7.80,Direito e Cidadania,102728
2.00,6.00,4.00,4.30,4.10,Cálculo Diferencial e Integral I,102728
8.70,8.10,2.00,7.10,6.60,Cálculo Diferencial e Integral I,102728
6.20,6.20,8.00,4.50,5.80,Programação II,102728
1.90,1.90,1.90,-1.00,1.90,Programação II,102728
7.20,7.90,2.50,8.10,7.10,Programação I,102728
4.50,4.00,3.50,-1.00,2.40,Fundamentos de Física Clássica,102728
7.90,7.20,2.50,8.10,7.20,Lab. de Programação I,102728
4.00,7.50,5.00,3.80,5.00,Teoria dos Grafos,102728
2.50,1.30,0.00,-1.00,1.20,Lab. de Programação II,102728
3.00,5.60,9.20,3.50,5.10,Lab. de Programação II,102728
1.20,0.00,0.00,-1.00,0.70,Lab. de Programação II,102728
8.00,7.00,8.50,-1.00,7.80,Relações Humanas,102728
5.50,5.50,3.50,7.00,5.70,Cálculo Diferencial e Integral II,102303
5.80,8.20,7.00,-1.00,7.00,Paradigmas de Linguagem de Programação,102303
7.80,4.60,7.00,-1.00,7.00,Lógica Matemática,102303
7.00,5.00,6.00,7.00,6.40,Fundamentos de Física Clássica,102303
5.40,4.00,10.00,10.00,7.50,Lab. de Estruturas de Dados e Algoritmos,102303
3.10,4.00,8.00,8.20,6.30,Banco de Dados I,102303
10.00,5.50,8.50,-1.00,8.00,Fundamentos de Física Moderna,102303
6.50,2.50,5.00,8.30,6.60,Sistemas de Informação II,102303
10.00,10.00,7.60,-1.00,9.00,Sistemas de Informação I,102303
7.70,7.70,7.70,-1.00,7.70,Programação II,102303
8.00,6.60,3.80,5.20,5.70,Álgebra Linear,102303
4.10,3.50,2.50,-1.00,3.40,Álgebra Linear,102303
10.00,8.50,9.30,-1.00,9.30,Teoria dos Grafos,102303
6.70,4.80,8.50,3.00,5.20,Lab. de Programação II,102303
4.50,7.00,6.50,6.70,6.00,Estruturas de Dados e Algoritmos,102303
6.30,6.20,6.20,7.20,6.60,Organização e Arquitetura de Computadores,102303
9.50,7.20,0.70,8.00,6.70,Lab. de Organização e Arquitetura de Computadores,102303
5.00,5.50,2.50,0.50,2.80,Probabilidade e Estatística,102303
8.00,7.00,7.50,4.00,5.50,Probabilidade e Estatística,102303
2.80,1.80,2.20,-1.00,2.30,Probabilidade e Estatística,102303
5.50,5.50,5.00,5.00,5.20,Teoria da Computação,102303
8.50,8.50,0.00,-1.00,8.50,BASQUETEBOL - MASC,102303
7.40,7.30,7.10,-1.00,7.30,Gerência da Informação,102303
7.30,6.00,6.50,3.30,5.30,Redes de Computadores,102303
5.80,5.70,3.10,5.10,5.00,Matemática Discreta,102303
3.50,3.50,0.00,-1.00,2.30,Compiladores,102303
9.70,9.70,9.70,-1.00,9.70,Sistemas de Informação I,101329
9.00,10.00,8.80,-1.00,9.30,Banco de Dados I,101329
7.70,7.70,7.70,-1.00,7.70,Engenharia de Software I,101329
8.40,6.70,7.00,-1.00,7.40,Organização e Arquitetura de Computadores,101329
9.20,8.60,8.00,-1.00,8.60,Lab. de Organização e Arquitetura de Computadores,101329
9.00,9.50,8.00,-1.00,8.80,Lab. de Estruturas de Dados e Algoritmos,101329
8.50,8.50,8.50,-1.00,8.50,Direito e Cidadania,101329
10.00,10.00,10.00,-1.00,10.00,Fundamentos de Física Moderna,101329
9.00,9.00,9.00,-1.00,9.00,Paradigmas de Linguagem de Programação,101329
6.00,8.30,10.00,-1.00,8.10,Estruturas de Dados e Algoritmos,101329
7.40,8.00,7.70,-1.00,7.70,TECC(Empreendedorismo em Software)   ,101329
7.50,9.00,8.00,-1.00,8.20,Teoria da Computação,101329
9.20,9.20,9.90,-1.00,9.40,Lab. de Engenharia de Software,101329
6.00,7.00,8.00,-1.00,7.00,Álgebra Linear,101329
8.90,9.50,7.10,-1.00,8.50,Gerência da Informação,101329
8.50,7.70,8.20,-1.00,8.10,Probabilidade e Estatística,101329
10.00,10.00,9.90,-1.00,10.00,TECC (Algoritmos Avançados III),101329
7.60,8.90,8.90,-1.00,8.50,Métodos Estatísticos,101329
8.80,8.20,0.00,-1.00,8.60,Lógica Matemática,101329
5.60,8.70,7.50,-1.00,7.30,TECC (Algoritmos Avançados II),101329
10.00,10.00,8.70,-1.00,9.60,TECC (Algoritmos Avançados I),101329
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,101140
10.00,7.80,9.50,-1.00,9.10,Inglês,101651
4.50,5.00,4.00,6.20,5.10,Estruturas de Dados e Algoritmos,101651
5.00,4.00,3.30,2.00,3.30,Estruturas de Dados e Algoritmos,101651
0.00,6.00,0.00,-1.00,1.50,TECC(Fundamentos de Prog. Concorrente),101651
2.00,3.50,7.80,4.00,4.10,Lab. de Estruturas de Dados e Algoritmos,101651
3.50,3.00,0.00,-1.00,2.40,Lab. de Estruturas de Dados e Algoritmos,101651
2.00,4.30,9.50,3.50,4.50,Lab. de Estruturas de Dados e Algoritmos,101651
6.20,8.50,8.00,-1.00,7.60,Fundamentos de Física Moderna,101651
1.50,0.00,0.00,-1.00,0.50,Probabilidade e Estatística,101651
1.00,0.50,0.00,-1.00,0.40,Probabilidade e Estatística,101651
1.90,1.00,1.00,-1.00,1.30,Probabilidade e Estatística,101651
8.00,8.00,8.00,-1.00,8.00,TECC(Empreendedorismo em Software)   ,101651
6.10,3.70,4.30,3.40,4.20,Teoria da Computação,101651
3.10,5.30,5.40,3.50,4.20,Teoria da Computação,101651
6.20,6.20,6.20,4.00,5.30,Programação II,101651
6.20,7.00,5.00,6.00,6.10,Matemática Discreta,101651
5.50,8.50,7.50,-1.00,7.20,Fundamentos de Física Clássica,101651
6.90,7.20,2.80,3.50,5.10,Lab. de Programação II,101651
9.50,8.50,0.00,-1.00,9.00,Sociologia Industrial I,101651
1.00,4.00,1.50,-1.00,2.20,Cálculo Diferencial e Integral II,101461
3.50,6.00,5.50,6.00,5.40,Cálculo Diferencial e Integral II,101461
8.50,6.50,10.00,-1.00,8.30,Direito e Cidadania,101461
6.10,6.10,6.10,3.50,5.10,Programação II,101461
6.00,1.00,1.00,-1.00,2.70,Álgebra Linear,101461
2.10,5.30,5.20,4.70,4.40,Matemática Discreta,101461
6.60,5.70,3.70,5.00,5.20,Matemática Discreta,101461
6.50,5.30,7.00,5.50,6.00,Fundamentos de Física Clássica,101461
6.50,10.00,8.30,-1.00,8.30,Teoria dos Grafos,101461
8.60,7.20,2.00,1.00,4.40,Lab. de Programação II,101461
5.50,4.90,3.10,3.20,4.10,Lab. de Programação II,101461
6.50,8.00,7.30,-1.00,7.30,Paradigmas de Linguagem de Programação,101132
8.50,7.90,7.50,-1.00,8.00,Lab. de Engenharia de Software,101132
7.80,10.00,8.40,-1.00,8.40,Lógica Matemática,101132
6.00,7.40,6.00,6.00,6.30,Fundamentos de Física Clássica,101132
9.50,10.00,9.00,-1.00,9.50,Inglês,101132
8.30,9.30,9.40,-1.00,9.00,Banco de Dados I,101132
9.00,9.00,9.00,-1.00,9.00,Informática e Sociedade,101132
7.50,10.00,7.50,-1.00,8.30,Fundamentos de Física Moderna,101132
7.00,7.00,7.00,-1.00,7.00,Sistemas de Informação I,101132
5.80,5.80,3.70,5.40,5.20,Álgebra Linear,101132
7.50,10.00,8.80,-1.00,8.80,Teoria dos Grafos,101132
6.80,4.50,10.00,5.00,6.00,Lab. de Estruturas de Dados e Algoritmos,101132
6.00,7.00,9.00,6.50,6.60,Estruturas de Dados e Algoritmos,101132
8.20,6.80,6.20,-1.00,7.20,Organização e Arquitetura de Computadores,101132
10.00,10.00,10.00,-1.00,10.00,Lab. de Organização e Arquitetura de Computadores,101132
3.50,6.50,3.20,6.50,5.20,Probabilidade e Estatística,101132
6.60,6.70,8.00,-1.00,7.10,Teoria da Computação,101132
9.40,9.00,8.60,-1.00,9.00,Análise e Técnicas de Algoritmos,101132
9.00,9.05,9.30,-1.00,8.90,Engenharia de Software I,101132
4.40,5.60,6.50,4.20,5.00,Gerência da Informação,101132
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,101132
7.30,7.00,7.00,-1.00,7.10,Redes de Computadores,101132
6.80,3.00,9.50,4.50,5.60,Métodos Estatísticos,101132
6.00,6.50,6.40,6.50,6.40,Paradigmas de Linguagem de Programação,10118
4.00,7.40,6.50,8.70,7.10,Fundamentos de Física Clássica,10118
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),10118
7.00,9.10,9.00,-1.00,8.40,Inglês,10118
3.20,2.60,9.10,10.00,7.00,Banco de Dados I,10118
9.00,8.50,8.80,-1.00,8.80,Informática e Sociedade,10118
6.00,8.00,9.00,-1.00,7.70,Fundamentos de Física Moderna,10118
6.70,4.20,6.40,6.80,6.40,Sistemas de Informação II,10118
7.40,7.40,7.40,-1.00,7.40,Sistemas de Informação I,10118
6.40,9.00,7.30,-1.00,7.60,Gerência da Informação,10118
8.50,8.50,8.50,-1.00,8.50,Teoria dos Grafos,10118
6.10,6.60,6.20,4.30,5.40,Lógica Matemática,10118
3.50,3.50,4.00,7.70,5.50,Estruturas de Dados e Algoritmos,10118
6.60,4.90,4.50,5.90,5.70,Organização e Arquitetura de Computadores,10118
10.00,10.00,9.10,-1.00,9.70,Lab. de Organização e Arquitetura de Computadores,10118
1.40,0.00,0.00,-1.00,0.50,Probabilidade e Estatística,10118
4.80,5.50,5.50,6.00,5.60,Probabilidade e Estatística,10118
5.70,5.90,5.10,8.60,6.80,Teoria da Computação,10118
3.80,3.50,7.10,7.50,5.90,Análise e Técnicas de Algoritmos,10118
6.30,10.00,10.00,-1.00,8.30,Engenharia de Software I,10118
5.90,5.30,9.50,6.00,5.90,Lab. de Estruturas de Dados e Algoritmos,10118
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,10118
3.00,2.50,8.80,6.70,5.60,Métodos Estatísticos,10118
9.00,7.00,9.00,-1.00,8.30,Relações Humanas,10118
7.10,7.10,7.10,-1.00,7.10,Sistemas de Informação I,101255
3.00,0.00,2.50,-1.00,1.80,Banco de Dados I,101255
9.50,8.50,9.00,-1.00,9.00,Informática e Sociedade,101255
7.30,7.30,7.30,-1.00,7.30,Engenharia de Software I,101255
6.70,4.60,7.10,5.80,5.90,Organização e Arquitetura de Computadores,101255
3.60,7.60,4.70,5.00,5.20,Lab. de Organização e Arquitetura de Computadores,101255
3.00,6.00,4.50,5.50,5.30,Sistemas de Informação II,101255
5.50,8.50,7.00,-1.00,7.00,Paradigmas de Linguagem de Programação,101255
3.50,4.80,8.50,4.10,5.00,Estruturas de Dados e Algoritmos,101255
8.20,4.00,6.20,5.00,5.70,Gerência da Informação,101255
7.60,6.50,5.80,7.00,6.80,Lab. de Engenharia de Software,101255
7.00,4.40,6.80,3.40,5.00,Redes de Computadores,101255
7.50,7.00,8.00,-1.00,7.50,Administração,101255
5.50,7.00,7.80,-1.00,7.00,Avaliação de Desempenho de Sistemas Discretos,101255
4.70,6.00,9.70,-1.00,7.00,Metodologia Científica,101255
5.10,4.90,5.30,6.50,5.70,Teoria da Computação,101255
5.80,6.30,5.90,10.00,7.50,Lógica Matemática,101255
1.20,4.80,0.00,-1.00,2.10,Lógica Matemática,101255
0.00,7.00,7.70,-1.00,2.90,Relações Humanas,101255
8.50,4.40,6.50,3.60,5.30,Lab. de Estruturas de Dados e Algoritmos,101255
8.30,8.30,8.30,-1.00,8.30,Sistemas de Informação I,101215
7.50,6.50,8.00,-1.00,7.30,Banco de Dados I,101215
9.00,8.50,8.80,-1.00,8.80,Informática e Sociedade,101215
7.20,8.00,9.30,-1.00,8.20,Engenharia de Software I,101215
7.50,6.50,7.10,-1.00,7.00,Organização e Arquitetura de Computadores,101215
7.80,5.70,7.50,-1.00,7.00,Lab. de Organização e Arquitetura de Computadores,101215
8.60,6.00,6.60,-1.00,7.10,Lab. de Estruturas de Dados e Algoritmos,101215
9.00,9.00,9.00,-1.00,9.00,Direito e Cidadania,101215
10.00,10.00,5.00,-1.00,8.30,Fundamentos de Física Moderna,101215
6.85,6.65,7.15,-1.00,7.00,Sistemas de Informação II,101215
7.00,7.00,10.00,-1.00,8.00,Estruturas de Dados e Algoritmos,101215
7.70,4.90,9.30,-1.00,7.30,Teoria da Computação,101215
8.50,7.90,7.50,-1.00,8.00,Lab. de Engenharia de Software,101215
7.20,5.50,8.40,-1.00,7.00,Redes de Computadores,101215
7.50,8.00,5.50,-1.00,7.00,Álgebra Linear,101215
8.30,6.70,6.00,-1.00,7.00,Gerência da Informação,101215
7.40,1.00,3.60,5.00,4.40,Probabilidade e Estatística,101215
8.70,6.50,5.90,-1.00,7.00,Probabilidade e Estatística,101215
8.60,7.30,8.70,-1.00,8.20,Métodos Estatísticos,101215
8.10,10.00,8.60,-1.00,8.60,Lógica Matemática,101215
5.80,7.20,8.30,-1.00,7.10,Análise e Técnicas de Algoritmos,101215
9.50,10.00,9.50,-1.00,9.70,Estruturas de Dados e Algoritmos,101393
10.00,6.70,5.10,-1.00,7.30,TECC (Algoritmos Avançados III),101393
10.00,10.00,10.00,-1.00,10.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),101393
7.80,7.60,7.20,-1.00,7.60,Organização e Arquitetura de Computadores,101393
5.50,9.60,8.00,-1.00,7.70,Lab. de Organização e Arquitetura de Computadores,101393
9.70,9.50,8.00,-1.00,9.10,Lab. de Estruturas de Dados e Algoritmos,101393
9.00,10.00,8.50,-1.00,9.20,Fundamentos de Física Moderna,101393
8.50,6.50,7.50,-1.00,7.50,Paradigmas de Linguagem de Programação,101393
9.50,10.00,9.30,-1.00,9.60,Teoria da Computação,101393
9.20,9.50,8.40,-1.00,9.00,Lab. de Engenharia de Software,101393
5.00,7.80,6.00,5.80,6.10,Álgebra Linear,101393
8.10,7.30,6.90,-1.00,7.40,Gerência da Informação,101393
6.50,6.40,8.10,-1.00,7.00,Probabilidade e Estatística,101393
8.55,7.55,7.65,-1.00,8.10,TECC(Fundamentos de Prog. Concorrente),101393
3.10,3.70,7.80,5.20,5.00,Métodos Estatísticos,101393
7.70,7.70,7.70,-1.00,7.70,Engenharia de Software I,101393
8.90,5.00,0.00,-1.00,7.80,Lógica Matemática,101393
