nota1,nota2,nota3,final,media,disciplina,matricula
5.50,5.00,9.00,7.50,6.90,Fundamentos de Física Moderna,121758
6.40,3.20,7.00,5.90,5.90,Sistemas de Informação II,121758
8.40,7.50,7.90,-1.00,7.90,TECC(Empreendedorismo em Software)   ,121758
7.10,7.70,8.40,-1.00,7.80,Banco de Dados II,121758
9.10,4.30,4.20,4.00,5.10,TECC (Algoritmos Avançados III),121758
6.00,7.00,9.30,-1.00,7.40,Projeto em Computação II,061761
6.50,9.10,9.30,-1.00,8.30,Álgebra Vetorial e Geometria Analítica,121643
9.35,10.00,0.00,-1.00,9.50,Introdução à Computação,121643
8.20,7.10,9.20,-1.00,8.20,Matemática Discreta,121643
2.20,8.80,10.00,-1.00,7.00,Cálculo Diferencial e Integral II,121643
8.30,5.00,6.30,7.80,7.00,Cálculo Diferencial e Integral I,121643
7.50,8.00,9.50,-1.00,8.30,Leitura e Produção de Textos,121643
7.85,8.75,8.15,-1.00,8.00,Programação II,121643
7.07,2.23,0.00,-1.00,7.40,Programação I,121643
10.00,7.00,8.80,-1.00,8.60,Fundamentos de Física Clássica,121643
7.07,2.23,0.00,-1.00,7.40,Lab. de Programação I,121643
3.00,7.00,5.80,7.00,5.80,Teoria dos Grafos,121643
8.05,7.00,7.05,-1.00,7.50,Lab. de Programação II,121643
8.50,8.70,7.90,-1.00,8.40,Banco de Dados I,121204
7.00,6.50,5.60,5.50,6.00,Organização e Arquitetura de Computadores,121204
6.50,8.70,3.20,4.00,5.30,Economia,121204
9.70,10.00,5.50,-1.00,8.40,Lab. de Organização e Arquitetura de Computadores,121204
4.00,3.00,5.50,3.00,3.70,Probabilidade e Estatística,121204
7.00,7.75,7.75,-1.00,7.40,Probabilidade e Estatística,121204
5.00,4.30,4.50,5.60,5.50,Sistemas de Informação II,121204
4.00,5.30,3.40,4.50,5.00,Banco de Dados II,121204
4.70,5.50,7.00,5.20,5.50,Redes de Computadores,121204
6.00,1.50,2.50,-1.00,3.30,Álgebra Linear,121204
7.80,9.10,8.10,-1.00,8.10,Lógica Matemática,121204
7.00,7.00,7.00,-1.00,7.00,Sociologia Industrial I,121204
9.40,8.00,5.30,-1.00,7.60,Álgebra Vetorial e Geometria Analítica,122679
6.50,7.00,7.50,-1.00,7.00,Leitura e Produção de Textos,122679
10.00,8.90,8.40,-1.00,9.30,Programação I,122679
7.00,6.00,5.20,4.90,5.60,Cálculo Diferencial e Integral I,122679
10.00,8.90,8.40,-1.00,9.30,Lab. de Programação I,122679
8.83,0.00,0.00,-1.00,8.70,Introdução à Computação,122679
3.50,8.30,5.80,1.00,3.90,Álgebra Vetorial e Geometria Analítica,121296
7.80,1.50,4.60,5.70,5.00,Álgebra Vetorial e Geometria Analítica,121296
2.80,5.50,5.40,4.50,4.60,Matemática Discreta,121296
10.00,10.00,10.00,-1.00,10.00,Direito e Cidadania,121296
8.50,7.50,5.00,-1.00,7.00,Leitura e Produção de Textos,121296
3.60,2.10,6.20,4.10,4.40,Programação I,121296
7.20,8.70,10.00,-1.00,9.10,Programação I,121296
2.50,1.90,3.40,-1.00,2.60,Cálculo Diferencial e Integral I,121296
0.50,2.50,5.00,-1.00,2.70,Cálculo Diferencial e Integral I,121296
3.80,2.20,6.20,4.10,4.40,Lab. de Programação I,121296
7.20,8.70,10.00,-1.00,9.10,Lab. de Programação I,121296
8.25,5.70,8.20,-1.00,7.50,Introdução à Computação,121296
2.00,2.00,1.40,-1.00,1.90,Programação II,121343
1.00,6.00,7.00,8.00,6.50,TECC (Economia de Tecnologia da Informação),052609
8.50,8.00,0.00,5.00,5.00,TECC (Modelagem de Ambientes Virtuais),052609
10.00,6.10,9.55,-1.00,8.80,TEC (Princípios de Administração Financeira),052609
7.50,2.50,0.00,-1.00,3.30,Compiladores,052609
7.20,7.20,0.00,7.00,5.70,Compiladores,052609
7.10,4.60,8.50,4.30,5.70,Inteligência Artificial I,052609
7.00,10.00,8.50,-1.00,8.50,Paradigmas de Linguagem de Programação,052609
4.10,6.60,6.60,3.90,5.30,Banco de Dados II,052609
0.00,5.20,7.30,1.60,3.20,Lab. de Interconexão de Redes de Computadores,052609
0.00,8.00,10.00,4.20,5.30,Lab. de Interconexão de Redes de Computadores,052609
7.00,8.50,5.50,-1.00,7.00,Economia,052609
6.00,4.00,4.50,5.00,5.60,Projeto em Computação II,052609
8.40,8.20,8.00,-1.00,8.20,Empreendedorismo,052609
8.65,7.60,6.50,-1.00,7.60,Avaliação de Desempenho de Sistemas Discretos,052609
7.50,7.50,8.00,-1.00,7.90,Projeto em Computação I,052609
0.00,5.20,7.30,1.60,3.20,Interconexão de Redes de Computadores,052609
0.00,8.00,10.00,4.20,5.30,Interconexão de Redes de Computadores,052609
8.00,8.50,0.00,-1.00,8.30,Sociologia Industrial I,052609
5.30,5.30,5.30,5.30,5.30,Métodos e Software Numéricos,052609
4.40,4.80,8.50,6.00,5.90,TECC (Visão Computacional),052609
10.00,5.80,8.00,-1.00,7.90,Inglês,112712
5.50,5.00,4.00,6.50,5.50,Estruturas de Dados e Algoritmos,112712
5.60,3.00,6.60,7.80,6.20,Matemática Discreta,112712
6.30,5.80,5.40,3.60,5.00,Organização e Arquitetura de Computadores,112712
7.80,9.20,7.60,-1.00,8.20,Lab. de Organização e Arquitetura de Computadores,112712
4.50,4.50,7.80,5.00,5.10,Lab. de Estruturas de Dados e Algoritmos,112712
6.50,5.00,9.40,-1.00,7.00,Fundamentos de Física Moderna,112712
4.50,3.50,5.00,6.40,5.00,Paradigmas de Linguagem de Programação,112712
5.70,3.20,3.90,6.10,5.00,Teoria da Computação,112712
5.60,5.60,5.60,4.00,5.00,Sistemas de Informação I,112712
2.00,0.00,0.00,-1.00,0.70,Álgebra Linear,112712
1.00,0.50,0.50,-1.00,0.70,Álgebra Linear,112712
0.00,0.00,0.50,-1.00,0.20,Probabilidade e Estatística,112712
9.00,1.50,4.70,2.70,4.00,Probabilidade e Estatística,112712
3.50,1.60,1.40,-1.00,2.20,Probabilidade e Estatística,112712
3.50,6.70,9.00,5.10,5.00,Lógica Matemática,112712
10.00,5.00,9.50,-1.00,8.20,Inglês,112682
5.00,3.00,2.50,-1.00,3.50,Álgebra Vetorial e Geometria Analítica,112682
8.00,8.00,5.90,-1.00,7.20,Sistemas de Informação I,112682
3.00,7.00,0.00,-1.00,3.30,Economia,112682
5.70,5.70,5.70,7.00,6.20,Programação II,112682
3.90,5.70,8.80,5.00,5.70,Matemática Discreta,112682
5.50,1.50,1.70,-1.00,2.90,Cálculo Diferencial e Integral I,112682
0.80,0.00,0.00,-1.00,0.30,Cálculo Diferencial e Integral I,112682
6.00,8.50,7.30,-1.00,7.30,Teoria dos Grafos,112682
8.10,5.00,5.50,4.80,5.20,Lab. de Programação II,112682
1.90,1.90,1.90,-1.00,1.90,Lab. de Programação II,112682
5.50,7.50,5.50,7.00,6.50,Álgebra Vetorial e Geometria Analítica,11216
8.40,10.00,8.55,-1.00,9.00,Introdução à Computação,11216
8.50,8.50,8.50,-1.00,8.50,Informática e Sociedade,11216
4.40,5.10,9.10,4.80,5.60,Matemática Discreta,11216
9.00,4.00,5.00,4.00,5.20,Cálculo Diferencial e Integral I,11216
2.30,2.00,0.00,-1.00,1.40,Cálculo Diferencial e Integral I,11216
6.50,7.75,7.55,-1.00,7.00,Estruturas de Dados e Algoritmos,11216
8.50,8.00,8.50,-1.00,8.30,Leitura e Produção de Textos,11216
7.60,7.60,8.20,-1.00,7.70,Programação II,11216
5.90,4.10,7.70,7.80,6.70,Gerência da Informação,11216
8.80,7.75,8.45,-1.00,8.20,Programação I,11216
6.50,5.80,4.70,7.30,6.30,Fundamentos de Física Clássica,11216
8.80,7.75,8.45,-1.00,8.40,Lab. de Programação I,11216
7.00,9.00,8.00,-1.00,8.00,Teoria dos Grafos,11216
7.70,9.00,7.30,-1.00,8.10,Lab. de Programação II,11216
7.10,7.70,7.60,-1.00,7.50,Lab. de Estruturas de Dados e Algoritmos,11216
0.00,1.00,0.00,-1.00,0.30,Álgebra Vetorial e Geometria Analítica,121175
1.00,4.50,3.00,-1.00,2.80,Álgebra Vetorial e Geometria Analítica,121175
8.50,7.00,8.50,-1.00,8.00,Leitura e Produção de Textos,121175
0.00,3.30,0.00,-1.00,0.70,Programação I,121175
5.00,4.20,1.30,-1.00,3.00,Programação I,121175
0.00,1.00,0.50,-1.00,0.50,Cálculo Diferencial e Integral I,121175
0.70,0.00,0.00,-1.00,0.20,Cálculo Diferencial e Integral I,121175
0.00,0.10,0.00,-1.00,0.60,Lab. de Programação I,121175
5.00,4.20,1.30,-1.00,3.00,Lab. de Programação I,121175
5.00,7.00,4.80,5.50,5.60,Introdução à Computação,121175
10.00,9.00,9.00,-1.00,9.30,Sociologia Industrial I,121175
7.00,6.25,8.50,-1.00,7.80,TECC (Economia de Tecnologia da Informação),111359
6.50,8.50,8.00,-1.00,7.70,Sistemas de Informações Geográficas,111359
7.70,6.60,9.00,-1.00,7.50,Organização e Arquitetura de Computadores,111359
3.80,4.50,5.60,5.10,5.00,Banco de Dados II,111359
9.33,9.33,4.90,-1.00,7.40,Lab. de Organização e Arquitetura de Computadores,111359
5.50,4.70,4.00,7.00,6.10,Sistemas de Informação II,111359
5.70,8.50,8.00,-1.00,7.40,Inteligência Artificial I,111359
6.80,10.00,8.40,-1.00,8.40,Paradigmas de Linguagem de Programação,111359
8.00,9.00,8.50,-1.00,8.50,TECC(Empreendedorismo em Software)   ,111359
7.80,7.00,8.00,-1.00,7.60,Lab. de Interconexão de Redes de Computadores,111359
9.00,9.00,9.00,-1.00,9.00,Lab. de Engenharia de Software,111359
6.50,5.10,5.50,7.50,6.40,Redes de Computadores,111359
8.00,8.00,0.00,-1.00,8.00,Sociologia Industrial I,111359
8.00,8.00,10.00,-1.00,8.20,Projeto em Computação I,111359
7.80,7.00,8.00,-1.00,7.60,Interconexão de Redes de Computadores,111359
0.50,2.00,6.50,-1.00,3.00,Métodos Estatísticos,111359
10.00,7.70,7.50,-1.00,8.40,Métodos Estatísticos,111359
8.70,8.40,8.50,-1.00,8.50,TECC (Fundamentos e Aplicações de Realidade Virtual),111359
5.50,7.00,8.50,-1.00,7.00,Métodos e Software Numéricos,111359
6.30,6.30,6.30,7.00,6.60,Engenharia de Software I,111359
4.00,7.00,7.50,8.00,7.20,TECC (Economia de Tecnologia da Informação),061782
8.00,7.70,8.50,-1.00,8.10,Inteligência Artificial I,061782
9.40,6.00,5.60,-1.00,7.00,Redes Neurais,061782
7.50,8.20,8.00,4.50,5.90,Avaliação de Desempenho de Sistemas Discretos,061782
7.50,5.00,0.00,9.00,6.10,TECC (Sistemas de Recuperação da Informação),061782
7.00,5.00,5.00,4.50,5.20,Métodos Estatísticos,061782
8.00,3.00,3.80,6.80,5.70,Probabilidade e Estatística,111126
8.00,8.50,8.30,-1.00,8.30,Informática e Sociedade,111126
9.00,8.00,7.00,-1.00,8.00,Economia,111126
8.80,6.50,6.60,-1.00,7.30,Introdução à Computação,111463
3.30,1.00,0.00,-1.00,1.40,Matemática Discreta,111463
10.00,10.00,10.00,-1.00,10.00,Direito e Cidadania,111463
6.60,6.60,1.30,7.90,6.50,Programação I,111463
6.60,6.60,1.30,7.90,6.50,Lab. de Programação I,111463
2.50,1.00,1.80,-1.00,1.80,Teoria dos Grafos,111463
7.40,7.50,7.50,-1.00,7.50,Álgebra Vetorial e Geometria Analítica,111220
10.00,7.80,9.00,-1.00,8.90,Introdução à Computação,111220
6.70,8.40,9.10,-1.00,8.10,Matemática Discreta,111220
6.00,5.80,7.00,6.50,6.40,Cálculo Diferencial e Integral II,111220
5.00,3.50,1.50,-1.00,3.30,Cálculo Diferencial e Integral II,111220
10.00,10.00,9.50,-1.00,9.80,Fundamentos de Física Moderna,111220
7.80,6.50,7.20,-1.00,7.20,Paradigmas de Linguagem de Programação,111220
8.20,8.20,4.10,-1.00,8.20,Lab. de Programação II,111220
8.50,2.00,1.50,7.50,5.40,Cálculo Diferencial e Integral I,111220
5.10,8.40,7.60,-1.00,7.00,Teoria da Computação,111220
9.30,3.80,8.80,-1.00,8.10,Sistemas de Informação I,111220
9.10,9.10,9.10,-1.00,9.10,Programação II,111220
9.00,4.50,4.50,4.00,5.10,Probabilidade e Estatística,111220
7.10,7.80,8.30,-1.00,7.70,Gerência da Informação,111220
8.00,8.50,9.50,-1.00,8.50,Programação I,111220
7.00,6.50,7.50,-1.00,7.00,Fundamentos de Física Clássica,111220
8.40,8.00,9.20,-1.00,8.40,Lab. de Programação I,111220
8.50,9.70,9.10,-1.00,9.10,Teoria dos Grafos,111220
7.50,3.00,9.40,-1.00,7.40,Lógica Matemática,111220
5.75,8.00,8.25,-1.00,7.00,Estruturas de Dados e Algoritmos,111220
6.75,8.00,8.10,-1.00,7.30,Lab. de Estruturas de Dados e Algoritmos,111220
3.50,4.50,9.00,5.50,5.60,Estruturas de Dados e Algoritmos,102575
8.50,8.80,8.70,-1.00,8.70,Informática e Sociedade,102575
1.50,1.50,2.00,-1.00,1.70,Cálculo Diferencial e Integral II,102575
6.80,4.50,1.00,6.30,5.00,Cálculo Diferencial e Integral I,102575
7.20,7.20,7.20,-1.00,7.20,Programação II,102575
7.90,6.80,8.30,-1.00,7.70,Gerência da Informação,102575
4.00,4.70,5.60,5.30,5.00,Matemática Discreta,102575
3.50,4.50,6.00,6.00,5.20,Fundamentos de Física Clássica,102575
9.50,9.50,9.50,-1.00,9.50,Futsal,102575
8.50,8.50,8.50,-1.00,8.50,Teoria dos Grafos,102575
7.60,7.60,3.80,-1.00,7.60,Lab. de Programação II,102575
5.60,5.20,10.00,3.00,5.00,Lab. de Estruturas de Dados e Algoritmos,102575
0.50,2.00,0.00,-1.00,0.80,Álgebra Vetorial e Geometria Analítica,122322
7.00,7.00,8.70,-1.00,7.60,Leitura e Produção de Textos,122322
0.50,0.00,0.00,-1.00,0.20,Cálculo Diferencial e Integral I,122322
3.00,4.60,2.40,-1.00,3.70,Lab. de Programação I,122322
6.90,5.30,8.20,4.70,5.80,Introdução à Computação,122322
7.60,3.70,7.00,5.70,5.90,Álgebra Vetorial e Geometria Analítica,111106
8.40,8.40,8.40,-1.00,8.40,Introdução à Computação,111106
6.80,6.30,9.10,-1.00,7.40,Matemática Discreta,111106
5.50,3.00,8.00,5.50,5.50,Cálculo Diferencial e Integral II,111106
10.00,10.00,10.00,-1.00,10.00,Direito e Cidadania,111106
9.00,9.00,9.00,-1.00,9.00,Fundamentos de Física Moderna,111106
6.00,4.00,2.50,5.00,4.50,Probabilidade e Estatística,111106
7.75,6.50,7.50,-1.00,7.60,Probabilidade e Estatística,111106
5.10,5.10,5.10,6.30,5.60,Lab. de Programação II,111106
6.30,6.60,5.50,5.70,5.90,Cálculo Diferencial e Integral I,111106
9.50,7.60,6.50,-1.00,7.90,Teoria da Computação,111106
10.00,0.00,6.50,-1.00,7.00,Sistemas de Informação I,111106
7.20,7.20,7.20,-1.00,7.20,Programação II,111106
9.00,5.50,7.50,-1.00,7.30,Álgebra Linear,111106
5.50,7.60,6.40,2.90,5.10,Gerência da Informação,111106
6.50,7.80,8.40,-1.00,7.50,Programação I,111106
6.00,3.50,5.50,6.50,5.60,Fundamentos de Física Clássica,111106
6.50,7.80,8.40,-1.00,7.30,Lab. de Programação I,111106
7.50,8.00,7.80,-1.00,7.80,Teoria dos Grafos,111106
7.40,7.50,8.20,-1.00,7.60,Lógica Matemática,111106
8.25,6.25,6.00,-1.00,7.10,Estruturas de Dados e Algoritmos,111106
5.90,8.05,8.55,-1.00,7.00,Lab. de Estruturas de Dados e Algoritmos,111106
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),101496
7.00,7.00,8.00,-1.00,7.30,Estruturas de Dados e Algoritmos,101496
8.50,6.50,7.10,-1.00,7.40,Organização e Arquitetura de Computadores,101496
8.60,9.60,10.00,-1.00,9.40,Lab. de Organização e Arquitetura de Computadores,101496
9.80,10.00,7.00,-1.00,8.90,Gerência da Informação,101496
10.00,10.00,10.00,-1.00,10.00,Fundamentos de Física Moderna,101496
8.00,8.00,9.80,-1.00,8.60,Probabilidade e Estatística,101496
8.60,9.10,9.00,-1.00,8.90,Teoria da Computação,101496
9.70,9.70,9.70,-1.00,9.70,Sistemas de Informação I,101496
5.70,9.00,10.00,-1.00,8.20,Álgebra Linear,101496
9.90,9.40,10.00,-1.00,9.80,Lab. de Estruturas de Dados e Algoritmos,101496
9.70,9.70,9.70,-1.00,9.70,Sistemas de Informação I,101136
9.50,9.00,8.80,-1.00,9.10,Banco de Dados I,101136
6.40,6.40,6.40,4.30,5.60,Engenharia de Software I,101136
7.90,6.00,8.50,-1.00,7.30,Organização e Arquitetura de Computadores,101136
9.10,9.10,9.40,-1.00,9.20,Lab. de Organização e Arquitetura de Computadores,101136
9.20,9.00,8.80,-1.00,9.00,Lab. de Estruturas de Dados e Algoritmos,101136
10.00,10.00,5.00,-1.00,8.30,Fundamentos de Física Moderna,101136
9.50,9.00,9.30,-1.00,9.30,Paradigmas de Linguagem de Programação,101136
4.50,8.80,7.70,-1.00,7.00,Estruturas de Dados e Algoritmos,101136
7.30,5.00,10.00,-1.00,7.40,Teoria da Computação,101136
9.20,9.20,9.90,-1.00,9.40,Lab. de Engenharia de Software,101136
5.30,8.80,1.00,7.00,5.80,Álgebra Linear,101136
8.50,6.50,7.70,-1.00,7.60,Gerência da Informação,101136
7.40,7.00,1.50,8.00,6.40,Probabilidade e Estatística,101136
10.00,7.00,7.20,-1.00,8.10,TECC (Algoritmos Avançados III),101136
4.00,4.00,9.30,6.30,6.00,Métodos Estatísticos,101136
7.60,5.30,0.00,-1.00,7.00,Lógica Matemática,101136
8.20,6.80,10.00,-1.00,8.30,Análise e Técnicas de Algoritmos,101136
5.80,1.00,0.00,-1.00,1.70,Estruturas de Dados e Algoritmos,101240
2.00,0.00,1.00,-1.00,1.30,Estruturas de Dados e Algoritmos,101240
3.30,5.00,1.80,-1.00,3.40,Cálculo Diferencial e Integral II,101240
2.50,8.00,5.00,5.00,5.10,Cálculo Diferencial e Integral II,101240
5.00,3.50,6.50,2.50,4.00,Cálculo Diferencial e Integral II,101240
5.50,4.80,2.20,6.20,5.00,Cálculo Diferencial e Integral I,101240
4.50,6.00,5.00,5.00,5.10,Teoria da Computação,101240
4.30,4.30,2.90,-1.00,3.70,Sistemas de Informação I,101240
5.00,5.00,5.00,-1.00,3.00,Programação II,101240
6.40,6.40,6.40,3.60,5.30,Programação II,101240
3.00,6.50,2.50,3.00,3.60,Álgebra Linear,101240
6.40,6.80,6.80,6.20,6.50,Gerência da Informação,101240
3.40,4.40,6.00,6.70,5.40,Matemática Discreta,101240
0.00,0.20,0.00,-1.00,0.10,Fundamentos de Física Clássica,101240
0.00,1.00,2.00,-1.00,1.00,Fundamentos de Física Clássica,101240
5.50,6.70,7.20,8.80,7.20,Teoria dos Grafos,101240
3.60,3.60,3.60,-1.00,3.60,Lab. de Programação II,101240
4.50,4.50,4.50,5.80,5.00,Lab. de Programação II,101240
3.60,0.00,0.00,-1.00,1.00,Lab. de Estruturas de Dados e Algoritmos,101240
10.00,7.80,8.50,-1.00,8.80,Banco de Dados I,101192
5.00,7.40,3.50,5.20,5.50,Sistemas de Informação II,101192
10.00,9.80,8.50,-1.00,9.40,TECC (Algoritmos Avançados III),101192
1.50,5.50,0.00,-1.00,2.30,Cálculo Diferencial e Integral II,101192
0.50,9.50,4.50,5.50,5.10,Cálculo Diferencial e Integral II,101192
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,101192
6.00,5.00,8.00,3.00,5.00,Fundamentos de Física Moderna,101192
7.50,9.00,8.30,-1.00,8.30,Paradigmas de Linguagem de Programação,101192
4.75,8.15,9.25,-1.00,7.00,Estruturas de Dados e Algoritmos,101192
9.50,10.00,7.50,-1.00,9.00,Teoria da Computação,101192
7.90,7.90,7.90,-1.00,7.90,Sistemas de Informação I,101192
8.00,5.70,2.00,6.20,5.60,Álgebra Linear,101192
8.40,7.80,7.10,-1.00,7.80,Gerência da Informação,101192
5.30,3.50,6.50,6.50,5.70,Fundamentos de Física Clássica,101192
9.50,9.30,9.40,-1.00,9.40,Teoria dos Grafos,101192
5.10,9.90,6.30,7.30,6.70,Lógica Matemática,101192
8.15,7.85,6.75,-1.00,7.70,Lab. de Estruturas de Dados e Algoritmos,101192
9.00,4.50,4.10,5.00,5.50,Estruturas de Dados e Algoritmos,10188
3.00,1.00,0.00,-1.00,1.30,Cálculo Diferencial e Integral II,10188
6.00,7.00,8.00,-1.00,7.00,Cálculo Diferencial e Integral II,10188
6.50,6.50,7.70,9.50,7.70,Paradigmas de Linguagem de Programação,10188
2.70,7.00,4.00,5.60,5.00,Teoria da Computação,10188
7.40,7.40,7.40,-1.00,7.40,Sistemas de Informação I,10188
6.00,3.80,1.00,-1.00,3.60,Álgebra Linear,10188
6.50,5.80,3.00,5.00,5.10,Álgebra Linear,10188
6.30,9.30,0.00,-1.00,7.00,Lógica Matemática,10188
7.50,5.80,6.30,9.00,7.50,Gerência da Informação,10188
8.50,9.80,6.70,-1.00,8.30,Lab. de Estruturas de Dados e Algoritmos,10188
5.50,7.50,7.60,8.00,7.00,Estruturas de Dados e Algoritmos,101483
10.00,10.00,10.00,-1.00,10.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),101483
7.50,7.60,7.10,-1.00,7.40,Organização e Arquitetura de Computadores,101483
8.80,10.00,8.00,-1.00,9.40,Engenharia de Software I,101483
9.40,8.40,3.20,-1.00,7.00,Lab. de Organização e Arquitetura de Computadores,101483
8.20,8.20,4.10,-1.00,8.20,Lab. de Programação II,101483
10.00,10.00,10.00,-1.00,10.00,Fundamentos de Física Moderna,101483
7.40,7.00,7.75,-1.00,7.60,Sistemas de Informação II,101483
9.50,9.00,8.00,-1.00,8.80,Teoria da Computação,101483
9.70,9.70,7.60,-1.00,8.90,Sistemas de Informação I,101483
9.30,6.30,8.20,-1.00,7.90,Matemática Discreta,101483
8.20,8.20,8.20,-1.00,8.20,Programação II,101483
6.70,6.50,6.20,7.90,7.10,Álgebra Linear,101483
5.00,8.50,7.50,-1.00,7.00,Probabilidade e Estatística,101483
4.40,5.00,0.00,-1.00,3.10,Probabilidade e Estatística,101483
7.40,8.80,9.60,-1.00,8.60,Métodos Estatísticos,101483
10.00,10.00,10.00,-1.00,10.00,Teoria dos Grafos,101483
6.20,8.90,9.00,-1.00,7.00,Lógica Matemática,101483
9.50,8.00,8.50,-1.00,8.90,TECC (Administração de Sistemas),101483
3.70,5.00,9.50,9.50,7.50,Lab. de Estruturas de Dados e Algoritmos,101483
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),10117
5.50,5.00,5.50,5.50,5.40,Estruturas de Dados e Algoritmos,10117
10.00,9.50,9.80,-1.00,9.80,Informática e Sociedade,10117
9.00,9.50,9.30,-1.00,9.30,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),10117
9.20,6.20,6.50,-1.00,7.50,Organização e Arquitetura de Computadores,10117
10.00,10.00,10.00,-1.00,10.00,Lab. de Organização e Arquitetura de Computadores,10117
7.10,7.50,6.90,-1.00,7.20,Lab. de Estruturas de Dados e Algoritmos,10117
10.00,10.00,7.00,-1.00,9.00,Fundamentos de Física Moderna,10117
6.10,6.55,7.90,-1.00,7.00,Sistemas de Informação II,10117
7.50,8.00,7.80,-1.00,7.80,TECC(Empreendedorismo em Software)   ,10117
7.80,7.30,7.00,-1.00,7.40,Teoria da Computação,10117
7.90,7.90,7.90,-1.00,7.90,Sistemas de Informação I,10117
9.00,9.00,6.50,-1.00,8.20,Álgebra Linear,10117
4.60,8.90,8.50,-1.00,7.30,Gerência da Informação,10117
4.90,7.10,6.30,7.30,6.60,Probabilidade e Estatística,10117
5.00,5.00,9.10,5.90,6.20,Métodos Estatísticos,10117
8.80,10.00,9.10,-1.00,9.10,Lógica Matemática,10117
7.30,7.70,7.10,-1.00,7.40,Análise e Técnicas de Algoritmos,10117
10.00,10.00,5.00,-1.00,8.30,Fundamentos de Física Moderna,101324
2.00,2.00,2.00,-1.00,2.00,Programação II,101324
1.70,1.70,1.70,-1.00,1.70,Programação II,101324
5.00,1.50,1.00,-1.00,2.50,Álgebra Linear,101324
0.70,4.00,5.70,-1.00,3.50,Matemática Discreta,101324
5.20,4.40,6.50,4.40,5.00,Matemática Discreta,101324
2.00,5.00,3.50,-1.00,3.50,Teoria dos Grafos,101324
7.00,10.00,8.50,-1.00,8.50,Teoria dos Grafos,101324
1.90,3.30,4.00,-1.00,2.70,Lab. de Programação II,101324
0.40,0.40,0.40,-1.00,0.40,Lab. de Programação II,101324
5.50,0.50,1.50,-1.00,2.50,Álgebra Vetorial e Geometria Analítica,112605
2.00,0.50,0.00,-1.00,0.80,Álgebra Vetorial e Geometria Analítica,112605
7.40,4.90,6.20,4.40,5.50,Introdução à Computação,112605
4.60,5.00,6.90,2.20,4.20,Introdução à Computação,112605
5.20,4.40,4.20,-1.00,2.80,Matemática Discreta,112605
7.50,7.00,7.00,-1.00,7.20,Leitura e Produção de Textos,112605
1.70,2.80,5.30,-1.00,3.60,Programação II,112605
6.67,8.13,3.03,-1.00,7.60,Programação I,112605
1.30,2.60,0.00,-1.00,2.60,Programação I,112605
1.50,1.60,0.50,-1.00,1.20,Cálculo Diferencial e Integral I,112605
6.67,8.13,3.03,-1.00,7.60,Lab. de Programação I,112605
2.60,0.00,1.80,-1.00,2.40,Lab. de Programação I,112605
3.00,6.60,3.70,2.00,3.70,Teoria dos Grafos,112605
6.20,2.20,6.50,-1.00,2.80,Lab. de Programação II,112605
6.50,8.00,0.00,-1.00,7.30,Sociologia Industrial I,112605
9.50,9.20,9.40,-1.00,9.40,Paradigmas de Linguagem de Programação,091460
0.00,4.00,4.80,-1.00,2.90,Lab. de Interconexão de Redes de Computadores,091460
8.30,8.30,8.30,-1.00,8.30,Lab. de Engenharia de Software,091460
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),091460
10.00,10.00,10.00,-1.00,10.00,Inglês,091460
4.50,3.40,8.70,6.50,5.90,Banco de Dados I,091460
6.80,4.50,7.00,5.00,5.70,Sistemas de Informação II,091460
8.50,8.25,8.00,-1.00,8.30,TECC(Empreendedorismo em Software)   ,091460
9.80,7.27,6.45,-1.00,8.40,Sistemas de Informação I,091460
6.70,2.50,6.00,2.50,4.10,TECC (Métodos Formais),091460
6.00,5.50,1.00,6.50,5.10,Sistemas Operacionais,091460
7.50,6.00,8.60,-1.00,7.40,Métodos e Software Numéricos,091460
9.00,8.30,10.00,-1.00,8.90,Projeto em Computação I,091460
7.00,7.00,7.00,-1.00,7.00,Lógica Matemática,091460
7.40,7.00,9.10,-1.00,7.60,Organização e Arquitetura de Computadores,091460
8.50,8.17,4.83,-1.00,7.00,Lab. de Organização e Arquitetura de Computadores,091460
4.40,8.00,10.00,6.70,6.70,Metodologia Científica,091460
0.00,4.00,4.80,-1.00,2.90,Interconexão de Redes de Computadores,091460
6.20,6.20,9.20,-1.00,7.20,Análise e Técnicas de Algoritmos,091460
8.00,7.00,8.00,-1.00,7.70,TECC (Economia de Tecnologia da Informação),091460
9.00,9.00,8.00,-1.00,8.70,TECC (Modelagem de Ambientes Virtuais),091460
7.90,7.90,7.90,-1.00,7.90,Engenharia de Software I,091460
8.50,5.50,7.00,-1.00,7.00,Sistemas de Informações Geográficas,091460
7.50,7.50,5.00,5.80,6.30,Redes de Computadores,091460
4.50,0.00,5.00,-1.00,3.20,Métodos Estatísticos,091460
7.80,8.50,6.50,-1.00,7.60,Métodos Estatísticos,091460
3.90,4.00,7.60,6.60,5.80,Compiladores,091460
8.80,6.50,7.50,-1.00,7.60,Álgebra Vetorial e Geometria Analítica,112287
