nota1,nota2,nota3:nota4,nota5,nota6,nota7,nota8,media,final,disciplina,departamento,matricula
4.8,8.1,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.8,calculo dif e integral i,dme,110210392
1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,calculo diferencial e integral ii,dme,110210392
3.5,2.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,4.1,3.6,calculo diferencial e integral ii,dme,110210392
6.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.0,calculo diferencial e integral ii,dme,110210392
6.6,6.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,2.0,economia,dme,110210392
5.5,1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,fundamentos de fisica classica,dme,110210392
0.0,0.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,fundamentos de fisica classica,dme,110210392
1.9,6.2,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,4.3,3.2,ger?ncia da informacao,dme,110210392
1.8,3.7,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,0.9,ger?ncia da informacao,dme,110210392
8.8,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,informatica e sociedade,dme,110210392
1.6,6.3,6.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,0.6,laboratorio de programacao i,dme,110210392
7.0,8.0,8.0,3.2,-1.0,-1.0,-1.0,-1.0,5.0,3.8,laboratorio de programacao i,dme,110210392
5.2,2.8,0.0,0.0,1.3,-1.0,-1.0,-1.0,1.7,-1.0,laboratorio de programacao ii,dme,110210392
1.5,5.6,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,3.5,matematica discreta,dme,110210392
3.5,6.5,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,1.0,matematica discreta,dme,110210392
6.3,1.6,6.3,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,0.6,programacao i,dme,110210392
7.0,8.0,8.0,3.2,-1.0,-1.0,-1.0,-1.0,5.0,3.8,programacao i,dme,110210392
1.3,1.3,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,1.4,-1.0,programacao ii,dme,110210392
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,110210392
5.5,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,6.5,teoria dos grafos,dme,110210392
0.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,algebra vetorial e geometria analitica,dme,110210393
6.3,10.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,algebra vetorial e geometria analitica,dme,110210393
1.0,5.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,8.8,calculo dif e integral i,dme,110210393
0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,fundamentos de fisica classica,dme,110210393
8.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,informatica e sociedade,dme,110210393
8.4,5.2,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,introducao a computacao,dme,110210393
7.3,6.9,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao i,dme,110210393
4.6,4.6,4.6,-1.0,-1.0,-1.0,-1.0,-1.0,4.3,3.8,laboratorio de programacao ii,dme,110210393
7.8,7.5,8.3,7.6,8.3,-1.0,-1.0,-1.0,8.0,-1.0,laboratorio de programacao ii,dme,110210393
3.7,5.2,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,7.0,matematica discreta,dme,110210393
7.3,6.9,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao i,dme,110210393
4.5,4.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,1.2,programacao ii,dme,110210393
8.4,8.3,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,programacao ii,dme,110210393
9.0,7.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,relacoes humanas,dme,110210393
4.5,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,8.5,teoria dos grafos,dme,110210393
7.5,4.5,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,5.5,administracao,dme,110210394
1.5,2.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3,-1.0,calculo diferencial e integral ii,dme,110210394
0.1,2.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,calculo diferencial e integral ii,dme,110210394
-1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,estrutura de dados e algoritmos,dme,110210394
4.5,3.5,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,4.5,fundamentos de fisica classica,dme,110210394
4.0,5.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.1,3.0,fundamentos de fisica classica,dme,110210394
6.5,4.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,fundamentos de fisica classica,dme,110210394
5.0,3.8,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.1,ger?ncia da informacao,dme,110210394
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,informatica e sociedade,dme,110210394
3.8,1.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,lab.de estrutura de dados e algoritmos,dme,110210394
2.9,6.4,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.7,laboratorio de programacao i,dme,110210394
8.1,5.5,6.9,4.8,4.7,-1.0,-1.0,-1.0,6.0,5.6,laboratorio de programacao ii,dme,110210394
3.7,6.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,2.0,matematica discreta,dme,110210394
3.3,4.9,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,4.3,2.5,matematica discreta,dme,110210394
4.3,4.4,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,5.2,matematica discreta,dme,110210394
2.9,6.4,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.7,programacao i,dme,110210394
1.4,1.4,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,1.4,-1.0,programacao ii,dme,110210394
4.7,4.7,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,6.0,programacao ii,dme,110210394
7.0,9.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,sociologia industrial i,dme,110210394
4.3,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,2.5,teoria dos grafos,dme,110210394
6.1,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,teoria dos grafos,dme,110210394
1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,calculo diferencial e integral ii,dme,110210395
8.5,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,direito e cidadania,dme,110210395
3.5,3.5,7.5,5.2,-1.0,-1.0,-1.0,-1.0,4.3,3.5,estrutura de dados e algoritmos,dme,110210395
4.0,8.5,10.0,7.1,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,estrutura de dados e algoritmos,dme,110210395
3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,-1.0,fundamentos de fisica classica,dme,110210395
-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,fundamentos de fisica classica,dme,110210395
2.6,7.5,6.3,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,1.4,ger?ncia da informacao,dme,110210395
8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,informatica e sociedade,dme,110210395
9.2,8.1,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,ingl?s,dme,110210395
4.4,5.2,0.0,5.0,-1.0,-1.0,-1.0,-1.0,4.0,3.5,lab.de estrutura de dados e algoritmos,dme,110210395
7.6,7.8,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,lab.de estrutura de dados e algoritmos,dme,110210395
5.6,5.6,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.6,laboratorio de programacao ii,dme,110210395
3.4,3.3,4.2,-1.0,-1.0,-1.0,-1.0,-1.0,3.6,-1.0,matematica discreta,dme,110210395
7.3,7.3,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,programacao ii,dme,110210395
4.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2.1,teoria dos grafos,dme,110210395
0.5,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,algebra vetorial e geometria analitica,dme,110210396
0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,calculo dif e integral i,dme,110210396
4.0,7.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,economia,dme,110210396
6.9,3.1,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.8,introducao a computacao,dme,110210396
0.8,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,laboratorio de programacao i,dme,110210396
3.9,3.8,2.7,1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,laboratorio de programacao i,dme,110210396
0.8,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,programacao i,dme,110210396
3.9,3.8,2.7,1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,programacao i,dme,110210396
8.0,0.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,-1.0,relacoes humanas,dme,110210396
7.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,relacoes humanas,dme,110210396
6.5,6.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.5,algebra linear i,dme,110210397
6.3,5.9,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,banco de dados i,dme,110210397
7.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,basquetebol - masc,dme,110210397
3.5,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,7.0,calculo diferencial e integral ii,dme,110210397
7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,direito e cidadania,dme,110210397
4.5,8.5,8.3,7.8,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,estrutura de dados e algoritmos,dme,110210397
5.5,5.3,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,6.0,fundamentos de fisica classica,dme,110210397
6.3,9.5,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,fundamentos de fisica moderna,dme,110210397
3.6,4.6,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.6,ger?ncia da informacao,dme,110210397
8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,informatica e sociedade,dme,110210397
7.5,7.8,10.0,7.1,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,lab.de estrutura de dados e algoritmos,dme,110210397
10.0,10.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,lab.de org.e arquitetura de computadores,dme,110210397
7.0,8.1,8.2,8.6,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,laboratorio de programacao ii,dme,110210397
6.1,7.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,logica matematica,dme,110210397
5.9,5.1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.2,matematica discreta,dme,110210397
6.8,4.7,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,4.4,org.e arquitetura de computadores i,dme,110210397
5.5,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.0,paradigmas de ling. de programacao,dme,110210397
5.7,0.8,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,-1.0,probabilidade e estatistica,dme,110210397
6.0,6.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,1.0,probabilidade e estatistica,dme,110210397
7.0,4.0,7.5,4.5,-1.0,-1.0,-1.0,-1.0,6.1,6.5,probabilidade e estatistica,dme,110210397
8.4,8.4,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,programacao ii,dme,110210397
8.0,8.0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,sistemas de informacao i,dme,110210397
6.6,5.6,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,7.0,teoria da computacao,dme,110210397
5.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,teoria dos grafos,dme,110210397
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,basquete   masc/fem,dme,110210494
8.5,7.5,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.5,calculo dif e integral i,dme,110210494
3.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,-1.0,calculo diferencial e integral ii,dme,110210494
3.0,3.5,7.0,4.0,-1.0,-1.0,-1.0,-1.0,3.8,3.0,estrutura de dados e algoritmos,dme,110210494
3.0,4.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,6.5,fundamentos de fisica classica,dme,110210494
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,futsal,dme,110210494
6.0,6.2,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.7,7.2,ger?ncia da informacao,dme,110210494
8.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,informatica e sociedade,dme,110210494
6.1,4.0,10.0,4.5,-1.0,-1.0,-1.0,-1.0,3.9,1.5,lab.de estrutura de dados e algoritmos,dme,110210494
5.6,5.6,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.6,laboratorio de programacao ii,dme,110210494
5.4,6.2,5.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.3,matematica discreta,dme,110210494
5.2,5.2,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.8,programacao ii,dme,110210494
5.8,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,teoria dos grafos,dme,110210494
0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,algebra vetorial e geometria analitica,dme,110210495
6.1,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.5,algebra vetorial e geometria analitica,dme,110210495
0.2,1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,calculo dif e integral i,dme,110210495
5.9,4.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,6.5,calculo dif e integral i,dme,110210495
-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,calculo diferencial e integral ii,dme,110210495
0.0,2.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,fundamentos de fisica classica,dme,110210495
6.3,3.1,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,1.7,ger?ncia da informacao,dme,110210495
8.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,informatica e sociedade,dme,110210495
1.8,4.4,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,-1.0,laboratorio de programacao i,dme,110210495
5.9,9.3,7.2,4.4,-1.0,-1.0,-1.0,-1.0,5.9,5.1,laboratorio de programacao i,dme,110210495
5.1,3.0,0.0,0.0,2.8,-1.0,-1.0,-1.0,2.0,-1.0,laboratorio de programacao ii,dme,110210495
3.0,5.8,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,matematica discreta,dme,110210495
1.8,4.4,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,1.0,programacao i,dme,110210495
5.9,9.3,7.2,4.4,-1.0,-1.0,-1.0,-1.0,5.8,5.1,programacao i,dme,110210495
2.8,2.8,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,programacao ii,dme,110210495
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,110210495
7.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,sociologia industrial i,dme,110210495
2.5,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,teoria dos grafos,dme,110210495
9.4,10.0,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,analise e tecnica de algoritmos,dme,110210526
7.0,9.5,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,banco de dados i,dme,110210526
4.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,9.0,calculo diferencial e integral ii,dme,110210526
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,direito e cidadania,dme,110210526
7.4,9.7,9.2,10.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,engenharia de software i,dme,110210526
6.0,10.0,10.0,8.8,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,estrutura de dados e algoritmos,dme,110210526
6.3,9.7,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,fundamentos de fisica moderna,dme,110210526
8.3,7.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,ger?ncia da informacao,dme,110210526
9.1,8.8,10.0,8.7,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,lab.de estrutura de dados e algoritmos,dme,110210526
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,lab.de org.e arquitetura de computadores,dme,110210526
6.3,7.1,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,laboratorio de engenharia de software,dme,110210526
9.6,9.5,9.5,8.6,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,laboratorio de programacao ii,dme,110210526
8.9,7.2,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,matematica discreta,dme,110210526
7.8,7.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,metodos estatisticos,dme,110210526
8.8,6.8,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,org.e arquitetura de computadores i,dme,110210526
5.7,3.6,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,6.0,probabilidade e estatistica,dme,110210526
8.8,8.8,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,programacao ii,dme,110210526
9.2,9.2,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,sistemas de informacao i,dme,110210526
9.8,5.7,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,tecc(algoritmos  avancados iii ),dme,110210526
7.9,8.5,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,tecc(empreendedorismo em software),dme,110210526
8.3,6.4,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,teoria da computacao,dme,110210526
10.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,teoria dos grafos,dme,110210526
8.4,8.4,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,laboratorio de programacao ii,dme,110210527
7.8,7.8,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,programacao ii,dme,110210527
1.5,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,teoria dos grafos,dme,110210527
0.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,algebra vetorial e geometria analitica,dme,110210557
6.3,9.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,algebra vetorial e geometria analitica,dme,110210557
7.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,calculo dif e integral i,dme,110210557
0.0,5.2,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,economia,dme,110210557
9.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,informatica e sociedade,dme,110210557
10.0,5.2,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,ingl?s,dme,110210557
5.6,7.1,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.3,laboratorio de programacao i,dme,110210557
5.3,5.0,8.2,0.0,3.0,-1.0,-1.0,-1.0,2.9,-1.0,laboratorio de programacao ii,dme,110210557
2.7,4.4,6.0,5.8,-1.0,-1.0,-1.0,-1.0,4.5,4.3,laboratorio de programacao ii,dme,110210557
1.7,4.6,1.9,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,matematica discreta,dme,110210557
5.6,7.1,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.3,programacao i,dme,110210557
3.0,3.0,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,programacao ii,dme,110210557
4.7,4.8,8.0,4.4,-1.0,-1.0,-1.0,-1.0,4.0,1.5,programacao ii,dme,110210557
7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,relacoes humanas,dme,110210557
3.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,1.0,teoria dos grafos,dme,110210557
5.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,4.0,teoria dos grafos,dme,110210557
1.5,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,-1.0,algebra vetorial e geometria analitica,dme,110210558
3.5,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,-1.0,calculo dif e integral i,dme,110210558
4.4,4.4,4.4,-1.0,-1.0,-1.0,-1.0,-1.0,4.4,4.4,introducao a computacao,dme,110210558
2.8,5.3,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,laboratorio de programacao i,dme,110210558
2.8,5.3,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,-1.0,programacao i,dme,110210558
7.5,5.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,6.5,algebra vetorial e geometria analitica,dme,110210559
2.8,5.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,calculo dif e integral i,dme,110210559
9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,-1.0,direito e cidadania,dme,110210559
3.5,2.8,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,1.7,ger?ncia da informacao,dme,110210559
8.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,informatica e sociedade,dme,110210559
7.3,3.5,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,6.4,laboratorio de programacao i,dme,110210559
7.3,3.5,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,6.4,programacao i,dme,110210559
5.7,4.1,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,4.3,algebra linear i,dme,110210560
9.9,9.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,basquetebol - masc,dme,110210560
7.0,6.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,calculo dif e integral iii,dme,110210560
0.0,5.5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.3,-1.0,calculo diferencial e integral ii,dme,110210560
1.5,7.3,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,6.5,calculo diferencial e integral ii,dme,110210560
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,direito e cidadania,dme,110210560
6.8,5.5,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,equacoes diferenciais,dme,110210560
6.5,4.6,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.0,fundamentos de fisica classica,dme,110210560
9.0,10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,fundamentos de fisica moderna,dme,110210560
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,futsal,dme,110210560
2.5,6.6,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.6,2.3,ger?ncia da informacao,dme,110210560
5.3,2.4,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.1,3.4,ger?ncia da informacao,dme,110210560
8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,informatica e sociedade,dme,110210560
8.0,7.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,ingl?s,dme,110210560
6.8,6.6,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.5,laboratorio de programacao i,dme,110210560
5.1,4.2,2.6,7.1,-1.0,-1.0,-1.0,-1.0,4.6,4.8,laboratorio de programacao ii,dme,110210560
5.1,5.0,4.1,2.0,5.3,-1.0,-1.0,-1.0,4.6,5.0,laboratorio de programacao ii,dme,110210560
4.1,6.2,4.4,-1.0,-1.0,-1.0,-1.0,-1.0,4.7,4.5,matematica discreta,dme,110210560
3.5,3.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.5,probabilidade e estatistica,dme,110210560
6.6,6.8,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.4,programacao i,dme,110210560
6.4,6.4,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,3.6,programacao ii,dme,110210560
8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,sociologia industrial i,dme,110210560
6.4,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.3,teoria dos grafos,dme,110210560
2.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,-1.0,calculo diferencial e integral ii,dme,110210580
3.5,3.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3,-1.0,calculo diferencial e integral ii,dme,110210580
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,direito e cidadania,dme,110210580
7.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,-1.0,fundamentos de fisica classica,dme,110210580
2.5,5.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,6.0,fundamentos de fisica classica,dme,110210580
5.3,6.4,1.2,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,ger?ncia da informacao,dme,110210580
9.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,informatica e sociedade,dme,110210580
9.8,5.3,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,ingl?s,dme,110210580
6.4,8.7,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao i,dme,110210580
0.4,0.4,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,laboratorio de programacao ii,dme,110210580
