nota1,nota2,nota3:nota4,nota5,nota6,nota7,nota8,media,final,disciplina,departamento,matricula
2.4,2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.7,-1.0,laboratorio de programacao ii,dme,110210580
8.7,6.4,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,programacao i,dme,110210580
0.7,0.7,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,programacao ii,dme,110210580
3.4,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,2.5,teoria dos grafos,dme,110210580
4.0,6.2,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.2,algebra vetorial e geometria analitica,dme,110210613
1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,calculo dif e integral i,dme,110210613
0.0,1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,calculo dif e integral i,dme,110210613
5.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,direito e cidadania,dme,110210613
7.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,informatica e sociedade,dme,110210613
1.1,4.1,4.4,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,laboratorio de programacao i,dme,110210613
4.0,2.7,4.8,3.2,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,laboratorio de programacao i,dme,110210613
1.1,4.1,4.4,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,-1.0,programacao i,dme,110210613
4.0,2.7,4.8,3.2,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,programacao i,dme,110210613
5.5,8.1,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,algebra vetorial e geometria analitica,dme,110210614
4.0,1.8,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,calculo dif e integral i,dme,110210614
4.0,0.5,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,calculo dif e integral i,dme,110210614
9.0,7.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,laboratorio de programacao i,dme,110210614
0.8,0.8,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,laboratorio de programacao ii,dme,110210614
7.0,9.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,programacao i,dme,110210614
8.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,5.5,administracao,dme,110210615
3.0,5.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,algebra vetorial e geometria analitica,dme,110210615
3.5,7.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,4.0,algebra vetorial e geometria analitica,dme,110210615
1.0,0.2,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,calculo dif e integral i,dme,110210615
8.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,direito e cidadania,dme,110210615
5.6,6.4,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,3.0,ger?ncia da informacao,dme,110210615
4.6,5.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.6,ger?ncia da informacao,dme,110210615
9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,informatica e sociedade,dme,110210615
10.0,5.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,ingl?s,dme,110210615
5.6,5.6,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.6,introducao a computacao,dme,110210615
6.9,8.2,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao i,dme,110210615
8.2,5.5,6.9,6.2,7.3,-1.0,-1.0,-1.0,7.1,-1.0,laboratorio de programacao ii,dme,110210615
3.0,6.0,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,2.5,matematica discreta,dme,110210615
6.9,8.2,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,programacao i,dme,110210615
3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,programacao ii,dme,110210615
7.3,7.3,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,programacao ii,dme,110210615
5.3,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.7,teoria dos grafos,dme,110210615
7.4,5.3,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.2,algebra vetorial e geometria analitica,dme,110210639
-1.0,0.2,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,calculo dif e integral i,dme,110210639
4.0,3.1,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,calculo dif e integral i,dme,110210639
7.8,6.8,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,ger?ncia da informacao,dme,110210639
7.3,5.7,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,3.9,ger?ncia da informacao,dme,110210639
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,informatica e sociedade,dme,110210639
8.6,6.4,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,laboratorio de programacao i,dme,110210639
2.9,9.0,1.3,5.5,6.5,-1.0,-1.0,-1.0,5.0,6.5,laboratorio de programacao ii,dme,110210639
1.6,2.7,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,matematica discreta,dme,110210639
6.4,8.6,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao i,dme,110210639
6.5,6.5,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.9,8.3,programacao ii,dme,110210639
8.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,relacoes humanas,dme,110210639
7.7,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,3.2,teoria dos grafos,dme,110210639
6.0,4.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.4,4.8,algebra linear i,dme,111110060
8.8,10.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,algebra vetorial e geometria analitica,dme,111110060
8.9,6.7,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,calculo dif e integral i,dme,111110060
5.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,7.5,calculo diferencial e integral ii,dme,111110060
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,direito e cidadania,dme,111110060
7.5,5.5,5.0,5.5,-1.0,-1.0,-1.0,-1.0,7.0,8.7,estrutura de dados e algoritmos,dme,111110060
5.0,8.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,fundamentos de fisica classica,dme,111110060
8.5,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,fundamentos de fisica moderna,dme,111110060
6.0,4.4,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.0,ger?ncia da informacao,dme,111110060
8.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,informatica e sociedade,dme,111110060
9.6,8.6,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,introducao a computacao,dme,111110060
4.5,5.5,10.0,6.0,-1.0,-1.0,-1.0,-1.0,5.5,4.5,lab.de estrutura de dados e algoritmos,dme,111110060
7.6,9.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,lab.de org.e arquitetura de computadores,dme,111110060
7.5,8.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,laboratorio de programacao i,dme,111110060
4.5,4.0,6.6,6.9,-1.0,-1.0,-1.0,-1.0,5.3,5.0,laboratorio de programacao ii,dme,111110060
7.2,9.1,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,logica matematica,dme,111110060
7.3,6.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,matematica discreta,dme,111110060
5.2,8.0,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,org.e arquitetura de computadores i,dme,111110060
7.3,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,paradigmas de ling. de programacao,dme,111110060
4.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,-1.0,probabilidade e estatistica,dme,111110060
4.0,4.0,5.0,5.5,-1.0,-1.0,-1.0,-1.0,5.0,5.5,probabilidade e estatistica,dme,111110060
7.8,8.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,programacao i,dme,111110060
6.6,6.6,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,5.8,programacao ii,dme,111110060
7.4,0.0,4.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,5.2,sistemas de informacao i,dme,111110060
9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,tecc(didatica em ciencia da computacao),dme,111110060
6.7,5.8,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,teoria da computacao,dme,111110060
8.6,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,teoria dos grafos,dme,111110060
6.0,6.7,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.3,algebra vetorial e geometria analitica,dme,111110063
5.0,4.3,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,7.0,calculo dif e integral i,dme,111110063
3.0,6.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.5,calculo diferencial e integral ii,dme,111110063
8.5,5.0,7.5,5.4,-1.0,-1.0,-1.0,-1.0,7.6,9.0,estrutura de dados e algoritmos,dme,111110063
0.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,fundamentos de fisica classica,dme,111110063
6.0,9.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,fundamentos de fisica classica,dme,111110063
6.7,8.5,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,ger?ncia da informacao,dme,111110063
8.8,3.3,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,4.8,introducao a computacao,dme,111110063
5.2,5.9,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.3,lab.de estrutura de dados e algoritmos,dme,111110063
5.5,8.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,laboratorio de programacao i,dme,111110063
5.7,5.3,8.3,7.0,7.1,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao ii,dme,111110063
3.3,3.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,-1.0,matematica discreta,dme,111110063
4.9,8.7,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,7.8,matematica discreta,dme,111110063
5.5,8.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao i,dme,111110063
7.1,7.1,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,programacao ii,dme,111110063
6.1,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,teoria dos grafos,dme,111110063
8.0,2.0,2.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.1,algebra linear i,dme,111110064
2.0,4.2,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,3.7,algebra vetorial e geometria analitica,dme,111110064
9.5,8.2,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,algebra vetorial e geometria analitica,dme,111110064
5.3,5.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,2.0,calculo dif e integral i,dme,111110064
4.0,7.5,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,7.2,calculo dif e integral i,dme,111110064
5.5,4.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,calculo diferencial e integral ii,dme,111110064
4.2,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.5,calculo diferencial e integral ii,dme,111110064
5.5,6.0,6.0,5.7,-1.0,-1.0,-1.0,-1.0,6.1,6.5,estrutura de dados e algoritmos,dme,111110064
1.0,4.0,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,fundamentos de fisica classica,dme,111110064
7.0,5.9,6.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,6.3,fundamentos de fisica classica,dme,111110064
3.6,4.8,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,4.9,ger?ncia da informacao,dme,111110064
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,informatica e sociedade,dme,111110064
8.7,6.9,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,introducao a computacao,dme,111110064
5.8,6.3,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.5,lab.de estrutura de dados e algoritmos,dme,111110064
7.1,8.7,3.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,laboratorio de programacao i,dme,111110064
4.1,4.1,4.1,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,3.0,laboratorio de programacao ii,dme,111110064
7.2,5.0,3.5,4.8,8.0,-1.0,-1.0,-1.0,6.4,7.7,laboratorio de programacao ii,dme,111110064
7.0,8.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,leitura e producao de textos,dme,111110064
7.6,6.1,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,5.0,matematica discreta,dme,111110064
7.1,8.7,3.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao i,dme,111110064
4.9,4.9,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2.7,programacao ii,dme,111110064
8.0,8.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,programacao ii,dme,111110064
6.7,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,5.7,teoria dos grafos,dme,111110064
1.0,0.5,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,algebra vetorial e geometria analitica,dme,111110066
1.0,0.7,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,calculo dif e integral i,dme,111110066
8.0,5.8,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,introducao a computacao,dme,111110066
8.1,8.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,8.8,laboratorio de programacao i,dme,111110066
3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,laboratorio de programacao ii,dme,111110066
6.8,5.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,6.0,matematica discreta,dme,111110066
8.1,8.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,8.8,programacao i,dme,111110066
5.4,5.4,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,4.6,3.5,programacao ii,dme,111110066
3.0,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,teoria dos grafos,dme,111110066
4.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4,-1.0,algebra linear i,dme,111110069
5.5,2.3,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,algebra vetorial e geometria analitica,dme,111110069
3.6,8.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.4,3.7,algebra vetorial e geometria analitica,dme,111110069
0.6,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,calculo dif e integral i,dme,111110069
6.0,2.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,calculo dif e integral i,dme,111110069
6.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,calculo dif e integral i,dme,111110069
2.0,4.4,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,calculo dif e integral i,dme,111110069
-1.0,4.5,3.5,2.4,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,estrutura de dados e algoritmos,dme,111110069
7.2,5.0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.2,ger?ncia da informacao,dme,111110069
8.9,3.3,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,4.8,introducao a computacao,dme,111110069
6.5,3.0,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,lab.de estrutura de dados e algoritmos,dme,111110069
6.7,4.4,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.4,laboratorio de programacao i,dme,111110069
3.8,3.8,3.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,-1.0,laboratorio de programacao ii,dme,111110069
7.5,4.0,8.3,5.6,6.8,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao ii,dme,111110069
5.3,6.2,5.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.7,matematica discreta,dme,111110069
6.7,4.4,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,5.4,programacao i,dme,111110069
4.5,4.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,3.0,programacao ii,dme,111110069
7.1,7.1,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao ii,dme,111110069
7.7,4.3,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,sistemas de informacao i,dme,111110069
4.6,5.3,3.8,-1.0,-1.0,-1.0,-1.0,-1.0,4.6,4.5,teoria da computacao,dme,111110069
4.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.7,teoria dos grafos,dme,111110069
2.5,0.5,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,algebra vetorial e geometria analitica,dme,111110070
7.6,6.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,algebra vetorial e geometria analitica,dme,111110070
3.0,1.2,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,calculo dif e integral i,dme,111110070
5.8,4.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,calculo dif e integral i,dme,111110070
9.2,5.2,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,introducao a computacao,dme,111110070
7.4,7.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,laboratorio de programacao i,dme,111110070
2.2,2.2,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,2.2,-1.0,laboratorio de programacao ii,dme,111110070
5.3,1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,matematica discreta,dme,111110070
7.4,7.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,programacao i,dme,111110070
6.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.7,programacao ii,dme,111110070
3.5,9.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,algebra linear i,dme,111110071
9.0,10.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,algebra vetorial e geometria analitica,dme,111110071
9.4,10.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.1,-1.0,calculo dif e integral i,dme,111110071
10.0,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,calculo diferencial e integral ii,dme,111110071
10.0,9.5,10.0,8.3,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,estrutura de dados e algoritmos,dme,111110071
8.0,7.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,fundamentos de fisica classica,dme,111110071
10.0,9.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,fundamentos de fisica moderna,dme,111110071
8.7,8.8,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,ger?ncia da informacao,dme,111110071
10.0,7.8,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,introducao a computacao,dme,111110071
8.0,8.3,9.0,9.5,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,lab.de estrutura de dados e algoritmos,dme,111110071
8.8,7.2,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,lab.de org.e arquitetura de computadores,dme,111110071
9.8,10.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,laboratorio de programacao i,dme,111110071
8.6,8.6,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,laboratorio de programacao ii,dme,111110071
8.0,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,leitura e producao de textos,dme,111110071
9.2,9.2,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,logica matematica,dme,111110071
9.4,8.7,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,matematica discreta,dme,111110071
9.2,7.8,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,org.e arquitetura de computadores i,dme,111110071
10.0,9.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,probabilidade e estatistica,dme,111110071
9.6,9.8,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.8,-1.0,programacao i,dme,111110071
9.3,9.3,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,programacao ii,dme,111110071
9.9,9.3,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,sistemas de informacao i,dme,111110071
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,teoria da computacao,dme,111110071
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,teoria dos grafos,dme,111110071
5.3,2.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,6.7,banco de dados i,dme,111110073
7.3,5.3,5.8,10.0,-1.0,-1.0,-1.0,-1.0,6.4,6.4,engenharia de software i,dme,111110073
6.0,6.5,9.5,6.2,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,estrutura de dados e algoritmos,dme,111110073
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,futsal,dme,111110073
4.2,6.2,10.0,7.4,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,lab.de estrutura de dados e algoritmos,dme,111110073
9.7,10.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,lab.de org.e arquitetura de computadores,dme,111110073
6.6,7.3,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,laboratorio de engenharia de software,dme,111110073
7.8,7.7,8.9,7.6,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,laboratorio de programacao ii,dme,111110073
7.8,7.8,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,logica matematica,dme,111110073
7.0,9.7,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,metodos estatisticos,dme,111110073
7.9,7.2,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,org.e arquitetura de computadores i,dme,111110073
7.7,7.7,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,programacao ii,dme,111110073
4.2,6.0,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,4.6,redes de computadores,dme,111110073
8.5,8.5,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,sistemas de informacao i,dme,111110073
6.0,5.0,-1.0,7.7,-1.0,-1.0,-1.0,-1.0,5.0,5.5,sistemas de informacao ii,dme,111110073
6.8,8.8,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,teoria da computacao,dme,111110073
6.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,administracao,dme,111110074
4.6,4.6,4.6,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,3.0,analise e tecnica de algoritmos,dme,111110074
7.2,6.8,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,analise e tecnica de algoritmos,dme,111110074
7.3,10.0,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,aval.de desempenho de sistemas discretos,dme,111110074
4.2,6.0,2.2,7.2,-1.0,-1.0,-1.0,-1.0,6.3,8.5,banco de dados ii,dme,111110074
3.7,5.4,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,compiladores,dme,111110074
7.3,8.5,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.0,compiladores,dme,111110074
9.0,7.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,direito e cidadania,dme,111110074
6.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,9.0,engenharia de software i,dme,111110074
5.2,6.7,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,7.1,inteligencia artificial i,dme,111110074
6.8,6.7,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,3.8,interconex?o de redes de computadores,dme,111110074
6.8,6.7,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,3.8,lab.de intercon.de redes de computadores,dme,111110074
7.6,7.6,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,laboratorio de engenharia de software,dme,111110074
5.5,7.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,metodos e software numericos,dme,111110074
2.5,0.5,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,metodos estatisticos,dme,111110074
7.0,2.8,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.7,3.0,metodos estatisticos,dme,111110074
4.5,3.0,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.2,metodos estatisticos,dme,111110074
9.0,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,projeto em computacao i,dme,111110074
7.5,8.8,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,projeto em computacao ii,dme,111110074
7.9,7.3,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,redes de computadores,dme,111110074
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,111110074
5.0,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,sistemas de informacaes geograficas,dme,111110074
5.0,4.1,3.8,5.5,-1.0,-1.0,-1.0,-1.0,5.0,5.5,sistemas de informacao ii,dme,111110074
9.5,6.8,8.2,9.6,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,tec(principios de admin financeira),dme,111110074
9.0,5.0,7.5,0.0,-1.0,-1.0,-1.0,-1.0,6.6,8.5,tecc(economia de tecnologia da informaca,dme,111110074
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,tecc(empreendedorismo em software),dme,111110074
7.5,6.3,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,algebra linear i,dme,111110076
