MatriculaAluno
1092441
1122433
1121422
1122391
1102431
110158
1102723
111114
1111712
1111155
1102340
11116
1111466
1102246
1102366
1111654
11111
1102187
1102677
1102509
111192
1102402
1102373
1102575
1102586
1111415
1111154
1111238
1102253
1101338
1111389
1102270
111153
1102766
1102458
1102464
1102536
1102177
1111546
1112650
1121496
1111608
1121728
1121138
1122667
1122130
1121348
1122512
11223
1122701
1122217
1112446
1102329
1102534
1101169
1102481
1101499
1101548
1092794
1092465
1102449
1101566
1102730
1092112
1101372
1102729
1112604
1122407
1122717
1111302
1111443
106278
1071182
1111487
1112725
112141
112132
1112306
1102477
1112214
1122349
1122273
1121655
1112371
1111285
1091439
111210
1112296
1122413
112235
1091691
1101792
1091144
1111463
1092618
1121676
1122528
1062790
1111507
1122357
1092110
1072480
1092362
1092597
1071325
1122556
1122754
1122205
111191
1121202
1122795
1102666
1111563
1122470
1122619
1122168
1092317
1081452
1121185
110148
1111430
